Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
HMRC,HMRC,22/07/2024,IT Software Licenses and Support,CDIO - Core,FUJITSU SERVICES LTD,1900190196,"846,567.92",IT Software Licenses and Support,WA3 6GD,,,,
HMRC,HMRC,22/07/2024,Non-IT Contingent Labour,CDIO - Core,ALEXANDER MANN SOLUTIONS LTD,1900191870,"29,401.42",Non-IT Contingent Labour,EC2M 5TQ,,,,
HMRC,HMRC,22/07/2024,IT Software Licenses and Support,CDIO - Core,FUJITSU SERVICES LTD,1900192208,"98,653.32",IT Software Licenses and Support,WA3 6GD,,,,
HMRC,HMRC,22/07/2024,IT Software Licenses and Support,CDIO - Core,FUJITSU SERVICES LTD,1900192216,"87,310.51",IT Software Licenses and Support,WA3 6GD,,,,
HMRC,HMRC,22/07/2024,IT Software Licenses and Support,CDIO - Core,FUJITSU SERVICES LTD,1900192236,"352,083.06",IT Software Licenses and Support,WA3 6GD,,,,
HMRC,HMRC,22/07/2024,Conferences,Fraud Investigation Service,CALDER CONFERENCES LTD,1900192252,"31,678.80",Conferences,LS16 6RF,,,,
HMRC,HMRC,22/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,ACCENTURE (UK) LTD,5100023554,"385,102.07",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,22/07/2024,PROJECT Mandays Supp,Government Banking and Payments,ACCENTURE (UK) LTD,5100023556,"56,957.38",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,22/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,ACCENTURE (UK) LTD,5100023557,"53,232.60",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,22/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,ACCENTURE (UK) LTD,5100023619,"223,820.65",IT contractors costs,EC3M 3BD,,,,
HMRC,HMRC,22/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,EQUAL EXPERTS UK LTD,5100023623,"40,140.27",IT contractors,AL1 5HE,,,,
HMRC,HMRC,22/07/2024,PROJECT Mandays HMRC,Change Delivery DG & Programme Office,ACCENTURE (UK) LTD,5100023628,"62,541.60",PROJECT Mandays HMRC,EC3M 3BD,,,,
HMRC,HMRC,22/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100023629,"29,660.27",IT contractors,EC3M 3BD,,,,
HMRC,HMRC,22/07/2024,Cons ad imp (Ir VAT),ETG Business Architecture,ERNST & YOUNG LLP,5100023639,"114,432.00",Cons ad imp (Ir VAT),SE1 2AF,,,,
HMRC,HMRC,22/07/2024,PROJECT Mandays Supp,CDIO - Core,Coforge,5100023643,"28,375.00",PROJECT Mandays Supp,EC3M 4AJ,,,,
HMRC,HMRC,22/07/2024,Soft Licen Integral,CDIO - Core,IMIMOBILE EUROPE LTD,5100023650,"33,569.00",Soft Licen Integral,EC1M 4BH,,,,
HMRC,HMRC,22/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,EQUAL EXPERTS UK LTD,5100023651,"32,050.00",IT contractors,AL1 5HE,,,,
HMRC,HMRC,22/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,EQUAL EXPERTS UK LTD,5100023654,"59,237.50",IT contractors,AL1 5HE,,,,
HMRC,HMRC,22/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,EQUAL EXPERTS UK LTD,5100023656,"34,350.00",IT contractors,AL1 5HE,,,,
HMRC,HMRC,22/07/2024,Cons COS 52 (Ir VAT),Government Banking and Payments,ECOSPEND TECHNOLOGIES LIMITED,5100023668,"26,617.51",Cons COS 52 (Ir VAT),EC1M 5RJ,,,,
HMRC,HMRC,22/07/2024,Facilities Mngmnt,Estates,OCS UK&I LIMITED,5100023673,"5,016.78",Facilities Mngmnt,IP28 6LG,,,,
HMRC,HMRC,22/07/2024,Facilities Mngmnt,Estates,OCS UK&I LIMITED,5100023673,"30,817.35",Facilities Mngmnt,IP28 6LG,,,,
HMRC,HMRC,22/07/2024,PROJECT Mandays HMRC,CDIO Transformation Programmes,North Highland UK Limited,5100023678,"1,508,925.60",PROJECT Mandays HMRC,EC1N 2TD,,,,
HMRC,HMRC,22/07/2024,FIS Spec Req - Res,Fraud Investigation Service,IBM UNITED KINGDOM LTD,5100023781,"49,104.00",FIS Spec Req - Res,SE1 9PZ,,,,
HMRC,HMRC,22/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,EVIDEN TECHNOLOGY SERVICES LIMITED,5100023799,"51,753.44",IT contractors,WC1V 6EA,,,,
HMRC,HMRC,22/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,CGI IT UK LTD,5100023803,"8,874.00",IT contractors,CF31 9AP,,,,
HMRC,HMRC,22/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,CGI IT UK LTD,5100023803,"13,311.00",IT contractors,CF31 9AP,,,,
HMRC,HMRC,22/07/2024,Desktop Managed Serv,Border Service Data and Design,AVANADE UK LTD,5100023839,"177,512.00",Desktop Managed Serv,EC4M 6XH,,,,
HMRC,HMRC,22/07/2024,Desktop Managed Serv,Border Service Data and Design,AVANADE UK LTD,5100023840,"108,681.37",Desktop Managed Serv,EC4M 6XH,,,,
HMRC,HMRC,22/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,ACCENTURE (UK) LTD,5100023846,"255,235.44",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,22/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,EQUAL EXPERTS UK LTD,5100023847,"21,924.03",IT contractors,AL1 5HE,,,,
HMRC,HMRC,22/07/2024,Virtual Hosting,CDIO - Core,KYNDRYL UK LTD,5100023854,"310,308.00",Virtual Hosting,EC2M 2AT,,,,
HMRC,HMRC,22/07/2024,Contin Labor Build,CDIO - Core,BAE SYSTEMS APPLIED INTELLIGENCE,5100023857,"42,000.00",Contin Labor Build,GU2 7RQ,,,,
HMRC,HMRC,22/07/2024,SW Lic Sup Off shlf,CDIO - Core,Phoenix Software,5100023859,"29,565.60",SW Lic Sup Off shlf,YO42 1NS,,,,
HMRC,HMRC,22/07/2024,Contin Labor Run,CDIO - Core,BSI CYBERSECURITY AND INFORMATION,5100023865,"34,800.00",Contin Labor Run,MK5 8PP,,,,
HMRC,HMRC,22/07/2024,Contin Labor Run,CDIO - Core,BSI CYBERSECURITY AND INFORMATION,5100023867,"34,800.00",Contin Labor Run,MK5 8PP,,,,
HMRC,HMRC,22/07/2024,Contin Labor Run,CDIO - Core,BSI CYBERSECURITY AND INFORMATION,5100023868,"27,000.00",Contin Labor Run,MK5 8PP,,,,
HMRC,HMRC,22/07/2024,Contin Labor Run,CDIO - Core,BSI CYBERSECURITY AND INFORMATION,5100023870,"33,000.00",Contin Labor Run,MK5 8PP,,,,
HMRC,HMRC,22/07/2024,Contin Labor Run,CDIO - Core,BSI CYBERSECURITY AND INFORMATION,5100023871,"30,000.00",Contin Labor Run,MK5 8PP,,,,
HMRC,HMRC,22/07/2024,PROJECT Mandays Supp,Compliance Operations Directorate,COGNIZANT Technology Solutions,5100023872,"51,079.78",PROJECT Mandays Supp,EC2M 4AG,,,,
HMRC,HMRC,22/07/2024,Contin Labor Run,CDIO - Core,BSI CYBERSECURITY AND INFORMATION,5100023875,"28,875.00",Contin Labor Run,MK5 8PP,,,,
HMRC,HMRC,22/07/2024,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100023881,"77,050.00",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,22/07/2024,Contin Labor Run,CDIO - Core,BSI CYBERSECURITY AND INFORMATION,5100023883,"26,250.00",Contin Labor Run,MK5 8PP,,,,
HMRC,HMRC,22/07/2024,Contin Labor Run,CDIO - Core,BSI CYBERSECURITY AND INFORMATION,5100023884,"33,000.00",Contin Labor Run,MK5 8PP,,,,
HMRC,HMRC,22/07/2024,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100023885,"94,625.00",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,22/07/2024,Contin Labor Run,CDIO - Core,BSI CYBERSECURITY AND INFORMATION,5100023887,"29,700.00",Contin Labor Run,MK5 8PP,,,,
HMRC,HMRC,22/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,ACCENTURE (UK) LTD,5100023888,"58,730.47",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,22/07/2024,Contin Labor Run,CDIO - Core,BSI CYBERSECURITY AND INFORMATION,5100023889,"29,700.00",Contin Labor Run,MK5 8PP,,,,
HMRC,HMRC,22/07/2024,Desktop Managed Serv,Estates,EVIDEN TECHNOLOGY SERVICES LIMITED,5100023890,"22,959.44",Desktop Managed Serv,WC1V 6EA,,,,
HMRC,HMRC,22/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,EVIDEN TECHNOLOGY SERVICES LIMITED,5100023891,"39,612.87",PROJECT Mandays Supp,WC1V 6EA,,,,
HMRC,HMRC,22/07/2024,Contin Labor Run,CDIO - Core,BSI CYBERSECURITY AND INFORMATION,5100023892,"30,000.00",Contin Labor Run,MK5 8PP,,,,
HMRC,HMRC,22/07/2024,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100023893,"51,200.00",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,22/07/2024,Contin Labor Run,CDIO - Core,BSI CYBERSECURITY AND INFORMATION,5100023894,"31,755.00",Contin Labor Run,MK5 8PP,,,,
HMRC,HMRC,22/07/2024,PROJECT Mandays Supp,Indirect Tax Directorate,STREEVA LTD,5100023895,"125,212.30",PROJECT Mandays Supp,TR27 5EX,,,,
HMRC,HMRC,22/07/2024,Employee education,HR,CSL - KPMG LLP,5100023903,"45,592.82",Employee education,E14 5GL,,,,
HMRC,HMRC,23/07/2024,Travel Service Booking Fees,Surge & ODP,REDFERN TRAVEL LTD,1900197987,2.28,Travel Service Booking Fees,BD1 5HQ,,,,
HMRC,HMRC,23/07/2024,Accommodation,Surge & ODP,REDFERN TRAVEL LTD,1900197987,"42,768.00",Accommodation,BD1 5HQ,,,,
HMRC,HMRC,23/07/2024,Travel Service Booking Fees,Surge & ODP,REDFERN TRAVEL LTD,1900198506,2.28,Travel Service Booking Fees,BD1 5HQ,,,,
HMRC,HMRC,23/07/2024,Accommodation,Surge & ODP,REDFERN TRAVEL LTD,1900198506,"30,228.00",Accommodation,BD1 5HQ,,,,
HMRC,HMRC,23/07/2024,Outhousing seized goods,Individuals & Small Business Compliance,Wincanton Group PLC,1900198673,"289,212.97",Outhousing seized goods,SN14 0WT,,,,
HMRC,HMRC,23/07/2024,Outhousing seized goods,Individuals & Small Business Compliance,Wincanton Group PLC,1900198674,"292,162.94",Outhousing seized goods,SN14 0WT,,,,
HMRC,HMRC,23/07/2024,Consultancy – IT,CCG Transformation,Baringa Partners LLP,5100023370,"-153,804.20",Consultancy – IT,SW1E 6AJ,,,,
HMRC,HMRC,23/07/2024,Contin Labor Run,CDIO - Core,BSI CYBERSECURITY AND INFORMATION,5100023905,"25,162.50",Contin Labor Run,MK5 8PP,,,,
HMRC,HMRC,23/07/2024,Contin Labor Run,CDIO - Core,BSI CYBERSECURITY AND INFORMATION,5100023906,"31,350.00",Contin Labor Run,MK5 8PP,,,,
HMRC,HMRC,23/07/2024,PROJECT Mandays Supp,CDIO - Core,BSI CYBERSECURITY AND INFORMATION,5100023908,"26,125.00",PROJECT Mandays Supp,MK5 8PP,,,,
HMRC,HMRC,23/07/2024,Contin Labor Run,CDIO - Core,BSI CYBERSECURITY AND INFORMATION,5100023909,"31,350.00",Contin Labor Run,MK5 8PP,,,,
HMRC,HMRC,23/07/2024,Contin Labor Run,CDIO - Core,BSI CYBERSECURITY AND INFORMATION,5100023910,"33,000.00",Contin Labor Run,MK5 8PP,,,,
HMRC,HMRC,23/07/2024,Consultancy - Organi,Unity Business Services,ACCENTURE (UK) LTD,5100023912,"469,974.20",Strategic Consultancy Services,EC3M 3BD,,,,
HMRC,HMRC,23/07/2024,Soft Licen Off shelf,CDIO - Core,BOXXE LTD,5100023913,"106,250.00",Soft Licen Off shelf,YO31 7RE,,,,
HMRC,HMRC,23/07/2024,Disposal Seized Gds,Fraud Investigation Service,GXO LOGISTICS SERVICES UK LIMITED,5100023917,"94,489.60",Disposal Seized Gds,EH2 4DF,,,,
HMRC,HMRC,23/07/2024,Disposal Seized Gds,Fraud Investigation Service,BIFFA WASTE SERVICES LTD,5100023921,"45,741.36",Disposal Seized Gds,HP12 3TZ,,,,
HMRC,HMRC,23/07/2024,PROJECT Mandays Supp,PDC Customer Strategy & Tax Design,EQUAL EXPERTS UK LTD,5100023930,"38,456.72",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,23/07/2024,PROJECT Mandays Supp,PDC Customer Strategy & Tax Design,EVIDEN TECHNOLOGY SERVICES LIMITED,5100023931,"23,155.51",PROJECT Mandays Supp,WC1V 6EA,,,,
HMRC,HMRC,23/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,CAPGEMINI,5100023934,"247,900.41",Customs Declaration Service Contractor Costs,TF3 3BD,,,,
HMRC,HMRC,23/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,CAPGEMINI,5100023936,"163,912.37",Customs Declaration Service Contractor Costs,TF3 3BD,,,,
HMRC,HMRC,23/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,CAPGEMINI,5100023940,"60,368.60",Customs Declaration Service Contractor Costs,TF3 3BD,,,,
HMRC,HMRC,23/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,CAPGEMINI,5100023941,"522,047.07",Customs Declaration Service Contractor Costs,TF3 3BD,,,,
HMRC,HMRC,23/07/2024,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100023960,"47,400.00",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,23/07/2024,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100023964,"85,400.00",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,23/07/2024,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100023967,"44,400.00",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,23/07/2024,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100023968,"66,175.00",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,23/07/2024,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100023971,"48,906.25",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,23/07/2024,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100023973,"215,425.00",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,23/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,CAPGEMINI,5100023979,"1,187.34",IT contractors,TF3 3BD,,,,
HMRC,HMRC,23/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,CAPGEMINI,5100023979,"7,124.04",IT contractors,TF3 3BD,,,,
HMRC,HMRC,23/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,CAPGEMINI,5100023979,"8,311.38",IT contractors,TF3 3BD,,,,
HMRC,HMRC,23/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,CAPGEMINI,5100023979,"13,060.72",IT contractors,TF3 3BD,,,,
HMRC,HMRC,23/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,CAPGEMINI,5100023979,"37,994.86",Customs Declaration Service Contractor Costs,TF3 3BD,,,,
HMRC,HMRC,23/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,CAPGEMINI,5100023979,"51,055.59",IT contractors,TF3 3BD,,,,
HMRC,HMRC,23/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100023980,"19,379.87",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,23/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100023980,"48,449.67",IT contractors,EC3M 3BD,,,,
HMRC,HMRC,23/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100023980,"58,139.61",IT contractors,EC3M 3BD,,,,
HMRC,HMRC,23/07/2024,PROJECT Mandays Supp,B&T DG Finance & Risk,ACCENTURE (UK) LTD,5100023980,"67,829.54",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,23/07/2024,Rent (Irrec VAT),Programme and Operational Delivery,Motis Freight Services Limited,5100023983,"41,400.00",IBF Running Costs ,CT17 9DN,,,,
HMRC,HMRC,23/07/2024,Training and tuition,CCG Transformation,CSL - KPMG LLP,5100023985,"24,831.09",Training and tuition,E14 5GL,,,,
HMRC,HMRC,23/07/2024,Cons ad imp (Ir VAT),CCG Transformation,Baringa Partners LLP,5100023986,"63,120.00",Cons ad imp (Ir VAT),SW1E 6AJ,,,,
HMRC,HMRC,23/07/2024,Cons ad imp (Ir VAT),CCG Transformation,Baringa Partners LLP,5100023987,"56,808.00",Cons ad imp (Ir VAT),SW1E 6AJ,,,,
HMRC,HMRC,23/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,DELOITTE LLP (L),5100023988,"707,090.00",PROJECT Mandays Supp,MK9 1FD,,,,
HMRC,HMRC,23/07/2024,Cons ad imp (Ir VAT),CCG Transformation,Baringa Partners LLP,5100023989,"63,120.00",Cons ad imp (Ir VAT),SW1E 6AJ,,,,
HMRC,HMRC,23/07/2024,Cons ad imp (Ir VAT),CCG Transformation,Baringa Partners LLP,5100023990,"66,759.79",Cons ad imp (Ir VAT),SW1E 6AJ,,,,
HMRC,HMRC,23/07/2024,Cons ad imp (Ir VAT),CCG Transformation,Baringa Partners LLP,5100023991,"79,993.40",Cons ad imp (Ir VAT),SW1E 6AJ,,,,
HMRC,HMRC,23/07/2024,CS Government Recrut,Unity Business Services,CABINET OFFICE,5100024089,"870,318.40",CS Government Recrut,FY1 9JN,,,,
HMRC,HMRC,23/07/2024,Contin Labor Run,CDIO - Core,BSI CYBERSECURITY AND INFORMATION,5100024135,"33,000.00",Contin Labor Run,MK5 8PP,,,,
HMRC,HMRC,23/07/2024,Contin Labor Run,CDIO - Core,BSI CYBERSECURITY AND INFORMATION,5100024139,"33,000.00",Contin Labor Run,MK5 8PP,,,,
HMRC,HMRC,23/07/2024,SW Lic Sup Off shlf,Government Banking and Payments,Bottomline Technologies,5100024145,"72,004.20",SWIFT Service Bureau Charge,GU51 2QJ,,,,
HMRC,HMRC,23/07/2024,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100024150,"331,557.75",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,23/07/2024,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100024157,"142,659.90",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,23/07/2024,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100024162,"233,846.10",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,23/07/2024,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100024163,"146,499.43",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,23/07/2024,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100024172,"30,400.00",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,23/07/2024,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100024176,"34,723.00",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,23/07/2024,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100024177,"30,800.00",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,23/07/2024,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100024179,"50,906.25",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,23/07/2024,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100024181,"146,325.00",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,24/07/2024,IT Software Licenses and Support,CDIO - Core,FUJITSU SERVICES LTD,1900198708,"188,128.33",IT Software Licenses and Support,WA3 6GD,,,,
HMRC,HMRC,24/07/2024,Utility Payments - gas,Estates,Inspired Energy plc,1900198720,"109,004.14",Utility Payments - gas,PR4 2TZ,,,,
HMRC,HMRC,24/07/2024,Utility Payments - gas,Estates,Inspired Energy plc,1900198737,"315,345.41",Utility Payments - gas,PR4 2TZ,,,,
HMRC,HMRC,24/07/2024,Utility Payments - gas,Estates,Inspired Energy plc,1900198758,"65,228.77",Utility Payments - gas,PR4 2TZ,,,,
HMRC,HMRC,24/07/2024,Utility Payments - gas,Estates,Inspired Energy plc,1900198767,"25,081.98",Utility Payments - gas,PR4 2TZ,,,,
HMRC,HMRC,24/07/2024,Other Miscellaneous Expenditure,Customs Policy and Strategy,WORLD CUSTOMS ORGANIZATION,1900198781,"477,382.36",Membership Subscription to the World Customs Organisation,1210,,,,
HMRC,HMRC,24/07/2024,Project Development,CDIO - Core,EVIDEN TECHNOLOGY SERVICES LIMITED,1900198848,"4,241,169.92",Project Development,WC1V 6EA,,,,
HMRC,HMRC,24/07/2024,Tribunal appellant costs,Solicitor's Office & Legal Services,V Ltd c/o Thomas Legal Costs Ltd,1900198854,"60,000.00",Costs awarded against department,EC2R 7AS,,,,
HMRC,HMRC,24/07/2024,Contracted Services,Operational Excellence & Output Mgmt,RESTORE DIGITAL LTD,1900198856,"48,462.80",Contracted Services,WV14 0UJ,,,,
HMRC,HMRC,24/07/2024,Contracted Services,Operational Excellence & Output Mgmt,RESTORE DIGITAL LTD,1900198858,"32,978.07",Contracted Services,WV14 0UJ,,,,
HMRC,HMRC,24/07/2024,Contracted Services,Operational Excellence & Output Mgmt,RESTORE DIGITAL LTD,1900198859,"31,434.40",Contracted Services,WV14 0UJ,,,,
HMRC,HMRC,24/07/2024,Contact Platform Ser,CDIO - Core,NUANCE COMMUNICATIONS IRELAND LTD,5100023911,"31,047.00",Contact Platform Ser,D02 F721,,,,
HMRC,HMRC,24/07/2024,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100024203,"244,598.00",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,24/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,EQUAL EXPERTS UK LTD,5100024238,"44,676.11",  IT contractor costs,AL1 5HE,,,,
HMRC,HMRC,24/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,EVIDEN TECHNOLOGY SERVICES LIMITED,5100024250,"58,084.34",PROJECT Mandays Supp,WC1V 6EA,,,,
HMRC,HMRC,24/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,EVIDEN TECHNOLOGY SERVICES LIMITED,5100024260,"37,660.67",PROJECT Mandays Supp,WC1V 6EA,,,,
HMRC,HMRC,24/07/2024,PROJECT Mandays Supp,Operational Excellence & Output Mgmt,CAPGEMINI,5100024266,"42,307.83",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,24/07/2024,PROJECT Mandays Supp,Change Delivery Making Tax Digital,ACCENTURE (UK) LTD,5100024273,"69,358.70",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,24/07/2024,PROJECT Mandays Supp,Change Delivery Making Tax Digital,EQUAL EXPERTS UK LTD,5100024276,"21,583.82",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,24/07/2024,PROJECT Mandays Supp,Change Delivery Making Tax Digital,EVIDEN TECHNOLOGY SERVICES LIMITED,5100024277,"93,566.84",PROJECT Mandays Supp,WC1V 6EA,,,,
HMRC,HMRC,24/07/2024,PROJECT Mandays Supp,Change Delivery Making Tax Digital,EVIDEN TECHNOLOGY SERVICES LIMITED,5100024280,"45,391.09",PROJECT Mandays HMRC,WC1V 6EA,,,,
HMRC,HMRC,24/07/2024,File archive storage,Estates,IRON MOUNTAIN UK PLC,5100024562,"45,460.76",File archive storage,EH54 5DL,,,,
HMRC,HMRC,24/07/2024,Business Rates,Estates,CARDIFF COUNTY COUNCIL,5100024564,"10,681.44",Business Rates,CF10 4UW,,,,
HMRC,HMRC,24/07/2024,Business Rates,Estates,CARDIFF COUNTY COUNCIL,5100024564,"27,466.56",Business Rates,CF10 4UW,,,,
HMRC,HMRC,24/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,CAPGEMINI,5100024575,"329,911.66",Customs Declaration Service Contractor Costs,TF3 3BD,,,,
HMRC,HMRC,24/07/2024,Mail/pickup/del serv,Operational Excellence & Output Mgmt,Whistl Ltd,5100024594,"14,876.73",Mail/pickup/del serv,SL7 1TB,,,,
HMRC,HMRC,24/07/2024,National postal EVAT,Operational Excellence & Output Mgmt,Whistl Ltd,5100024594,"39,235.95",National postal EVAT,SL7 1TB,,,,
HMRC,HMRC,24/07/2024,Internat. Courier,Operational Excellence & Output Mgmt,G3 WORLDWIDE (UK) LTD,5100024601,"144,727.12",Internat. Courier,UB2 5LF,,,,
HMRC,HMRC,24/07/2024,PROJECT Mandays Supp,CDIO - Core,BRITISH TELECOMMUNICATIONS PLC,5100024610,"42,239.39",PROJECT Mandays Supp,E1 8EE,,,,
HMRC,HMRC,24/07/2024,Law enforcement trng,Fraud Investigation Service,CHARTERED INSTITUTE OF INTERNAL,5100024615,"22,000.00",Law enforcement trng,SW4 7BX,,,,
HMRC,HMRC,25/07/2024,Other Miscellaneous Expenditure,Commercial Directorate,NEOPOST FINANCE LTD,1700007408,"-33,894.00",Other Miscellaneous Expenditure,RM1 2AR,,,,
HMRC,HMRC,25/07/2024,Contracted Services,Programme and Operational Delivery,SODEXO LTD,1900195195,"882,548.50",Recoverable OGD IBF Running Costs,M50 2UE,,,,
HMRC,HMRC,25/07/2024,Virtual Hosting and Infrastructure,CDIO - Core,Amazon Web Services UK,1900198880,"1,345,209.91",Virtual Hosting and Infrastructure,EC2A 2FA,,,,
HMRC,HMRC,25/07/2024,Research (VAT rec),Knowledge Analysis & Intelligence,NATIONAL CENTRE FOR SOCIAL RESEARCH,5100024625,"26,881.00",Research Services ,EC1V 0AX,,,,
HMRC,HMRC,25/07/2024,Minor Wrks Irrec VAT,Estates,OCS UK&I LIMITED,5100024626,"45,860.40",Minor Wrks Irrec VAT,IP28 6LG,,,,
HMRC,HMRC,25/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,ACCENTURE (UK) LTD,5100024628,"26,362.06",IT contractors costs,EC3M 3BD,,,,
HMRC,HMRC,25/07/2024,PROJECT Mandays Supp,B&T DG Finance & Risk,CAPGEMINI,5100024648,"1,127,025.50",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,25/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,ACCENTURE (UK) LTD,5100024655,"53,784.38",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,25/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,ACCENTURE (UK) LTD,5100024656,"134,040.68",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,25/07/2024,PROJECT Mandays Supp,CDIO - Core,BRITISH TELECOMMUNICATIONS PLC,5100024666,"27,801.25",PROJECT Mandays Supp,E1 8EE,,,,
