"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Office Region","Notes","Valid?"
"194018","N/D","SCS1","People-CivHR-DDHR HO","Responsible for identifying, developing, implementing and monitoring a range of HR interventions to achieve business objectives, and also for providing the professional focus for the HR Business Partner Function both within MOD and across the Civil Service.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","195772","0","1.00","N/A","N/A","","Human Resources Profession","London","","1"
"194510","Hughes, Mariette (Mariette), Mrs","SCS3","People-Sec-SCO","Responsible for providing independent and impartial scrutiny of the handling of Service complaints made by members of the UK Armed Forces.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","106177","0","1.00","130000","134999","","Government Legal Profession","London","","1"
"194736","N/D","OF-7","SPO OpsandCts-ACDS","Joint responsibility (with DG Sec Pol) for delivering strategy and planning for operations, and directing and conducting operations at the strategic level.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","224188","0","1.00","N/A","N/A","","Military","London","","1"
"195020","Curnow, Edward (John), Mr","SCS2","D Analysis","Responsible for the overall implementation of the Analysis Function which will enable the provision of high-quality analysis and insight that complies with professional standards and is at the forefront of innovation.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","106000","0","1.00","120000","124999","","Government Statistical Service Profession","London","","1"
"195772","Smith, Victoria (Victoria), Mrs","SCS2","People-CivHR-D","As the Civilian Workforce Process Owner is responsible for advising the Defence Board and Ministers on the Civilian Workforce Strategy, civilian personnel policy and employee relations, and for providing assurance on the integrity of HR delivery systems.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","106177","0","1.00","120000","124999","","Human Resources Profession","London","","1"
"196904","Preston, Mark (Mark), Mr","SCS2","DSOP-D","Supports the Chief Operating Officer in actively managing the Defence Operating Model, the interfaces between the various parts of Defence (Head Office, the Military Commands and the Enabling Organisations), and the performance of individual Enabling Organisations.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","223857","0","0.55","60000","64999","","Policy Profession","London","","1"
"197826","N/D","OF-7","SPO MilStratGE-ACDS","Responsible for championing Defence Engagement concepts across Defence, including Joint and Single Service doctrine, processes, prioritisation of resource and integration of the Defence approach with other Government departments, and directing and reviewing enduring projects that leverage our most important bilateral relationships outside of the US and multilateral organisations.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","224188","0","1.00","N/A","N/A","","Military","London","","1"
"197922","N/D","OF-8","SPO DSAME","Special Representative to the Middle East on behalf of the Secretary of State.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","30001719","0","1.00","N/A","N/A","","Military","London","","1"
"198879","N/D","SCS1","FraudDefence-Hd of Profession","Responsible for countering fraud, corruption, bribery, theft and irregularity and the Department's dedicated confidential whistleblowing hotline and independent team of investigators.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","106039","0","1.00","N/A","N/A","","Counter-fraud Standards and Profession","London","","1"
"198927","N/D","SCS1","CSM-DD","Responsible for delivery of the Corporate Services Modernisation Programme","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","30026466","0","1.00","N/A","N/A","","Operational Delivery Profession","London","","1"
"204200","N/D","OF-9","VICE CHIEF OF DEFENCE STAFF","The Vice Chief deputises for the Chief of the Defence Staff and is responsible for implementing top-level decisions relating to the armed forces, including their future development and defining and delivering military capability requirements.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","30001719","0","1.00","N/A","N/A","","Military","London","","1"
"204501","N/D","OF-6","People-RFC-Youth & Cadets Head","Responsible for Youth and Cadets Reserve Forces Policy","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","153392","0","1.00","N/A","N/A","","Military","London","","1"
"205401","N/D","SCS1","DSOP-EOS-Hd2","Lead on sponsorship relations with Defence's Enabling Organisations and the way in which they interface with Head Office.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","106029","0","1.00","N/A","N/A","","Policy Profession","London","","1"
"205411","N/D","SCS1","Acquisiton Team Head","Responsible for transforming the Acquisition System in order to enable the quicker delivery of capabilities that are needed by our Armed Forces while at the same time keeping pace with the threat and evolving technology, and reducing  costs by eliminating expensive delays.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","244795","0","1.00","N/A","N/A","","Project Delivery Profession","London","","1"
"206135","Tayler, Heather (Heather), Miss","SCS2","Operational Finance Director","Responsible for delivering effective financial management across MOD, which includes, as Head of the Finance Profession, overseeing the building of a capable workforce to meet the current and future challenges for Defence.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","106000","0","1.00","105000","109999","","Government Finance Profession","South West","","1"
"206621","N/D","SCS1","SPO IndoAsiaPac-Head","Responsible for IndoAsiaPacific Security Policy/Strategy","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","221468","0","1.00","N/A","N/A","","Policy Profession","London","","1"
"207369","Hogan-Hern, David (David), Mr","SCS2","Strat Hub-Strategy-Dir","Responsible for the delivery of all aspects of MOD's contribution to the National Security Strategy and Strategic Defence Reviews.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","30012235","0","1.00","105000","109999","","Policy Profession","London","","1"
"207576","N/D","SCS1","DSOP-EOS-Hd","Leads on sponsorship relations with Defence's Enabling Organisations and the way in which they interface with Head Office, including oversight of and support to Defence Business Services.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","196904","0","0.70","N/A","N/A","","Policy Profession","London","","1"
"208562","N/D","SCS1","Hd of Risk & Assurance","Responsible for the development and implementation of a high quality risk, control and assurance framework which supports the delivery of MOD objectives and uses resources efficiently and effectively.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","106039","0","1.00","N/A","N/A","","Operational Delivery Profession","London","","1"
"211002","N/D","SCS1","SSAT-Hd","Responsible for improving value-for-money by maximising the value of procurement activity covered by the regulations and implementing regulations in a way which is commercially-practical, does not undermine the delivery of military capability and is consistent with wider government policy.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","5654","0","1.00","N/A","N/A","","Procurement Profession","London","","1"
"212419","N/D","SCS1","People-CivHR-LEAD-Hd","Responsible for leadership and skills planning and HR policies and procedures which meet business needs, support managers to get the best from their people now and in the future, and enable the Department to manage employee relations and comply with employment and equality legislation.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","195772","0","1.00","N/A","N/A","","Human Resources Profession","London","","1"
"212826","N/D","SCS1","NEP-Head Wider Europe","Gives policy advice directed at promoting the UK's security interests throughout the EU and with Russia and wider European partners.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","141691","0","1.00","N/A","N/A","","Policy Profession","London","","1"
"213388","N/D","SCS1","People-Accom Hd","Responsible for the overarching policy relating to the provision of Service Family Accommodation (SFA), Single Living Accommodation (SLA) and the substitute equivalents on a worldwide basis, and takes primacy on all accommodation policy matters.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","106181","0","1.00","N/A","N/A","","Human Resources Profession","London","","1"
"215362","N/D","SCS1","DST-SciA Hd","Responsible for overseeing the work of the Department's Scientific Adviser network, the Defence Scientific Expert Committee and the Innovation Research and Insight (IRIS) Function.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","105230","0","1.00","N/A","N/A","","Government Science and Engineering Profession","London","","1"
"216210","N/D","OF-6","CEO NSO","Responsible for driving transformative change across the UK's shipbuilding enterprise by creating a strategic focus across government to champion the nation's shipbuilding ambitions and overseeing all of the government's interests in shipbuilding, from coordinating the long-term pipeline of government vessels to ensuring skills priorities are aligned across the enterprise.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","30015823","0","1.00","N/A","N/A","","Military","London","","1"
"216561","Walters, Huon (Huw), Mr","SCS2","SPO EIS-Director","Responsible for ensuring that the relevant resources and expertise are in place to assist with identifying and assessing national security concerns arising from foreign investment transactions and wider economic security threats and putting appropriate mitigations in place.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","140333","0","1.00","100000","104999","","Policy Profession","London","","1"
"216767","N/D","SCS1","DST-Portfolio Hd","Responsible for designing and communicating the annual cycle of science and technology portfolio investment, translating customers' needs into a portfolio of research programmes, and ensuring that research programmes are delivered to time, cost and quality.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","105230","0","1.00","N/A","N/A","","Project Delivery Profession","South West","","1"
"217481","N/D","OF-6","DSA-DMR-Hd","Head of the Defence Maritime Regulator (DMR).  DMR forms part of the Defence Safety Authority (DSA) and is responsible for the regulation of Health, Safety and Environmental protection (HS&EP) in the Defence Maritime domain.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","185281","0","1.00","N/A","N/A","","Military","South West","","1"
"217692","N/D","SCS1","Head of EU Exit and Bilateral","Responsible for setting policy and strategy for, and managing, bilateral relationships with European allies and Canada.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","141691","0","1.00","N/A","N/A","","Policy Profession","London","","1"
"220148","Ridge, John (John), Mr","SCS2","Def Innov-Dir","Responsible for the Defence Innovation Initiative, which involves finding ways to be more innovative in the ways the Department thinks, develops capabilities and operates, whilst developing the ability to harness private sector entrepreneurship and ingenuity quickly and affordably.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","30015823","0","1.00","120000","124999","","Policy Profession","London","","1"
"220869","N/D","OF-6","SPO CtsCrisis-Head","Head of Crisis and Commitments
‘Head Defence Commitments & Crisis (Hd Cts) is responsible for executing the Single Tasking Authority for Defence, on behalf of the Deputy Chief of Defence Staff (Military Strategy and Operations) ((DCDS MSO)). Hd Cts provides timely military strategic advice to Ministers, the Chief of Defence Staff, DCDS(MSO) and Assistant Chief of Defence Staff (Operations & Commitments) on operational capability and Defence commitments. 

Hd Cts directs and monitors readiness across Defence, to ensure Her Majesty’s Government is prepared for planned and contingent operations. The role also oversees the Defence Commitments Management Organisation, Defence Crisis Management Centre and military aspects of UK & Counter Terrorism Operations. 

One of the key roles is to develop and inform Policy and Strategic direction, by providing subject matter expertise to Policy Directors and International Strategy teams. Hd Cts provides Security, Policy & Operations advice to DCDS (Military Capability) and single Service capability staffs, to inform capability development, prioritisation and readiness. Hd Cts is also responsible for maintaining strategic relationships with Other Government Departments, in support of Crisis response and other Defence activity.’","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","194736","0","1.00","N/A","N/A","","Military","London","","1"
"221454","N/D","SCS1","Hd Int & Ind Strategy Lead","Leads the development of international strategies for capability development across Defence, UK Government, UK industry and in the international arena.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","137390","0","1.00","N/A","N/A","","Policy Profession","London","","1"
"221468","Gurr, Nicholas (Nicholas), Mr","SCS2","SPO International Security-Dir","Responsible for developing defence policy and strategy for the Middle East and North Africa, Sub-Saharan Africa, Latin America & the Caribbean, the Indo-Asia Pacific, and UN Peacekeeping.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","224188","0","1.00","110000","114999","","Policy Profession","London","","1"
"221563","N/D","SCS1","DGFinance-Hd UKGI","Head of Finance to UK Government Investments","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","106000","0","1.00","N/A","N/A","","Government Finance Profession","London","","1"
"222159","N/D","SCS1","SPO DEIS-ISCC-HEAD","Responsible for setting priorities and giving direction in the work of scrutinising individual transactions to protect defence capabilities and programmes against risks from hostile investment.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","216561","0","1.00","N/A","N/A","","Policy Profession","London","","1"
"223857","Cope, Nina, Dr","SCS3","COO-Personal","Responsible for driving efficiency and change across Defence by reviewing governance frameworks and relationships between Head Office, the TLBs and the delivery organisations as part of work to refine and develop the Defence Operating Model to ensure it remains fit for purpose.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","262769","0","1.00","185000","189999","","Operational Delivery Profession","London","","1"
"223994","N/D","SCS1","Strat Hub-Change-DD","Responsible for providing a spotlight on, and driving, the critical changes Defence needs to meet its outcomes and deliver on both SR and IR commitments, including Defence Transformation.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","234512","0","1.00","N/A","N/A","","Project Delivery Profession","London","","1"
"224188","Wyatt, Paul (Paul), Mr","SCS3","SPO DGSecPol-DG","Responsible to the Permanent Secretary for the provision of professional policy advice on all military operations, security issues in Africa, Asia, Latin America and the Caribbean, and for oversight of security, resilience and judicial engagement.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","5654","0","1.00","130000","134999","","Policy Profession","London","","1"
"226112","Dhanak, Krishna (Krishna), Ms","SCS2","SPO DSR-Dir","Responsible for Departmental security and resilience policies and controls.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","223857","0","1.00","125000","129999","","Government Security Profession","South West","","1"
"229037","N/D","OF-7","MODSAP-Director","Director MOD Saudi Armed Forces Projects (MODSAP) is responsible for the safety, quality, commercial and financial assurance of BAE Systems' delivery of UK/Kingdom of Saudi Arabia Government-to-Government contracts.  These contracts, worth approximately £3.5Bn per annum, cover provision and support of Tornado, Hawk and Typhoon aircraft to the Royal Saudi Air Force, and Minehunter vessels for the Royal Saudi Navy.  Working closely with UK industry, UK Government and Saudi military and government officials, Director MODSAP coordinates all activity in support of these contracts, delivering high quality operational support to the Royal Saudi Armed Forces and, in so doing, contributing to the long-standing strategic relationship between the two Kingdoms.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","140333","0","0.86","N/A","N/A","","Military","Overseas","","1"
"229051","N/D","OF-6","Defence Adviser Islamabad","Defence Adviser Islamabad","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","224188","0","1.00","N/A","N/A","","Military","Overseas","","1"
"231118","N/D","SCS1","SofS - Policy Adviser DP","Procurement Policy adviser to the Secretary of State","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","249749","0","1.00","N/A","N/A","","Policy Profession","London","","1"
"232850","N/D","SCS1","Def Res Project Lead","Project lead for Defence Resources","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","106044","0","1.00","N/A","N/A","","Government Finance Profession","London","","1"
"234090","N/D","SCS1","Transformation-Strategy Hd","Responsible for driving cultural and behaviour change leading on pan-defence programmes including the Empowerment and Future Workplace programmes. Leads on driving the use of information, knowledge and how this can be exploited to drive better business decisions.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","106029","0","1.00","N/A","N/A","","Project Delivery Profession","London","","1"
"234511","N/D","SCS1","Operational Fin J2C-FPA-DDir","Responsible for the implementation of Finance Functional Leadership.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","206135","0","1.00","N/A","N/A","","Government Finance Profession","South West","","1"
"234512","Baguley, Rachel (Rachel), Mrs","SCS2","Strat Hub-Delivery-Dir","Lead a Delivery Unit, following best practice across Government, to provide strong leadership on all matters of performance and delivery for the dept.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","30012235","0","1.00","125000","129999","","Policy Profession","South West","","1"
"234513","N/D","SCS1","Strat Hub-Governance-DD","Responsible for making governance in MOD more effective and enabling a stronger, more capable Head Office at the centre of the Department.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","234512","0","1.00","N/A","N/A","","Policy Profession","London","","1"
"234906","Aminossehe, Sherin (Sherin), Ms","SCS2","FMC-Infra-Dir","Responsible for overseeing the implementation of the Infrastructure Function and for the direction and assurance of the infrastructure system across the Department;  also acts as the Senior Responsible Owner for the Defence Estate Optimisation Programme.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","30015823","0","1.00","120000","124999","","Policy Profession","London","","1"
"234907","N/D","SCS1","FMC-Cap Infra-DEOP-Hd","The Defence Estate Optimisation Programme is a grouping of infrastructure reprovision programmes and projects and associated site disposals that will modernise and optimise the Defence Estate better to support the delivery of operational capabilities.  The programme will also deliver a range of strategic benefits such as land release for new housing and investment in UK prosperity.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","234906","0","1.00","N/A","N/A","","Government Property Profession","London","","1"
"234921","N/D","OF-6","COMBAT AIR HEAD","The Portfolio Director for the Future Combat Air System is, on behalf of the senior responsible officer, for both the Future Combat Air System Acquisition Programme and Technology Initiative delivering the  future combat air solution replacing the UK Typhoon combat aircraft in the next decade.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","251170","0","1.00","N/A","N/A","","Military","London","","1"
"237417","N/D","OF-6","SPO IntlSecurity-Mil-Head","Head of International Security.
Head (Military) International Security is the senior military advisor leading a team of military staff to support policy professionals in the MOD to inform and deliver strategy in the Levant and North Africa, the Gulf and Iran, the Indo-Asia Pacific, Sub-Saharan Africa, Latin America, and the Caribbean. The role also provides senior military oversight of UN peacekeeping activity. The role focuses on strategic design, providing practical options for what the military can deliver to support strategy, and then communicates resourced plans to military commands. The role also provides leadership in crisis response.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","221468","0","1.00","N/A","N/A","","Military","London","","1"
"238215","N/D","OF-6","MA1 to CMC","MA1 to CMC","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","30001719","0","1.00","N/A","N/A","","Military","Overseas","","1"
"239451","Austen, Emma, Mrs","SCS2","COO-DDS-Director","Responsible for ensuring that policy and regulation are correctly set and kept up-to-date to provide Defence Organisations with the framework within which they can deliver safety.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","223857","0","1.00","95000","99999","","Operational Delivery Profession","East Midlands","","1"
"239941","N/D","SCS1","Strat Hub-ImplAndEval-DD","Responsible for understanding implementation of the Defence Strategy and evaluating whether it is being delivered effectively","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","207369","0","0.81","N/A","N/A","","Policy Profession","London","","1"
"240919","Wareing, Michael (Michael), Mr","SCS2","People-Transformation-D","Responsible for the delivery of people transformation","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","223857","0","1.00","95000","99999","","Project Delivery Profession","London","","1"
"241022","N/D","SCS1","People Tx Deputy Director","Coheres and delivers people transformation","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","30002257","0","1.00","N/A","N/A","","Project Delivery Profession","London","","1"
"241024","N/D","SCS1","People-Tx-DDaT","Responsible for the Digital, Data and Technology aspects of the People Transformation Programme.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","30002257","0","1.00","N/A","N/A","","Digital, Data and Technology Professions","London","","1"
"241221","N/D","SCS1","Hd RFCA Review","Responsible for reviewing the tasks undertaken by the RFCAs (covering necessity, efficiency of operation, and reasonable additional tasks to take on), governance and accountability, and classification.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","153392","0","0.73","N/A","N/A","","Policy Profession","London","","1"
"241221","N/D","SCS1","Hd RFCA Review","Responsible for reviewing the tasks undertaken by the RFCAs (covering necessity, efficiency of operation, and reasonable additional tasks to take on), governance and accountability, and classification.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","153392","0","0.73","N/A","N/A","","Policy Profession","London","","1"
"241268","N/D","SCS1","People-CDP-COS","Chief of Staff to the Chief of Defence People.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","106177","0","1.00","N/A","N/A","","Operational Delivery Profession","London","","1"
"241510","N/D","SCS1","SPO CorpGov-COS-Head","Responsible for the smooth running of day-to-day business within Security Policy & Operations.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","224188","0","1.00","N/A","N/A","","Policy Profession","London","","1"
"241543","N/D","SCS1","NMI MAD Director","Head Secretariat NMI","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","221468","0","1.00","N/A","N/A","","Policy Profession","Overseas","","1"
"241910","N/D","SCS1","Hd Def & Sy Accelerator","Responsible for finding and funding exploitable innovations which support the defence and security of the UK faster and more effectively, and seek to generate economic value for the UK.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","220148","0","1.00","N/A","N/A","","Project Delivery Profession","London","","1"
"243107","Thomas, Emma, Miss","SCS2","HO Fin-FD HO and Strat Prog","Responsible for implementing changes to financial systems to align with the restructuring of Head Office and Corporate Services.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","106000","0","1.00","100000","104999","","Government Finance Profession","London","","1"
"243277","N/D","SCS1","NATO Chief Scientist","NATO Chief Scientist","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","105230","0","1.00","N/A","N/A","","Government Science and Engineering Profession","London","","1"
"243317","N/D","SCS1","People-PCD-Hd","Responsible for delivering a new approach to exploring, testing and then taking forward new people concepts (or commissioning other areas of Defence to take forward) to ensure that People polices across Defence remain fit for the future, adapting to the needs and challenges of the future workforce.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","30002257","0","1.00","N/A","N/A","","Project Delivery Profession","London","","1"
"244795","Boughton, Caroline (Caroline), Mrs","SCS2","Acq Approvals Transform Dir","Responsible for delivering an Acquisition System that is better, faster and cheaper, with a shift from one-size-fits-all processes to more flexible and agile ways of converting ideas to military and business capabilities, embraces the exponential pace of technological developments and focuses on rapidly combining and converting them into battle-winning equipment.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","106000","0","1.00","120000","124999","","Project Delivery Profession","London","","1"
"244939","N/D","SCS1","HO Fin-SnrFBP People Cap & Op","Responsible for implementing changes to financial systems to align with the restructuring of Head Office and Corporate Services.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","243107","0","1.00","N/A","N/A","","Government Finance Profession","London","","1"
"246331","N/D","SCS1","People-SC-SJS-TX-Hd","The Service Complaints and Justice Transformation Team is responsible for reviewing the Service Complaints system and the arrangements that support it.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","260672","0","1.00","N/A","N/A","","Policy Profession","London","","1"
"247511","N/D","OF-6","People-DS Sec-Hons CECT-Hd","Assures delivery of Defence Ceremonial, events and Honours process","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","30002257","0","1.00","N/A","N/A","","Military","London","","1"
"247862","N/D","SCS1","COO-DDS-DD","Responsible for ensuring that policy and regulation are correctly set and kept up-to-date to provide Defence Organisations with the framework within which they can deliver safety.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","239451","0","1.00","N/A","N/A","","Policy Profession","London","","1"
"248516","Harrison, Iain (Iain), Mr","SCS2","SPO DSR-MPS-DataAnaly-Dir","Currently on Secondment to Met Police","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","224188","0","1.00","100000","104999","","Government Security Profession","London","","1"
"249749","N/D","SCS1","Principal PS to SofS","Principal Private Secretary to the Secretary of State","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","30012235","0","1.00","N/A","N/A","","Policy Profession","London","","1"
"250834","N/D","OF-6","DA Paris","Working with Her Majesty’s Ambassador as Defence Attaché for France, this role provides defence support and advice for the United Kingdom’s strategic County Business Plan .  The Defence Attaché is responsible for all in country defence relationships and defence engagement activities, outside of operations, as the personal representative of the Chief of Defence Staff.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","217692","0","1.00","N/A","N/A","","Military","Overseas","","1"
"251170","Berthon, Richard (Richard), Mr","SCS2","Director Combat Air","Responsible for the UK's strategic approach to acquiring future combat aircraft within a framework that will balance cost with military capability, international influence and economic and prosperity benefits.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","30015823","0","1.00","105000","109999","","Policy Profession","London","","1"
"252862","N/D","SCS1","People-Accom Hd FBC&MI","The Future Accommodation Model provides Service personnel with a choice of subsidised accommodation options either at or within an appropriate distance from their duty unit.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","020 7807 0425","hocsd-outeroffice@mod.gov.uk","106181","0","1.00","N/A","N/A","","Government Finance Profession","London","","1"
