Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
17/07/2023,Rail Travel UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",527736,16.5,International Climate Finance (ICF)-Rail Travel UK,,EMPLOYEE
18/07/2023,Subsistence UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",527897,3.7,International Climate Finance (ICF)-Subsistence UK,,EMPLOYEE
18/07/2023,Subsistence UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",527897,4.25,International Climate Finance (ICF)-Subsistence UK,,EMPLOYEE
18/07/2023,Subsistence UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",527897,5.75,International Climate Finance (ICF)-Subsistence UK,,EMPLOYEE
18/07/2023,Subsistence UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",527897,6.9,International Climate Finance (ICF)-Subsistence UK,,EMPLOYEE
18/07/2023,Subsistence UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",527897,16.5,International Climate Finance (ICF)-Subsistence UK,,EMPLOYEE
18/07/2023,Subsistence UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",527909,4.6,International Climate Finance (ICF)-Subsistence UK,,EMPLOYEE
18/07/2023,Subsistence UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",527909,4.75,International Climate Finance (ICF)-Subsistence UK,,EMPLOYEE
18/07/2023,Subsistence UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",527909,4.9,International Climate Finance (ICF)-Subsistence UK,,EMPLOYEE
18/07/2023,Subsistence UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",527909,5.5,International Climate Finance (ICF)-Subsistence UK,,EMPLOYEE
18/07/2023,Subsistence UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",527909,5.5,International Climate Finance (ICF)-Subsistence UK,,EMPLOYEE
18/07/2023,Subsistence UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",527909,14.94,International Climate Finance (ICF)-Subsistence UK,,EMPLOYEE
18/07/2023,Subsistence UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",527909,15.56,International Climate Finance (ICF)-Subsistence UK,,EMPLOYEE
18/07/2023,Subsistence UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",527909,16.1,International Climate Finance (ICF)-Subsistence UK,,EMPLOYEE
18/07/2023,Subsistence UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",527909,16.5,International Climate Finance (ICF)-Subsistence UK,,EMPLOYEE
18/07/2023,Rail Travel UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",527909,29.65,International Climate Finance (ICF)-Rail Travel UK,,EMPLOYEE
18/07/2023,Subsistence UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",527910,4.25,International Climate Finance (ICF)-Subsistence UK,,EMPLOYEE
18/07/2023,Rail Travel UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",527910,5.5,International Climate Finance (ICF)-Rail Travel UK,,EMPLOYEE
18/07/2023,Rail Travel UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",527910,7.55,International Climate Finance (ICF)-Rail Travel UK,,EMPLOYEE
18/07/2023,Subsistence UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",527910,13.35,International Climate Finance (ICF)-Subsistence UK,,EMPLOYEE
18/07/2023,Subsistence UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",527910,13.8,International Climate Finance (ICF)-Subsistence UK,,EMPLOYEE
18/07/2023,Taxi Services UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",527910,16.5,International Climate Finance (ICF)-Taxi Services UK,,EMPLOYEE
20/07/2023,Subsistence UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",528217,16.5,International Climate Finance (ICF)-Subsistence UK,,EMPLOYEE
19/07/2023,Current Grants To Private Sector - NPISH,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Foreign, Commonwealth and Development Office",528412,1735.16,International Climate Finance (ICF)-Current Grants To Private Sector - NPISH,MK11 9NQ,WGA ONLY
21/07/2023,Subsistence UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",528853,13.12,International Climate Finance (ICF)-Subsistence UK,,EMPLOYEE
24/07/2023,Contractor's Management Fees,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy",Ian Callaghan Associates Ltd,528984,616.74,International Climate Finance (ICF)-Contractor's Management Fees,SP5 5PD,GRANT
24/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529062,3.3,International Climate Finance (ICF)-Subsistence Overseas,,EMPLOYEE
24/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529062,5.76,International Climate Finance (ICF)-Subsistence Overseas,,EMPLOYEE
24/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529062,10.32,International Climate Finance (ICF)-Subsistence Overseas,,EMPLOYEE
24/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529062,10.37,International Climate Finance (ICF)-Subsistence Overseas,,EMPLOYEE
24/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529062,10.8,International Climate Finance (ICF)-Subsistence Overseas,,EMPLOYEE
24/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529062,11.59,International Climate Finance (ICF)-Subsistence Overseas,,EMPLOYEE
24/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529062,13.58,International Climate Finance (ICF)-Subsistence Overseas,,EMPLOYEE
24/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529062,13.8,International Climate Finance (ICF)-Subsistence Overseas,,EMPLOYEE
24/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529062,15,International Climate Finance (ICF)-Subsistence Overseas,,EMPLOYEE
24/07/2023,Taxi Services Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529062,24,International Climate Finance (ICF)-Taxi Services Overseas,,EMPLOYEE
24/07/2023,Subsistence UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529066,5.5,International Climate Finance (ICF)-Subsistence UK,,EMPLOYEE
24/07/2023,Subsistence UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529066,5.5,International Climate Finance (ICF)-Subsistence UK,,EMPLOYEE
24/07/2023,Subsistence UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529066,13.14,International Climate Finance (ICF)-Subsistence UK,,EMPLOYEE
24/07/2023,Subsistence UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529066,15.3,International Climate Finance (ICF)-Subsistence UK,,EMPLOYEE
24/07/2023,Subsistence UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529097,16.5,International Climate Finance (ICF)-Subsistence UK,,EMPLOYEE
24/07/2023,Subsistence UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529097,29.25,International Climate Finance (ICF)-Subsistence UK,,EMPLOYEE
24/07/2023,Hospitality - UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529097,75.75,International Climate Finance (ICF)-Hospitality - UK,,EMPLOYEE
24/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529099,17.1,International Climate Finance (ICF)-Subsistence Overseas,,EMPLOYEE
24/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529099,17.53,International Climate Finance (ICF)-Subsistence Overseas,,EMPLOYEE
24/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529104,1.38,International Climate Finance (ICF)-Subsistence Overseas,,EMPLOYEE
24/07/2023,Taxi Services Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529104,2.21,International Climate Finance (ICF)-Taxi Services Overseas,,EMPLOYEE
24/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529104,3.9,International Climate Finance (ICF)-Subsistence Overseas,,EMPLOYEE
24/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529104,7.2,International Climate Finance (ICF)-Subsistence Overseas,,EMPLOYEE
24/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529104,8.86,International Climate Finance (ICF)-Subsistence Overseas,,EMPLOYEE
24/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529104,9.44,International Climate Finance (ICF)-Subsistence Overseas,,EMPLOYEE
24/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529104,13.3,International Climate Finance (ICF)-Subsistence Overseas,,EMPLOYEE
24/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529104,14.9,International Climate Finance (ICF)-Subsistence Overseas,,EMPLOYEE
24/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529104,14.95,International Climate Finance (ICF)-Subsistence Overseas,,EMPLOYEE
24/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529104,16.25,International Climate Finance (ICF)-Subsistence Overseas,,EMPLOYEE
25/07/2023,Taxi Services Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529445,2.12,International Climate Finance (ICF)-Taxi Services Overseas,,EMPLOYEE
25/07/2023,Taxi Services Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529445,2.77,International Climate Finance (ICF)-Taxi Services Overseas,,EMPLOYEE
25/07/2023,Taxi Services Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529445,3.26,International Climate Finance (ICF)-Taxi Services Overseas,,EMPLOYEE
25/07/2023,Taxi Services Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529445,3.76,International Climate Finance (ICF)-Taxi Services Overseas,,EMPLOYEE
25/07/2023,Taxi Services Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529445,4.25,International Climate Finance (ICF)-Taxi Services Overseas,,EMPLOYEE
25/07/2023,Taxi Services Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529445,6.55,International Climate Finance (ICF)-Taxi Services Overseas,,EMPLOYEE
25/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529445,8.84,International Climate Finance (ICF)-Subsistence Overseas,,EMPLOYEE
25/07/2023,Taxi Services Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529445,11.62,International Climate Finance (ICF)-Taxi Services Overseas,,EMPLOYEE
25/07/2023,Taxi Services Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529445,11.78,International Climate Finance (ICF)-Taxi Services Overseas,,EMPLOYEE
25/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529445,17.93,International Climate Finance (ICF)-Subsistence Overseas,,EMPLOYEE
25/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529445,18.81,International Climate Finance (ICF)-Subsistence Overseas,,EMPLOYEE
25/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529445,26.75,International Climate Finance (ICF)-Subsistence Overseas,,EMPLOYEE
25/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529445,26.79,International Climate Finance (ICF)-Subsistence Overseas,,EMPLOYEE
25/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529445,26.79,International Climate Finance (ICF)-Subsistence Overseas,,EMPLOYEE
25/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529446,13.8,International Climate Finance (ICF)-Subsistence Overseas,,EMPLOYEE
25/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529446,15.46,International Climate Finance (ICF)-Subsistence Overseas,,EMPLOYEE
25/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529446,20.31,International Climate Finance (ICF)-Subsistence Overseas,,EMPLOYEE
25/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529446,20.31,International Climate Finance (ICF)-Subsistence Overseas,,EMPLOYEE
25/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529446,21.05,International Climate Finance (ICF)-Subsistence Overseas,,EMPLOYEE
25/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529446,21.31,International Climate Finance (ICF)-Subsistence Overseas,,EMPLOYEE
25/07/2023,Taxi Services Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529446,21.41,International Climate Finance (ICF)-Taxi Services Overseas,,EMPLOYEE
25/07/2023,Taxi Services Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529446,23.1,International Climate Finance (ICF)-Taxi Services Overseas,,EMPLOYEE
25/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529446,25.13,International Climate Finance (ICF)-Subsistence Overseas,,EMPLOYEE
25/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529446,25.62,International Climate Finance (ICF)-Subsistence Overseas,,EMPLOYEE
25/07/2023,Hotel & Accommodation Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529446,105,International Climate Finance (ICF)-Hotel & Accommodation Overseas,,EMPLOYEE
25/07/2023,Subsistence UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529501,3,International Climate Finance (ICF)-Subsistence UK,,EMPLOYEE
25/07/2023,Rail Travel UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529501,3.4,International Climate Finance (ICF)-Rail Travel UK,,EMPLOYEE
25/07/2023,Rail Travel UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529501,3.4,International Climate Finance (ICF)-Rail Travel UK,,EMPLOYEE
25/07/2023,Rail Travel UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529501,30,International Climate Finance (ICF)-Rail Travel UK,,EMPLOYEE
25/07/2023,Hotel & Accommodation,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Foreign, Commonwealth and Development Office",529607,263.81,International Climate Finance (ICF)-Hotel & Accommodation,SW1A 2AH,WGA ONLY
26/07/2023,Current Grants To Private Sector - NPISH,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Foreign, Commonwealth and Development Office",529641,20879.67,International Climate Finance (ICF)-Current Grants To Private Sector - NPISH,SW1A 2AH,WGA ONLY
26/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529684,1.5,International Climate Finance (ICF)-Subsistence Overseas,,EMPLOYEE
26/07/2023,Other Travel,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529684,25,International Climate Finance (ICF)-Other Travel,,EMPLOYEE
26/07/2023,Subsistence UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529699,3.4,International Climate Finance (ICF)-Subsistence UK,,EMPLOYEE
26/07/2023,Subsistence UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529699,4.9,International Climate Finance (ICF)-Subsistence UK,,EMPLOYEE
26/07/2023,Subsistence UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529699,13.1,International Climate Finance (ICF)-Subsistence UK,,EMPLOYEE
26/07/2023,NCL - Accruals - ODA promissory notes,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy",BANK OF ENGLAND,529800,390601,International Climate Finance (ICF)-NCL - Accruals - ODA promissory notes,EC2R 8AH,VENDOR
27/07/2023,Subsistence UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529961,7.45,International Climate Finance (ICF)-Subsistence UK,,EMPLOYEE
27/07/2023,Subsistence UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529975,13.12,International Climate Finance (ICF)-Subsistence UK,,EMPLOYEE
27/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529976,2.26,International Climate Finance (ICF)-Subsistence Overseas,,EMPLOYEE
27/07/2023,Taxi Services Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529976,5.24,International Climate Finance (ICF)-Taxi Services Overseas,,EMPLOYEE
27/07/2023,Hotel & Accommodation Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529976,27.24,International Climate Finance (ICF)-Hotel & Accommodation Overseas,,EMPLOYEE
27/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529976,89.92,International Climate Finance (ICF)-Subsistence Overseas,,EMPLOYEE
27/07/2023,Hotel & Accommodation Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529976,109.76,International Climate Finance (ICF)-Hotel & Accommodation Overseas,,EMPLOYEE
27/07/2023,Hotel & Accommodation Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529976,109.76,International Climate Finance (ICF)-Hotel & Accommodation Overseas,,EMPLOYEE
27/07/2023,Rail Travel UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529977,3.4,International Climate Finance (ICF)-Rail Travel UK,,EMPLOYEE
27/07/2023,Other Travel,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529977,4.95,International Climate Finance (ICF)-Other Travel,,EMPLOYEE
27/07/2023,Subsistence UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529977,8.07,International Climate Finance (ICF)-Subsistence UK,,EMPLOYEE
27/07/2023,Taxi Services UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529977,12.97,International Climate Finance (ICF)-Taxi Services UK,,EMPLOYEE
27/07/2023,Taxi Services UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529977,40,International Climate Finance (ICF)-Taxi Services UK,,EMPLOYEE
27/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529978,2.43,International Climate Finance (ICF)-Subsistence Overseas,,EMPLOYEE
27/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529978,2.53,International Climate Finance (ICF)-Subsistence Overseas,,EMPLOYEE
27/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529978,4.76,International Climate Finance (ICF)-Subsistence Overseas,,EMPLOYEE
27/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529978,5.1,International Climate Finance (ICF)-Subsistence Overseas,,EMPLOYEE
27/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529978,9.86,International Climate Finance (ICF)-Subsistence Overseas,,EMPLOYEE
27/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529978,14.79,International Climate Finance (ICF)-Subsistence Overseas,,EMPLOYEE
27/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529978,20.54,International Climate Finance (ICF)-Subsistence Overseas,,EMPLOYEE
27/07/2023,Taxi Services Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",529978,36.38,International Climate Finance (ICF)-Taxi Services Overseas,,EMPLOYEE
28/07/2023,Subsistence UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",530269,6.52,International Climate Finance (ICF)-Subsistence UK,,EMPLOYEE
28/07/2023,Subsistence UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",530269,8,International Climate Finance (ICF)-Subsistence UK,,EMPLOYEE
28/07/2023,Subsistence UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",530269,19.97,International Climate Finance (ICF)-Subsistence UK,,EMPLOYEE
28/07/2023,Rail Travel UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",530269,22.8,International Climate Finance (ICF)-Rail Travel UK,,EMPLOYEE
28/07/2023,Taxi Services UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",530269,50.78,International Climate Finance (ICF)-Taxi Services UK,,EMPLOYEE
31/07/2023,Subsistence UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",530484,4.95,International Climate Finance (ICF)-Subsistence UK,,EMPLOYEE
31/07/2023,Subsistence UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",530484,5.5,International Climate Finance (ICF)-Subsistence UK,,EMPLOYEE
31/07/2023,Subsistence UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",530484,13.12,International Climate Finance (ICF)-Subsistence UK,,EMPLOYEE
31/07/2023,Other Travel,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",530485,2.7,International Climate Finance (ICF)-Other Travel,,EMPLOYEE
31/07/2023,Subsistence UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",530485,2.95,International Climate Finance (ICF)-Subsistence UK,,EMPLOYEE
31/07/2023,Other Travel,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",530485,3.3,International Climate Finance (ICF)-Other Travel,,EMPLOYEE
05/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",525246,11.31,MF Devolved Admin-Subsistence Overseas,,EMPLOYEE
05/07/2023,Subsistence UK,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",525247,16,MF Devolved Admin-Subsistence UK,,EMPLOYEE
05/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",525248,25.08,MF Devolved Admin-Subsistence Overseas,,EMPLOYEE
05/07/2023,Subsistence Overseas,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy","Personal Expense, Name Withheld",525249,33.2,MF Devolved Admin-Subsistence Overseas,,EMPLOYEE
21/07/2023,Stationery,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy",Banner Group Ltd,528944,10.2,MF Devolved Admin-Stationery,S9 1XT,VENDOR
21/07/2023,Stationery,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy",Banner Group Ltd,528944,21,MF Devolved Admin-Stationery,S9 1XT,VENDOR
21/07/2023,Stationery,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy",Banner Group Ltd,528944,21.41,MF Devolved Admin-Stationery,S9 1XT,VENDOR
21/07/2023,Stationery,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy",Banner Group Ltd,528944,175.07,MF Devolved Admin-Stationery,S9 1XT,VENDOR
21/07/2023,Stationery,"Net Zero, Nuclear & International - INZ: Climate Finance & Strategy",Banner Group Ltd,528944,175.07,MF Devolved Admin-Stationery,S9 1XT,VENDOR
20/07/2023,Recruitment Advice and Services,Corporate Services - Human Resources,Cabinet Office,528620,4175,Shared Function CS Admin-Recruitment Advice and Services,FY1 9JN,WGA ONLY
20/07/2023,Recruitment Advice and Services,Corporate Services - Human Resources,Cabinet Office,528621,3500,Shared Function CS Admin-Recruitment Advice and Services,FY1 9JN,WGA ONLY
03/07/2023,Hire of Agency Staff,Corporate Services - Human Resources,Alexander Mann Solutions Ltd,524327,726.76,MF Devolved Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
03/07/2023,Hire of Agency Staff,Corporate Services - Human Resources,Alexander Mann Solutions Ltd,524353,726.76,MF Devolved Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
07/07/2023,Hire of Agency Staff,Corporate Services - Human Resources,Alexander Mann Solutions Ltd,525971,726.76,MF Devolved Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
07/07/2023,Hire of Agency Staff,Corporate Services - Human Resources,Alexander Mann Solutions Ltd,525979,726.76,MF Devolved Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
