Merchant Category,Supplier,Service,Summary of Purpose of Expenditure,invoice_date,net_amount
Social Care Services,Life in Colour,Services to People,Care Payments,15/12/2022,1068.57
Social Care Services,Life in Colour,Services to People,Care Payments,15/12/2022,904
Social Care Services,Life in Colour,Services to People,Care Payments,15/12/2022,904
Social Care Services,Life in Colour,Services to People,Care Payments,15/12/2022,400.71
Social Care Services,Life in Colour,Services to People,Care Payments,15/12/2022,2776
Social Care Services,Life in Colour,Services to People,Care Payments,15/12/2022,2720
Social Care Services,Life in Colour,Services to People,Care Payments,15/12/2022,2720
Social Care Services,Life in Colour,Services to People,Care Payments,15/12/2022,1020
Social Care Services,Life in Colour,Services to People,Care Payments,15/12/2022,964
Social Care Services,Life in Colour,Services to People,Care Payments,15/12/2022,668
Social Care Services,Longley Park View,Services to People,Care Payments,15/12/2022,14034.16
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,15/12/2022,1388
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,15/12/2022,1112
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,15/12/2022,2776
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,15/12/2022,2776
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,15/12/2022,2624
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,15/12/2022,2624
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,15/12/2022,1388
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,15/12/2022,1312
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,15/12/2022,991.43
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,15/12/2022,937.14
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,15/12/2022,100
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,15/12/2022,-100
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,15/12/2022,-207.14
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,15/12/2022,2860
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,15/12/2022,2680
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,15/12/2022,2553.57
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,15/12/2022,2267.86
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,15/12/2022,836.76
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,15/12/2022,2776
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,15/12/2022,2624
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,15/12/2022,621.43
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,15/12/2022,836.76
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,15/12/2022,836.76
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,15/12/2022,836.76
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,15/12/2022,836.76
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,15/12/2022,836.76
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,15/12/2022,836.76
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,15/12/2022,836.76
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,15/12/2022,836.76
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,15/12/2022,836.76
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,15/12/2022,836.76
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,15/12/2022,836.76
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,15/12/2022,836.76
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,15/12/2022,508.03
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,15/12/2022,388.5
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,15/12/2022,2804
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,15/12/2022,836.76
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,15/12/2022,2720
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,15/12/2022,2720
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,15/12/2022,2720
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,15/12/2022,2720
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,15/12/2022,291.43
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,15/12/2022,5040
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,15/12/2022,1723.2
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,15/12/2022,388.57
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,15/12/2022,836.76
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,15/12/2022,836.76
Social Care Services,Lighthouse Care Home,Services to People,Care Payments,15/12/2022,-719.29
Social Care Services,Lighthouse Care Home,Services to People,Care Payments,15/12/2022,-1770.86
Social Care Services,Lighthouse Care Home,Services to People,Care Payments,15/12/2022,-2066
Social Care Services,Lighthouse Care Home,Services to People,Care Payments,15/12/2022,4132
Social Care Services,Lighthouse Care Home,Services to People,Care Payments,15/12/2022,3541.71
Social Care Services,Lighthouse Care Home,Services to People,Care Payments,15/12/2022,2752
Social Care Services,Lighthouse Care Home,Services to People,Care Payments,15/12/2022,1582.43
Social Care Services,Lighthouse Care Home,Services to People,Care Payments,15/12/2022,1276
Social Care Services,Sable Cottage NH,Services to People,Care Payments,15/12/2022,2664.32
Social Care Services,Halecroft Grange,Services to People,Care Payments,15/12/2022,3241.36
Social Care Services,Halecroft Grange,Services to People,Care Payments,15/12/2022,2694.64
Social Care Services,Halecroft Grange,Services to People,Care Payments,15/12/2022,-3241.36
Social Care Services,Bramhall Manor,Services to People,Care Payments,15/12/2022,1431.43
Social Care Services,Bramhall Manor,Services to People,Care Payments,15/12/2022,1225.71
Social Care Services,Bramhall Manor,Services to People,Care Payments,15/12/2022,358.61
Social Care Services,Bramhall Manor,Services to People,Care Payments,15/12/2022,836.76
Social Care Services,Bramhall Manor,Services to People,Care Payments,15/12/2022,836.76
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,151.48
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,151.48
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,113.61
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,75.74
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,75.74
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,57.2
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,44.2
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,16/12/2022,18.76
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,16/12/2022,14.07
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,16/12/2022,11.73
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,16/12/2022,9.38
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,16/12/2022,9.38
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,16/12/2022,4.69
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,151.48
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,151.48
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,113.61
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,75.74
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,75.74
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,57.2
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,44.2
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,16/12/2022,18.76
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,16/12/2022,14.07
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,16/12/2022,11.73
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,16/12/2022,9.38
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,16/12/2022,9.38
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,16/12/2022,4.69
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,608.4
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,478.4
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,16/12/2022,28.14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,16/12/2022,18.76
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,1138.48
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,509.32
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,93.66
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,46.83
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,10
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Publicity and Promotion,16/12/2022,7
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Publicity and Promotion,16/12/2022,4
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,227.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,227.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,151.48
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,151.48
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,31.2
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,16/12/2022,45.02
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,16/12/2022,33.77
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,16/12/2022,15.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,16/12/2022,9.38
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,468
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Publicity and Promotion,16/12/2022,5
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Publicity and Promotion,16/12/2022,5
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,16/12/2022,42.21
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,629.16
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,46.83
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,16/12/2022,15.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,1190.91
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,93.66
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,16/12/2022,57.69
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,292.11
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,209.72
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,15.61
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,15.61
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Publicity and Promotion,16/12/2022,5.8
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,16/12/2022,27.2
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,16/12/2022,14.07
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,367.89
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,367.89
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,-20
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,-40
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,422
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,367.89
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,-20
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,367.89
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,367.89
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,367.89
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,-20
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,-20
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,113.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,75.94
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,75.94
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,424.36
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,424.36
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,113.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,75.94
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,75.94
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,424.36
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,113.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,113.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,113.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,75.94
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,75.94
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,582.85
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,113.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,582.85
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,424.36
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,113.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,211.5
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,582.85
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,424.36
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,582.85
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,636.96
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,264
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,54.39
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,38.46
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,36
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,36
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,30.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,24.39
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,18
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,15.11
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,15.11
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,424.36
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,-21.8
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,-53.32
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,-63.77
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,252
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,-21.8
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,-57.38
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,113.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,424.36
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,75.94
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,75.94
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,424.36
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,113.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,126
