UID,Client,Pro Class,Contract Title,Route to Market,Agreement Type,Contract Start Date,Contract Term (Months),Maximum Duration of Contract (Months),Contract End Date,Ext. Applied to Contract,Maximum Extend Date,Review Date,Estimated Annual Value,Estimated Total Value,Supplier Name,Supplier Type,Registered Number,Council Directorate
3006,Rochdale Council,209999-Financial Services : Not Elsewhere Classified : ,Payroll Services,-,-,-,-,-,-,-,-,-, - , - ,Enable Ltd,SME,4552449,Rochdale- Resources
3006,Rochdale Council,209999-Financial Services : Not Elsewhere Classified : ,Payroll Services,-,-,-,-,-,-,-,-,-, - , - ,Kaleidoscope Brokerage Ltd,SME,8490747,Rochdale- Resources
3006,Rochdale Council,209999-Financial Services : Not Elsewhere Classified : ,Payroll Services,-,-,-,-,-,-,-,-,-, - , - ,KDC (Commercial) Ltd,VCSE,8489813,Rochdale- Resources
3006,Rochdale Council,209999-Financial Services : Not Elsewhere Classified : ,Payroll Services,-,-,-,-,-,-,-,-,-, - , - ,Michael Russell & Co. Accountants,SME,N/A,Rochdale- Resources
3006,Rochdale Council,209999-Financial Services : Not Elsewhere Classified : ,Payroll Services,-,-,-,-,-,-,-,-,-, - , - ,Moore Stephens,Large,OC336114,Rochdale- Resources
3006,Rochdale Council,209999-Financial Services : Not Elsewhere Classified : ,Payroll Services,-,-,-,-,-,-,-,-,-, - , - ,Paypacket,SME,5592310,Rochdale- Resources
3006,Rochdale Council,209999-Financial Services : Not Elsewhere Classified : ,Payroll Services,-,-,-,-,-,-,-,-,-, - , - ,Percy Westhead & Co. Accountants,Large,N/A,Rochdale- Resources
3006,Rochdale Council,209999-Financial Services : Not Elsewhere Classified : ,Payroll Services,-,-,-,-,-,-,-,-,-, - , - ,The Rowan Organisation,VCSE,2783681,Rochdale- Resources
3023,Rochdale Council,181812-Environmental Services : Technical Equipment : Testing,Biomass Boiler for Number 1 Riverside ,Quote,Contract,01-Apr-16,36,36,31-Mar-19,No,31-Mar-19,01-Oct-18,"£2,400.00","£7,200.00",Imperative Energy,SME,6883308,Rochdale- Neighbourhoods
3025,Rochdale Council,181812-Environmental Services : Technical Equipment : Testing,UPS System Maintenance at Number One Riverside ,Quote,Contract,01-Apr-16,36,36,31-Mar-19,No,31-Mar-19,01-Oct-18,"£1,366.00","£4,098.00",AVK/SEG Ltd,SME,2412510,Rochdale- Neighbourhoods
3032,Rochdale Council,"321010-Social Community Care Supplies & Services - Adult : Advice, Advocacy & Counselling Services : ",Advocacy Service,OJEU Tender,Contract,15-Aug-16,24,36,14-Aug-19,Yes,14-Aug-19,01-Feb-18,"£310,000.00","£516,666.67",Together  ,Large,46505,Rochdale- Adult
3058,Rochdale Council,131312-Cleaning & Janitorial : Washroom Sanitation Service : ,"Sanitary, Medical & Sharps Etc",Call Off (External),Contract,01-Jul-16,33,33,31-Mar-19,No,31-Mar-19,01-Oct-18,"£63,479.00","£174,567.25",PHS ,SME,770813,Rochdale- Neighbourhoods
3063,Rochdale Council,181812-Environmental Services : Technical Equipment : Testing,Inspection & Certification of Fall Protection Equipment,Quote,Contract,01-Apr-16,36,36,31-Mar-19,No,31-Mar-19,01-Oct-18,£415.00,"£1,245.00",HCL,Large,2691137,Rochdale- Neighbourhoods
3064,Rochdale Council,181812-Environmental Services : Technical Equipment : Testing,"Maintenance of Chillers, Craic Units at Number One Riverside",Quote,Contract,01-Apr-16,36,36,31-Mar-19,No,31-Mar-19,01-Oct-18,"£6,940.00","£20,820.00",MITSUBISHI ELECTRIC EUROPE B.V.,SME,FC019156 ,Rochdale- Neighbourhoods
3065,Rochdale Council,181812-Environmental Services : Technical Equipment : Testing,Maintenance of Moveable Walls at Number One Riverside,Quote,Contract,01-Apr-16,36,36,31-Mar-19,No,31-Mar-19,01-Oct-18,£850.00,"£2,550.00",Accordial ,SME,3038587,Rochdale- Neighbourhoods
3066,Rochdale Council,181812-Environmental Services : Technical Equipment : Testing,Rainwater Harvesting System at Number One Riverside ,Quote,Contract,01-Jun-16,36,36,31-May-19,No,31-May-19,01-Oct-18,£733.23,"£2,266.00",Stormsaver,SME,4627329,Rochdale- Neighbourhoods
3067,Rochdale Council,181812-Environmental Services : Technical Equipment : Testing,Maintenance of Revolving Doors at Number One Riverside ,Quote,Contract,01-Apr-16,36,36,31-Mar-19,No,31-Mar-19,01-Oct-18,"£2,259.00","£6,777.00",Record 247,Large,258725444,Rochdale- Neighbourhoods
3077,Rochdale Council,322100-Social Community Care Supplies & Services - Adult : Services for Carers : ,Carers Service,Tender,Contract,01-Apr-17,24,36,31-Mar-19,No,31-Mar-20,01-Nov-18,"£490,668.00","£1,472,004.00",N-Compass,VCSE,6845210,Rochdale- Adult
3084,Rochdale Council,181812-Environmental Services : Technical Equipment : Testing,Lift Maintenance at Number One Riverside,Quote,Contract,01-Apr-16,36,36,31-Mar-19,No,31-Mar-19,01-Oct-18,"£8,358.57","£25,475.00",OTIS ,Large,147366,Rochdale- Neighbourhoods
3107,Rochdale Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,Greater Manchester Residential Contract - Spot Purchase - ER515,Exemption,Contract,18-Feb-16,36,36,17-Feb-19,Yes,17-Feb-19,18-Aug-18,"£120,000.00","£240,000.00",Landsker Child Care,SME,4037891,Rochdale- Children's
3114,Rochdale Council,322001-Social Community Care Supplies & Services - Adult : Mental Health Services : ,FINAL RE-opening Mental Health Approved Provider List,Tender,Contract,01-Aug-16,7,32,31-Mar-19,Yes,31-Mar-19,01-Sep-18, nil , nil ,Various - See below,Various - See below,Various - See below,Rochdale- Adult
3114,Rochdale Council,322001-Social Community Care Supplies & Services - Adult : Mental Health Services : ,FINAL RE-opening Mental Health Approved Provider List,-,-,-,-,-,-,-,-,-, - , - ,Altum,SME,8232494,Rochdale- Adult
3114,Rochdale Council,322001-Social Community Care Supplies & Services - Adult : Mental Health Services : ,FINAL RE-opening Mental Health Approved Provider List,-,-,-,-,-,-,-,-,-, - , - ,Expect,Large,2357285,Rochdale- Adult
3114,Rochdale Council,322001-Social Community Care Supplies & Services - Adult : Mental Health Services : ,FINAL RE-opening Mental Health Approved Provider List,-,-,-,-,-,-,-,-,-, - , - ,Praxis,VCSE,1728198,Rochdale- Adult
3133,Rochdale Council,182014-Environmental Services : Waste Management : Waste Collection for Recycling,Compostable Waste Liners,OJEU Tender,Contract,24-Sep-16,12,24,23-Sep-18,Yes,23-Sep-18,01-Jun-18,"£221,271.12","£442,542.24",Cromwell Polythene Ltd,Large,2230104,Rochdale- Neighbourhoods
3142,Rochdale Council,291000-Arts & Leisure Services : Events : ,Fireworks/Event Management various locations,Tender,Contract,16-Oct-17,36,48,31-Oct-20,No,31-Oct-21,01-Jun-20,"£5,700.00","£22,800.00",Pains Fireworks Limited,SME,1467177,Rochdale- Neighbourhoods
3147,Rochdale Council,109999-Building Construction Materials : Not Elsewhere Classified : ,"Boarshaw Community Primary School, Extension & Rewire",Tender,Contract,28-Nov-16,24,48,27-Nov-18,No,27-Nov-20,01-Jun-18,"£42,350.68","£169,402.72",Bexan Ltd,SME,5324320,Rochdale- Neighbourhoods
3183,Rochdale Council,379999-Utilities : Not Elsewhere Classified : ,"Water, Waste Water, and Ancillary Services",Local Services,Contract,01-Apr-74,533,533,30-Aug-18,No,30-Aug-18,N/A,"£1,438,921.67","£61,753,721.67",Water Plus,Large,4141390,Rochdale- Neighbourhoods
3199,Rochdale Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,Greater Manchester Residential Contract - Spot Purchase - ER541,Exemption,Contract,26-Apr-16,36,36,26-Apr-19,Yes,25-Apr-19,01-Jan-19,"£256,464.00","£769,392.00",Nestlings Care Limited,SME,7252721,Rochdale- Children's
3206,Rochdale Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,Residential out of Borough Placement ,Exemption,Contract,18-Feb-16,37,37,17-Mar-19,Yes,17-Mar-19,31-Jul-18,"£210,000.00","£1,260,000.00",Landsker Child Care,SME,4037891,Rochdale- Children's
3224,Rochdale Council,141100-Clothing : Protective : ,"Personal Protective Equipment, Footwear, Corporate Clothing & Equipment Framework Contract",OJEU Tender,Contract,01-Oct-15,24,48,30-Sep-18,Yes,30-Sep-19,01-Jun-17,"£39,537.04","£158,148.16",Various - See below,Various - See below,Various - See below,Rochdale- Neighbourhoods
3224,Rochdale Council,141100-Clothing : Protective : ,"Personal Protective Equipment, Footwear, Corporate Clothing & Equipment Framework Contract",-,-,-,-,-,-,-,-,-, - , - ,Arco Ltd,Large,133804,Rochdale- Neighbourhoods
3224,Rochdale Council,141100-Clothing : Protective : ,"Personal Protective Equipment, Footwear, Corporate Clothing & Equipment Framework Contract",-,-,-,-,-,-,-,-,-, - , - ,Ioma Clothing Company,Large,505191,Rochdale- Neighbourhoods
3224,Rochdale Council,141100-Clothing : Protective : ,"Personal Protective Equipment, Footwear, Corporate Clothing & Equipment Framework Contract",-,-,-,-,-,-,-,-,-, - , - ,J & K Ross,SME,1246794,Rochdale- Neighbourhoods
3224,Rochdale Council,141100-Clothing : Protective : ,"Personal Protective Equipment, Footwear, Corporate Clothing & Equipment Framework Contract",-,-,-,-,-,-,-,-,-, - , - ,Lion Safety,SME,SC498428,Rochdale- Neighbourhoods
3224,Rochdale Council,141100-Clothing : Protective : ,"Personal Protective Equipment, Footwear, Corporate Clothing & Equipment Framework Contract",-,-,-,-,-,-,-,-,-, - , - ,MWUK Ltd t/a Alexandra,SME,2411540,Rochdale- Neighbourhoods
3224,Rochdale Council,141100-Clothing : Protective : ,"Personal Protective Equipment, Footwear, Corporate Clothing & Equipment Framework Contract",-,-,-,-,-,-,-,-,-, - , - ,Rexel UK Ltd T/A Newey & Eyre ,SME,216596,Rochdale- Neighbourhoods
3224,Rochdale Council,141100-Clothing : Protective : ,"Personal Protective Equipment, Footwear, Corporate Clothing & Equipment Framework Contract",-,-,-,-,-,-,-,-,-, - , - ,SBA Ltd,SME,381000,Rochdale- Neighbourhoods
3236,Rochdale Council,271300-Information Communication Technology : Services : Maintenance & Support,The Chest eProcurement Portal,Call Off (External),contract,01-Aug-15,48,96,31-Jul-19,No,31-Jul-23,31-Jul-18,"£2,140.00","£17,120.00",Due-North Ltd,SME,4499218,Rochdale- Resources
3252,Rochdale Council,201400-Financial Services : Council Tax & Business Rates : ,Mini competition from Manchester  City Council TC804 – Support and Intelligence Collection of Business Rates Lot 1 ,Call Off (External),Contract,06-Sep-16,24,48,06-Sep-18,Yes,06-Sep-20,01-Mar-18,"£50,000.00","£200,000.00",Inform CPI,Large,5599551,Rochdale- Resources
3269,Rochdale Council,181900-Environmental Services : Testing & Inspection : ,Fountain Repair and Maintenance,Tender,Contract,01-Apr-17,12,36,31-Mar-20,Yes,31-Mar-20,01-Oct-17,"£23,000.00","£69,000.00",The Fountain Company,SME,3654927,Rochdale- Neighbourhoods
3291,Rochdale Council,271700-Information Communication Technology : Telecommunications : Fixed,WAN (Wide Area Network),OJEU Tender,Framework Agreement,01-Jan-17,36,60,31-Dec-19,No,31-Dec-21,01-Jan-19,"£1,600,000.00","£8,000,000.00",BT Plc,Large,1800000,Rochdale- Neighbourhoods
3292,Rochdale Council,271700-Information Communication Technology : Telecommunications : Fixed,WAN (Wide Area Network),Call Off (Internal),Contract,22-Mar-17,36,60,21-Mar-20,No,21-Mar-22,01-Mar-19,"£400,000.00","£2,000,000.00",BT Plc,Large,1800000,Rochdale- Neighbourhoods
3313,Rochdale Council,271200-Information Communication Technology : Hardware : ,Provision of the Councils laptop requirements,Mini Competition (External),Contract,01-Jul-16,24,48,30-Jun-19,Yes,30-Jun-20,01-Jan-19,"£15,000.00","£60,000.00",XMA Ltd,Large,2051703,Rochdale- Neighbourhoods
3330,Rochdale Council,321111-Social Community Care Supplies & Services - Children : Specialist Needs : Adoption Services,Medical Forms for Fostering and Adoption Procedures,Exemption,Contract,01-Jul-16,24,24,30-Jun-18,Yes,30-Jun-18,31-Mar-18,"£49,999.00","£49,999.00",Corambaaf ,NHS,9697712,Rochdale- Children's
3350,Rochdale Council,201500-Financial Services : Credit Services : Cards,Pre Payment Cards (Adult Services),Call Off (External),Contract,01-Aug-16,24,24,01-Aug-18,No,01-Aug-18,02-Jan-18,"£7,200.00","£14,400.00",Prepaid Financial Services,Large,6337638,Rochdale- Resources
3353,Rochdale Council,171011-Education : School Services : ,Bikeability Cycle Training - Rochdale ,Tender,Contract,15-Jun-17,12,24,14-Jun-19,Yes,14-Jun-19,01-Oct-18,"£53,760.00","£107,520.00",BikeRight! Ltd,Small,5742951,Rochdale- Neighbourhoods
3354,Rochdale Council,289999-Legal Services : Not Elsewhere Classified : ,Intestacy Research & Estate Disbursements,Quote,Concession,15-Aug-16,26,26,15-Oct-18,No,15-Oct-18,01-Apr-18, nil , nil ,Estate Research,Large,8765186,Rochdale- Adult
3362,Rochdale Council,181812-Environmental Services : Technical Equipment : Testing,Maintenance of BMS System at Number One Riverside,Quote,Contract,01-May-16,36,36,30-Apr-19,No,30-Apr-19,01-Oct-18,"£16,500.00","£49,500.00",Schneider Electric,Large,1407228,Rochdale- Neighbourhoods
3363,Rochdale Council,151514-Healthcare : Public Health : Specialist Services,Rochdale Council Domestic Abuse Service ,OJEU Tender,Contract,01-Apr-17,36,60,31-Mar-20,No,31-Mar-22,01-Apr-19,"£170,000.00","£850,000.00",Victim Support,VCSE,298028,Rochdale- Public Health
3382,Rochdale Council,201200-Financial Services : Banking : ,Merchant Acquiring Services,Exemption,Contract,01-Oct-16,48,48,30-Sep-20,No,30-Sep-20,01-Apr-19,"£40,000.00","£160,000.00",Global Payments Limited,Large,6588689,Rochdale- Resources
3395,Rochdale Council,271501-Information Communication Technology : Services : ,Applicant Tracking System,Exemption,Contract,31-Oct-16,48,48,31-Oct-20,No,31-Oct-24,01-Apr-20,"£18,447.25","£73,789.00",Wigan Council,Large,GMBL4104347,Rochdale- Resources
3418,Rochdale Council,171111-Education : Audio Visual : ,GM Libraries eBooks and eAudiobooks ,Call Off (External),Contract,01-Apr-17,48,72,31-Mar-21,No,31-Mar-23,25-Apr-19,"£17,000.00","£102,000.00",Bolinda UK Ltd,Large,5086231,Rochdale- Neighbourhoods
3445,Rochdale Council,151514-Healthcare : Public Health : Specialist Services,Community and Family Prevention Service ,OJEU Tender,Contract,01-Apr-17,36,60,31-Mar-20,No,31-Mar-22,01-May-19,"£1,712,263.00","£8,561,315.00",The Big Life Company,Large,4227431,Rochdale- Public Health
3459,Rochdale Council,171113-Education : Library Books : ,Supply & Servicing of materials to Public Library Authorities Lot 7 Government Info,Call Off (External),Contract,01-Apr-13,74,74,31-May-19,Yes,31-May-19,01-Oct-18,"£2,200.00","£13,566.67",Dandy Booksellers,SME,4846829,Rochdale- Neighbourhoods
3486,Rochdale Council,121000-Cemetery & Crematorium : Burial & Cremation : ,Public Funerals,OJEU Tender,Contract,01-Jun-18,36,60,31-Mar-21,No,31-Mar-23,01-Sep-18,"£10,230.00","£40,920.00",Kane Funeral Services,-,-,Rochdale- Neighbourhoods
3507,Rochdale Council,171113-Education : Library Books : ,INFO ONLY - SEE UID565 for main contract : Supply & Servicing of materials to Public Library Authorities Lots 1 Adult Non-Fict/Lot 2 Adult Fict/Lot 4 Music/Lot 5 DVD Comp Games/Lot 6 Reference SO,OJEU Tender,Contract,01-Jun-15,48,48,31-May-19,Yes,31-May-19,01-Oct-18,"£110,597.00","£442,388.00",Askews and Holts ,SME,2745298,Rochdale- Neighbourhoods
3526,Rochdale Council,171113-Education : Library Books : ,INFO ONLY - See UID 565 for main contract Supply & Servicing of materials to Public Library Authorities Lots 3 Children's,OJEU Tender,Contract,01-Jun-15,48,48,31-May-19,Yes,31-May-19,01-Oct-18,"£43,445.24","£173,780.96",Peters Bookselling Service,SME,2452340,Rochdale- Neighbourhoods
3542,Rochdale Council,271501-Information Communication Technology : Services : ,Managed Local Welfare Provision,Tender,Contract,01-Apr-17,24,48,31-Mar-19,No,31-Mar-21,01-Sep-18,"£200,000.00","£200,000.00",Northgate Public Services Ltd,Large,968498,Rochdale- Adult
3544,Rochdale Council,341100-Stationery : Sundries : ,Stationery and Office Supplies,Call Off (External),Contract,28-Nov-16,24,48,27-Nov-18,No,27-Nov-20,31-Jul-18,"£60,000.00","£240,000.00",Banner Business Services Ltd,Large,3658750,Rochdale- Resources
3546,Rochdale Council,321111-Social Community Care Supplies & Services - Children : Specialist Needs : Adoption Services,Inter country adoption pre-assessment service,Tender,Contract,01-Apr-17,36,36,31-Mar-20,No,31-Mar-20,01-Nov-18,"£15,000.00","£45,000.00",IAC Adoption Centre,Other,1067313,Rochdale- Children's
3561,Rochdale Council,401401-Social Community Care Supplies & Services - Children : Specialist Needs : ,SEND Information and Advice Service ,Tender,Contract,01-Jul-17,24,36,30-Jun-19,No,30-Jun-20,30-Jun-18,"£50,994.00","£152,968.00",Barnardos ,Large,216250 / SC037605,Rochdale- Children's
3593,Rochdale Council,371000-Utilities : Electricity : ,Electricity Contract (Half Hourly Metered),Mini Competition (External),Contract,01-Apr-17,36,36,31-Mar-20,No,31-Mar-20,31-Mar-19,"£1,183,945.00","£3,551,835.01",Total Gas and Power,Large,2172239,Rochdale- Neighbourhoods
3594,Rochdale Council,371000-Utilities : Electricity : ,Electricity Contract (Non-Half Hourly Metered),Call Off (External),Contract,01-Apr-17,36,36,31-Mar-20,No,31-Mar-20,31-Mar-19,"£741,208.67","£741,208.67",Total Gas and Power,Large,2172239,Rochdale- Neighbourhoods
3595,Rochdale Council,371100-Utilities : Gas : ,Gas ,Mini Competition (External),Contract,01-Apr-17,36,36,31-Mar-20,No,31-Mar-20,31-Mar-19,"£1,096,180.90","£3,288,542.70",Gazprom,Other,3904624,Rochdale- Neighbourhoods
3617,Rochdale Council,111110-Catering : Equipment & Utensils : Repairs,Repair & Maintenance of Catering & Refrigeration Equipment (Rochdale),Tender,Contract,01-Sep-17,36,48,31-Aug-20,No,31-Aug-21,01-May-20,"£44,465.00","£133,935.00",Messrs F. Needham,SME,N/A,Rochdale- Neighbourhoods
3620,Rochdale Council,271440-Information Communication Technology : Software : ,Collection HQ,Exemption,Contract,01-Apr-17,36,36,31-Mar-20,No,31-Mar-20,25-Apr-19,"£7,268.00","£21,804.00",Bridgeall Libraries Ltd,SME,SC297736,Rochdale- Neighbourhoods
3621,Rochdale Council,"391110-Works - Construction, Repair & Maintenance : Buildings : Construction",Servicing of Roller Shutters and Automatic Sliding Doors to Education and Public Buildings within the Borough of Rochdale.,Quote,Contract,20-Feb-17,26,26,29-Mar-19,No,29-Mar-19,28-Sep-18,"£13,000.00","£26,000.00",ABC Industrial Doors Ltd,SME,693186010,Rochdale- Neighbourhoods
3622,Rochdale Council,"321010-Social Community Care Supplies & Services - Adult : Advice, Advocacy & Counselling Services : ","Social Welfare Advice and Legal Services: Debt, Welfare Benefits and Housing",Tender,Contract,01-Jun-17,22,22,31-Mar-19,Yes,31-Mar-19,15-Nov-18,"£339,989.05","£339,989.05",Pennine West Citizens Advice Bureau,Large,2165003,Rochdale- Adult
3634,Rochdale Council,271440-Information Communication Technology : Software : ,Mosaic - Experian,Exemption,Contract,01-Nov-16,24,24,31-Oct-18,No,31-Oct-18,01-Jun-18,"£7,500.00","£15,000.00",Experian Plc,Large,653331,Rochdale- Neighbourhoods
3640,Rochdale Council,321930-Social Community Care Supplies & Services - Adult : Respite : Community,Integrated Community Equipment Services,OJEU Tender,Framework Agreement,01-Jul-17,36,48,30-Jun-20,No,30-Jun-21,01-Jan-20,"£953,000.00","£953,000.00",Ross Auto Engineering Ltd T/a Ross Care,Medium,469301,Rochdale- Adult
3643,Rochdale Council,261520-Human Resources : Training & Conferences : Training,Approved supplier list - Early years training providers ,Quote,Framework Agreement,01-Apr-17,24,36,31-Mar-19,No,31-Mar-20,15-Dec-18,"£35,000.00","£35,000.00",Jill Webb Training,Small,846521,Rochdale- Neighbourhoods
3676,Rochdale Council,311600-Healthcare : Services : ,RU Clear Chlamydia Screening ,OJEU Tender,Contract,01-Apr-17,24,24,31-Mar-19,No,31-Mar-19,01-Aug-18,"£114,284.00","£228,568.00",Central Manchester Foundation Trust,NHS,1049274,Rochdale- Public Health
3683,Rochdale Council,111200-Catering : Food & Beverages : ,"Contract for the Supply and Delivery of Beers, Wines, Spirits & Soft Drinks",OJEU Tender,Contract,21-Mar-16,36,48,20-Mar-19,No,20-Mar-20,01-Jul-18,"£70,321.00","£281,284.00",Wilds of Oldham,SME,732854229,Rochdale- Neighbourhoods
3686,Rochdale Council,311600-Healthcare : Services : ,Independent Pathologist to Assist the Coroner,Exemption,Contract,22-Nov-16,48,48,21-Nov-20,No,21-Nov-20,21-Aug-20,"£8,750.00","£35,000.00",[Redacted],Sole Trader,N/A,Rochdale- Neighbourhoods
3696,Rochdale Council,271699-Information Communication Technology : Telecommunications : ,Mobile and Voice Data Aggregation (NFC60),Mini Competition (External),Contract,01-Apr-17,36,60,31-Mar-20,No,31-Mar-22,01-Jan-19,"£19,508.48","£97,542.40",Everything Everywhere (EE),Large,2382161,Rochdale- Neighbourhoods
3702,Rochdale Council,SOCIAL CARE SERVICES : Adult,|Best Interest Assessments for Deprivation of Liberty Safeguarding Services (DoLs),Tender,Contract,01-Feb-18,12,24,01-Feb-19,No,01-Feb-20,10-Aug-18,"£127,400.00","£254,800.00",Action First,Small,9485969,Rochdale- Adult
3724,Rochdale Council,"391200-Works - Construction, Repair & Maintenance : Engineering : ",Silt Trap Pre Planned Reactive Maintenance ,Quote,Contract,03-Apr-17,24,36,02-Apr-19,No,02-Apr-20,12-Nov-18,"£16,600.00","£37,800.00",Lanes Group Plc,SME,3784486,Rochdale- Neighbourhoods
3728,Rochdale Council,321017-Social Community Care Supplies & Services - Adult : Nursing & Residential Care Homes : ,Nursing and Residential Care Homes,Exemption,Contract,01-Apr-17,12,36,31-Mar-19,Yes,31-Mar-20,01-Jan-19, N/A , N/A ,Various - See below,Various - See below,Various - See below,Rochdale- Adult
3728,Rochdale Council,321017-Social Community Care Supplies & Services - Adult : Nursing & Residential Care Homes : ,Nursing and Residential Care Homes,-,-,-,-,-,-,-,-,-, - , - ,Archmoor Care Limited ,Small,6971335,Rochdale- Adult
3728,Rochdale Council,321017-Social Community Care Supplies & Services - Adult : Nursing & Residential Care Homes : ,Nursing and Residential Care Homes,-,-,-,-,-,-,-,-,-, - , - ,"Bamford Care Limited, Ashbourne Nursing Home",Small,1899876,Rochdale- Adult
3728,Rochdale Council,321017-Social Community Care Supplies & Services - Adult : Nursing & Residential Care Homes : ,Nursing and Residential Care Homes,-,-,-,-,-,-,-,-,-, - , - ,Prylor Properties t/a Beech House,Small,-,Rochdale- Adult
3728,Rochdale Council,321017-Social Community Care Supplies & Services - Adult : Nursing & Residential Care Homes : ,Nursing and Residential Care Homes,-,-,-,-,-,-,-,-,-, - , - ,"Finbrook limited t/a Beechwood Lodge
",-,-,Rochdale- Adult
3728,Rochdale Council,321017-Social Community Care Supplies & Services - Adult : Nursing & Residential Care Homes : ,Nursing and Residential Care Homes,-,-,-,-,-,-,-,-,-, - , - ,"Belvoire Care Home Limited
",-,-,Rochdale- Adult
3728,Rochdale Council,321017-Social Community Care Supplies & Services - Adult : Nursing & Residential Care Homes : ,Nursing and Residential Care Homes,-,-,-,-,-,-,-,-,-, - , - ,"East and West Health Care Limited t/a Braeside Care Home
",-,-,Rochdale- Adult
3728,Rochdale Council,321017-Social Community Care Supplies & Services - Adult : Nursing & Residential Care Homes : ,Nursing and Residential Care Homes,-,-,-,-,-,-,-,-,-, - , - ,"Elizabeth House (Oldham) Limited t/a Marland court
",-,-,Rochdale- Adult
3728,Rochdale Council,321017-Social Community Care Supplies & Services - Adult : Nursing & Residential Care Homes : ,Nursing and Residential Care Homes,-,-,-,-,-,-,-,-,-, - , - ,"Briarmede Care Limited t/a Briarmede Care Home
",-,-,Rochdale- Adult
3728,Rochdale Council,321017-Social Community Care Supplies & Services - Adult : Nursing & Residential Care Homes : ,Nursing and Residential Care Homes,-,-,-,-,-,-,-,-,-, - , - ,"HC-One Oval Limited t/a Carders Court Care Home
",-,-,Rochdale- Adult
3728,Rochdale Council,321017-Social Community Care Supplies & Services - Adult : Nursing & Residential Care Homes : ,Nursing and Residential Care Homes,-,-,-,-,-,-,-,-,-, - , - ,"Cleggsworth Care Home Limited t/a Cleggsworth Care Home
",-,-,Rochdale- Adult
3728,Rochdale Council,321017-Social Community Care Supplies & Services - Adult : Nursing & Residential Care Homes : ,Nursing and Residential Care Homes,-,-,-,-,-,-,-,-,-, - , - ,"Fieldhouse Care Home Limited
",-,-,Rochdale- Adult
3728,Rochdale Council,321017-Social Community Care Supplies & Services - Adult : Nursing & Residential Care Homes : ,Nursing and Residential Care Homes,-,-,-,-,-,-,-,-,-, - , - ,"Four Seasons Residential Care Home
",-,-,Rochdale- Adult
3728,Rochdale Council,321017-Social Community Care Supplies & Services - Adult : Nursing & Residential Care Homes : ,Nursing and Residential Care Homes,-,-,-,-,-,-,-,-,-, - , - ,"Half Acre House
",-,-,Rochdale- Adult
3728,Rochdale Council,321017-Social Community Care Supplies & Services - Adult : Nursing & Residential Care Homes : ,Nursing and Residential Care Homes,-,-,-,-,-,-,-,-,-, - , - ,"Fours Seasons (Bamford) Limited t/a Heywood Court Care Home
",-,-,Rochdale- Adult
3728,Rochdale Council,321017-Social Community Care Supplies & Services - Adult : Nursing & Residential Care Homes : ,Nursing and Residential Care Homes,-,-,-,-,-,-,-,-,-, - , - ,"M. J. M. (Furnishings) Limited t/a Highfield House
",-,-,Rochdale- Adult
3728,Rochdale Council,321017-Social Community Care Supplies & Services - Adult : Nursing & Residential Care Homes : ,Nursing and Residential Care Homes,-,-,-,-,-,-,-,-,-, - , - ,"Sevaline Care Homes Ltd t/a Hurstead House Nursing Home
",-,-,Rochdale- Adult
3728,Rochdale Council,321017-Social Community Care Supplies & Services - Adult : Nursing & Residential Care Homes : ,Nursing and Residential Care Homes,-,-,-,-,-,-,-,-,-, - , - ,"Eldercare (Lancs) Ltd t/a Lakeside Residential Care Home
",-,-,Rochdale- Adult
3728,Rochdale Council,321017-Social Community Care Supplies & Services - Adult : Nursing & Residential Care Homes : ,Nursing and Residential Care Homes,-,-,-,-,-,-,-,-,-, - , - ,"Indigo Care Services Limited t/a Langfield Nursing and Residential Home
",-,-,Rochdale- Adult
3728,Rochdale Council,321017-Social Community Care Supplies & Services - Adult : Nursing & Residential Care Homes : ,Nursing and Residential Care Homes,-,-,-,-,-,-,-,-,-, - , - ,"Leighton House Retirement Home Limited
",-,-,Rochdale- Adult
3728,Rochdale Council,321017-Social Community Care Supplies & Services - Adult : Nursing & Residential Care Homes : ,Nursing and Residential Care Homes,-,-,-,-,-,-,-,-,-, - , - ,"Littleborough Care Home Limited t/a Littleborough Home for the Elderly
",-,-,Rochdale- Adult
3728,Rochdale Council,321017-Social Community Care Supplies & Services - Adult : Nursing & Residential Care Homes : ,Nursing and Residential Care Homes,-,-,-,-,-,-,-,-,-, - , - ,"Little Heaton Care Limited 
",-,-,Rochdale- Adult
3728,Rochdale Council,321017-Social Community Care Supplies & Services - Adult : Nursing & Residential Care Homes : ,Nursing and Residential Care Homes,-,-,-,-,-,-,-,-,-, - , - ,"Atlantis Medicare Limited t/a Lyndhurst Residential Care Home
",-,-,Rochdale- Adult
3728,Rochdale Council,321017-Social Community Care Supplies & Services - Adult : Nursing & Residential Care Homes : ,Nursing and Residential Care Homes,-,-,-,-,-,-,-,-,-, - , - ,"MTCARE Property Limited t/a Meavy View Retirement Home
",-,-,Rochdale- Adult
3728,Rochdale Council,321017-Social Community Care Supplies & Services - Adult : Nursing & Residential Care Homes : ,Nursing and Residential Care Homes,-,-,-,-,-,-,-,-,-, - , - ,"East & West Healthcare Limited t/a Meadowview Care Home
",-,-,Rochdale- Adult
