"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?"
"INF1890E","N/D","SCS PB1","Senior Project Manager - EK","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1885E","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to INF1885E","1"
"INF212","N/D","SCS PB1","Senior Project Manager - EK","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1885E","315963","1.00","N/A","N/A","","Operational Delivery","","1"
"INF244","Vacant","SCS PB1","Senior Project Manager","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","N/A","N/A","INF1007E","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to INF1007E","1"
"INF061","N/D","SCS PB1","Senior Project Manager - SCS","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1886E","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to INF1886E","1"
"INF064","N/D","SCS PB1","Senior Project Manager - SCS","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1886E","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to INF1886E","1"
"INF070","N/D","SCS PB1","Senior Project Manager","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF959","0","1.00","N/A","N/A","","Operational Delivery","","1"
"INF076","Vacant","SCS PB1","Senior Project Manager - SCS","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","N/A","N/A","INF114","0","1.00","N/A","N/A","","Operational Delivery","","1"
"INF114","N/D","SCS PB1","Senior Project Manager - SCS","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1886E","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to INF1886E","1"
"INF1886E","N/D","SCS PB1","Project Client - SCS","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1007E","1759579","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1891E","Vacant","SCS PB1","Senior Project Manager - SCS","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","N/A","N/A","INF1886E","0","1.00","N/A","N/A","","Operational Delivery","","1"
"INF959","Vacant","SCS PB1","Project Director","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","N/A","N/A","INF1886E","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to INF1886E","1"
"INF1006E","Peter Sollitt","SCS PB2","Client Services Director","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1000","750360","1.00","175000","179999","","Operational Delivery","","1"
"INF1793E","N/D","SCS PB1","Head of Enabling Works","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1006E","228984","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1872E","Vacant","SCS PB1","Senior Project Manager - CS JV","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","N/A","N/A","INF1793E","551130","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1877E","N/D","SCS PB1","Senior Project Manager - Fusion JV","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1793E","935880","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1878E","N/D","SCS PB1","Senior Project Manager - LM JV","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1793E","951200","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1983","Vacant","SCS PB1","Senior Project Manager","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","N/A","N/A","INF1878E","0","1.00","N/A","N/A","","Operational Delivery","","1"
"INF2068","Vacant","SCS PB1","Senior Project Manager","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","N/A","N/A","INF1793E","0","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1789E","N/D","SCS PB1","Head of Logistics","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1006E","1314098","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1209A","N/D","SCS PB1","Head of Conventional Rail Interface","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1579E","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to INF1579E","1"
"INF1556","N/D","SCS PB1","Senior Project Manager - Old Oak Common","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1758E","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to INF1758E","1"
"INF1579E","N/D","SCS PB1","Network Rail / HS2 (On Network Works) Director","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1006E","1139071","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1963","N/D","SCS PB1","Head of Support Services","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1579E","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to INF1579E","1"
"INF2089","Vacant","SCS PB1","Head of Support Services","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","N/A","N/A","INF1579E","0","1.00","N/A","N/A","","Operational Delivery","","1"
"INF295","N/D","SCS PB1","Senior Project Manager - BBV","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1579E","0","1.00","N/A","N/A","","Operational Delivery","","1"
"INF485","N/D","SCS PB1","Senior Project Manager - EKFB","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1579E","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to INF1579E","1"
"INF487","Vacant","SCS PB1","Senior Project Manager (West Ruislip)","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","N/A","N/A","INF1579E","0","1.00","N/A","N/A","","Operational Delivery","","1"
"INF509","N/D","SCS PB1","Senior Project Manager (Euston)","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1579E","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to INF1579E","1"
"INF512","N/D","SCS PB1","Senior Project Manager (Euston)","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1006E","0","1.00","N/A","N/A","","Operational Delivery","","1"
"INF948","N/D","SCS PB1","Senior Project Manager","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1579E","0","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1783E","N/D","SCS PB1","Head of Utilities","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1006E","531675","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1870E","N/D","SCS PB1","Senior Project Manager - Contracts North","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1783E","742099","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1873E","N/D","SCS PB1","Senior Project Manager - Delivery","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1783E","1218820","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1874E","N/D","SCS PB1","Senior Project Manager - Design and Assurance","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1783E","435584","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1928E","N/D","SCS PB1","Senior Project Manager - Contracts South","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1783E","647885","1.00","N/A","N/A","","Operational Delivery","","1"
"INF2003","N/D","SCS PB1","Senior Project Manager","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1783E","0","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1000","David Bennett","SCS PB2","Delivery Director","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","CEO001","353426","1.00","450000","454999","","Operational Delivery","Decreased after re-negotiation of contract with supplier","1"
"INF1544","Mike Hickson","SCS PB2","Programme Director (change programme)","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1000","411018","1.00","235000","239999","","Operational Delivery","","1"
"INF1987","N/D","SCS PB1","Senior Project Manager - Readiness","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1544","0","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1988","N/D","SCS PB1","Senior Project Manager - Efficiency Manager","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1544","0","1.00","N/A","N/A","","Operational Delivery","","1"
"INF902","N/D","SCS PB1","Senior Project Manager - Euston","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1759E","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to INF1759E","1"
"INF1008E","Laurence Whitbourn","SCS PB2","Euston Area Director","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1000","476998","1.00","210000","214999","","Operational Delivery","","1"
"INF166","N/D","SCS PB1","Senior Project Manager - Euston","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1759E","0","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1759E","N/D","SCS PB1","Project Client - Euston","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1008E","1283158","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1875E","N/D","SCS PB1","Senior Project Manager - Euston","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1759E","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to INF1759E","1"
"INF1876E","N/D","SCS PB1","Senior Project Manager - Euston","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1759E","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to INF1759E","1"
"INF2079","Vacant","SCS PB1","Head of Support Services","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","N/A","N/A","INF1008E","0","1.00","N/A","N/A","","Operational Delivery","","1"
"INF961","Vacant","SCS PB1","Senior Project Manager (OSD)","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","N/A","N/A","INF1759E","0","1.00","N/A","N/A","","Operational Delivery","","1"
"LP001","Colette Carroll","SCS PB2","Land and Property Director","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1000","1147706","1.00","175000","179999","","Planning","","1"
"LP247","Vacant","SCS PB1","Head of Phase One Programme Delivery","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","N/A","N/A","LP001","0","1.00","N/A","N/A","","Planning","","1"
"LP254","Vacant","SCS PB1","Head of Phase Two Programme Delivery","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","N/A","N/A","LP001","0","1.00","N/A","N/A","","Planning","","1"
"LP259","Vacant","SCS PB1","Head of Business Delivery and Management","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","N/A","N/A","LP001","317460","1.00","N/A","N/A","","Planning","","1"
"LP151","Vacant","SCS PB1","Head of Programme Hub","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","N/A","N/A","LP001","N/D","1.00","N/A","N/A","","Planning","Team is too small to detail - cost allocated to LP001","1"
"LP153","N/D","SCS PB1","Programme Lead Phase 1","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","LP154","592323","1.00","N/A","N/A","","Planning","","1"
"LP154","N/D","SCS PB1","Programme Lead Phase 2","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","LP001","351916","1.00","N/A","N/A","","Planning","","1"
"LP173","N/D","SCS PB1","Data and Systems Lead","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","LP001","405646","1.00","N/A","N/A","","Planning","","1"
"LP031","N/D","SCS PB1","Head of Acquisitions","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","LP001","3461132","1.00","N/A","N/A","","Planning","","1"
"LP110","N/D","SCS PB1","Head of Operations - Acquisitions","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","LP031","721198","1.00","N/A","N/A","","Planning","","1"
"LP122","N/D","SCS PB1","Special Advisor","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","LP031","0","1.00","N/A","N/A","","Planning","","1"
"LP255","Vacant","SCS PB1","Special Advisor","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","N/A","N/A","LP031","0","1.00","N/A","N/A","","Planning","","1"
"LP257","Vacant","SCS PB1","Phase One Acquisitions Lead","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","N/A","N/A","LP031","0","1.00","N/A","N/A","","Planning","","1"
"LP258","Vacant","SCS PB1","Phase Two Acquisitions Lead","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","N/A","N/A","LP031","0","1.00","N/A","N/A","","Planning","","1"
"LP016","N/D","SCS PB1","Head of Property Services","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","LP001","2118045","1.00","N/A","N/A","","Planning","","1"
"LP066","N/D","SCS PB1","Head of Land Assembly","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","LP016","1764039","1.00","N/A","N/A","","Planning","","1"
"LP201","N/D","SCS PB1","Head of Operations - Property Services","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","LP016","N/D","1.00","N/A","N/A","","Planning","Team is too small to detail - cost allocated to LP016","1"
"LP211_U","Vacant","SCS PB1","Head of Change and Improvement (Chief of Staff)","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","N/A","N/A","LP001","0","1.00","N/A","N/A","","Planning","","1"
"INF025","Vacant","SCS PB1","Senior Project Manager","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","N/A","N/A","INF1007E","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to INF1007E","1"
"INF1627E","Vacant","SCS PB1","Senior Project Manager - Curzon Street","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","N/A","N/A","INF2043","265716","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1628E","Vacant","SCS PB1","Senior Project Manager - Curzon Street","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","N/A","N/A","INF2043","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to INF2043","1"
"INF2043","N/D","SCS PB1","Project Client - Curzon Street","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1009E","230190","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1626E","Vacant","SCS PB1","Senior Project Manager - Interchange","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","N/A","N/A","INF1757E","556778","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1757E","N/D","SCS PB1","Project Director","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1009E","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to INF1009E","1"
"INF038","N/D","SCS PB1","Senior Project Manager - Old Oak Common","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1758E","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to INF1758E","1"
"INF041","N/D","SCS PB1","Senior Project Manager - Old Oak Common","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1758E","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to INF1758E","1"
"INF1758E","N/D","SCS PB1","Project Client - Old Oak Common","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1009E","1313694","1.00","N/A","N/A","","Operational Delivery","","1"
"INF2086","N/D","SCS PB1","Senior Project Manager - Old Oak Common","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1758E","0","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1009E","Matthew Botelle","SCS PB2","Stations Client Director","Programme Delivery","Department for Transport","High Speed Two Ltd","Construction Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1000","986239","1.00","175000","179999","","Operational Delivery","","1"
"HR115","Neil Hayward","SCS PB2","HR Director","Corporate Function","Department for Transport","High Speed Two Ltd","Human Resources Directorate","08081 434 434","HS2enquiries@hs2.org.uk","CEO001","1197665","1.00","250000","254999","","Human Resources","","1"
"HR107","N/D","SCS PB1","Head of EDI","Corporate Function","Department for Transport","High Speed Two Ltd","Human Resources Directorate","08081 434 434","HS2enquiries@hs2.org.uk","HR115","388548","1.00","N/A","N/A","","Human Resources","","1"
"HR182","N/D","SCS PB1","Head of Employee Relations, Industrial Relations & Employee Policy","Corporate Function","Department for Transport","High Speed Two Ltd","Human Resources Directorate","08081 434 434","HS2enquiries@hs2.org.uk","HR115","379183","1.00","N/A","N/A","","Human Resources","","1"
"HR128","N/D","SCS PB1","Head of HR Operations","Corporate Function","Department for Transport","High Speed Two Ltd","Human Resources Directorate","08081 434 434","HS2enquiries@hs2.org.uk","HR115","1193219","1.00","N/A","N/A","","Human Resources","","1"
"HR089","Shira Johnson","SCS PB2","Organisational Development Director","Corporate Function","Department for Transport","High Speed Two Ltd","Human Resources Directorate","08081 434 434","HS2enquiries@hs2.org.uk","HR115","1510681","1.00","170000","174999","","Human Resources","Post holder on maternity leave","1"
"HR214","N/D","SCS PB1","Head of People Strategy, Planning & Insights","Corporate Function","Department for Transport","High Speed Two Ltd","Human Resources Directorate","08081 434 434","HS2enquiries@hs2.org.uk","HR115","306273","1.00","N/A","N/A","","Human Resources","","1"
"HR251","N/D","SCS PB1","Head of Change & Transformation","Corporate Function","Department for Transport","High Speed Two Ltd","Human Resources Directorate","08081 434 434","HS2enquiries@hs2.org.uk","HR089","N/D","1.00","N/A","N/A","","Human Resources","Team is too small to detail - cost allocated to HR089","1"
"INF991","N/D","SCS PB1","Head of Collaboration","Corporate Function","Department for Transport","High Speed Two Ltd","Human Resources Directorate","08081 434 434","HS2enquiries@hs2.org.uk","HR089","N/D","1.00","N/A","N/A","","Human Resources","Team is too small to detail - cost allocated to HR089","1"
"HR035","N/D","SCS PB1","Head of Resourcing","Corporate Function","Department for Transport","High Speed Two Ltd","Human Resources Directorate","08081 434 434","HS2enquiries@hs2.org.uk","HR115","967760","1.00","N/A","N/A","","Human Resources","","1"
"HR247","N/D","SCS PB1","Head of Reward","Corporate Function","Department for Transport","High Speed Two Ltd","Human Resources Directorate","08081 434 434","HS2enquiries@hs2.org.uk","HR115","N/D","1.00","N/A","N/A","","Human Resources","Team is too small to detail - cost allocated to HR115","1"
"HR118","N/D","SCS PB1","Head of Skills, Employment & Education","Corporate Function","Department for Transport","High Speed Two Ltd","Human Resources Directorate","08081 434 434","HS2enquiries@hs2.org.uk","HR115","489048","1.00","N/A","N/A","","Human Resources","","1"
"ID005","Mark Howard","SCS PB2","Chief Engineer","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","ID001","1299941","1.00","200000","204999","","Operational Delivery","","1"
"ID019","N/D","SCS PB1","Civil Engineering Director","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","ID005","1649407","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1012","N/D","SCS PB1","Head of Geotechnical Engineering","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","ID019","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to ID019","1"
"INF1014","N/D","SCS PB1","Head of Highways and Drainage Engineering","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","ID019","474180","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1276","N/D","SCS PB1","Head of Tunnel Engineering","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","ID019","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to ID019","1"
"INF144","N/D","SCS PB1","Head of Civil Engineering Structures","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","ID019","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to ID019","1"
"INF1784E","Vacant","SCS PB1","Head of Transport Planning","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","N/A","N/A","ID019","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to ID019","1"
"ID129","N/D","SCS PB1","GIS Lead","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1794E","488046","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1794E","N/D","SCS PB1","Head of Digital Engineering","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","ID005","1368944","1.00","N/A","N/A","","Operational Delivery","","1"
"ID168","N/D","SCS PB1","Head of Rolling Stock Engineering","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1892E","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to INF1892E","1"
"ID189","N/D","SCS PB1","Head of Power and M&E Engineering","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1892E","563610","1.00","N/A","N/A","","Operational Delivery","","1"
"ID191","N/D","SCS PB1","Head of Overhead Catenary Systems","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1892E","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to INF1892E","1"
"INF1785E","N/D","SCS PB1","Head of Track Engineering","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1892E","475290","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1786E","N/D","SCS PB1","Head of Telecoms Engineering","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1892E","396570","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1799E","N/D","SCS PB1","Head of Command, Control & Signalling","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1892E","486660","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1892E","N/D","SCS PB1","Rail Systems Engineering Director","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","ID005","1214328","1.00","N/A","N/A","","Operational Delivery","","1"
"INF263","N/D","SCS PB1","Lead High Speed Track Engineer","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1785E","0","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1058","Vacant","SCS PB1","Head of Building Services","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","N/A","N/A","INF1893E","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to INF1893E","1"
"INF1790E","N/D","SCS PB1","Head of Fire Engineering and Liaison","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1893E","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to INF1893E","1"
"INF1893E","N/D","SCS PB1","Stations Technical Director","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","ID005","674550","1.00","N/A","N/A","","Operational Delivery","","1"
"ID048","N/D","SCS PB1","Head of Systems Safety, Security and Interoperability","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","ID005","688320","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1766E","N/D","SCS PB1","Lead Performance Engineer","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1787E","549810","1.00","N/A","N/A","","Operational Delivery","","1"
"INF1767E","Vacant","SCS PB1","Lead Functional Integration Engineer","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","N/A","N/A","INF1787E","N/D","1.00","N/A","N/A","","Operational Delivery","Team is too small to detail - cost allocated to INF1787E","1"
"INF1787E","N/D","SCS PB1","Head of Systems Integration","Programme Delivery","Department for Transport","High Speed Two Ltd","Infrastructure Directorate","08081 434 434","HS2enquiries@hs2.org.uk","ID005","815481","1.00","N/A","N/A","","Operational Delivery","","1"
