Organisation,Service Area,Cost Centre,Expense Type,Payment Date,Transaction No.,Amount,"Capital
Revenue",Supplier Name,Supplier ID
Rushmoor Borough Council,Legal,1202,Counsels Fees,25/11/2021,236871,330,Revenue,Geldards Llp,15716
Rushmoor Borough Council,Legal,1202,Counsels Fees,25/11/2021,236874,1173,Revenue,Geldards Llp,15716
Rushmoor Borough Council,Environmental Health and Housing,2247,Equipment Maintenance,11/11/2021,236878,1015.08,Revenue,Baydale Control Systems,12558
Rushmoor Borough Council,Environmental Health and Housing,2402,Hyde Housing Association Communal Housing,11/11/2021,236885,2497.55,Revenue,Mears Housing Management,15925
Rushmoor Borough Council,Community,2550,Grave Digging and Maintenance,11/11/2021,236886,1926.56,Revenue,Serco Ltd,13135
Rushmoor Borough Council,Community,2508,Covid 19 Food Partnership,18/11/2021,236888,7298.16,Revenue,Rushmoor Voluntary Services,838
Rushmoor Borough Council,Community,2513,Covid 19 LRC Support,18/11/2021,236888,8336.66,Revenue,Rushmoor Voluntary Services,838
Rushmoor Borough Council,Community,2543,High Street Reopening After Covid 19,18/11/2021,236889,750,Revenue,Rushmoor Voluntary Services,838
Rushmoor Borough Council,Community,2517,Tree Maintenance,18/11/2021,236890,1975,Revenue,Forest & Garden Timber Services,16018
Rushmoor Borough Council,Democratic Services,1310,Conferences and Seminars,18/11/2021,236891,495,Revenue,Institute Of Licensing (Events) Ltd,6962
Rushmoor Borough Council,Community,2538,NPAS Fees,11/11/2021,236893,1065.9,Revenue,Patrol,5572
Rushmoor Borough Council,Democratic Services,1327,Operational Equipment,18/11/2021,236894,866.4,Revenue,Quadient Uk Ltd,1283
Rushmoor Borough Council,Strategy and Communiations,1417,Accommodation Costs,11/11/2021,236896,1041.69,Revenue,Defence Infrastructure Organisation,9473
Rushmoor Borough Council,Community,2518,Panto Expenditure,11/11/2021,236898,1500,Revenue,Hopkins Associates Ltd,463
Rushmoor Borough Council,Community,2518,General Repairs and Maintenance,18/11/2021,236900,1869,Revenue,E.On Control Solutions Limited,3569
Rushmoor Borough Council,Community,2517,Maintenance of Pavilions and Buildings,18/11/2021,236901,1015,Revenue,Harpers Door Specialists,14059
Rushmoor Borough Council,Legal,1213,Responsive Repairs and Maintenance,18/11/2021,236902,4820,Revenue,Hampshire Property (Services) Ltd,13759
Rushmoor Borough Council,Customer Services,3804,Software Maintenance,18/11/2021,236903,2458.12,Revenue,Nec Software Solutions Uk Limited,9422
Rushmoor Borough Council,Planning,6613,Contract Costs,18/11/2021,236904,4000,Capital,P A Gibbs Ltd,1246
Rushmoor Borough Council,Planning,6613,Contract Costs,18/11/2021,236905,4000,Capital,P A Gibbs Ltd,1246
Rushmoor Borough Council,Legal,1213,Responsive Repairs and Maintenance,18/11/2021,236906,900,Revenue,Hampshire Property (Services) Ltd,13759
Rushmoor Borough Council,Community,2515,Cleaning,25/11/2021,236910,381.48,Revenue,Ybc Cleaning Services Ltd,8389
Rushmoor Borough Council,Legal,1210,Contract Staff,18/11/2021,236911,600,Revenue,Park Avenue Recruitment,15709
Rushmoor Borough Council,Legal,1213,Contract Staff,18/11/2021,236911,600,Revenue,Park Avenue Recruitment,15709
Rushmoor Borough Council,Legal,1208,Devereux House,18/11/2021,236912,474.24,Revenue,Eon,10090
Rushmoor Borough Council,Community,2554,Food Waste,18/11/2021,236913,335.5,Revenue,Wendy B Employment Consultancy,1743
Rushmoor Borough Council,Chief Executive,1100,Temporary Staff,18/11/2021,236915,1680,Revenue,Park Avenue Recruitment,15709
Rushmoor Borough Council,Legal,1210,Contract Staff,18/11/2021,236916,559,Revenue,Park Avenue Recruitment,15709
Rushmoor Borough Council,Legal,1230,Temporary Staff,18/11/2021,236917,282.5,Revenue,Park Avenue Recruitment,15709
Rushmoor Borough Council,Legal,1209,Temporary Staff,18/11/2021,236917,282.5,Revenue,Park Avenue Recruitment,15709
Rushmoor Borough Council,Legal,1213,Temporary Staff,18/11/2021,236917,847.5,Revenue,Park Avenue Recruitment,15709
Rushmoor Borough Council,Legal,1242,Temporary Staff,18/11/2021,236917,847.5,Revenue,Park Avenue Recruitment,15709
Rushmoor Borough Council,Legal,1240,Temporary Staff,18/11/2021,236917,282.5,Revenue,Park Avenue Recruitment,15709
Rushmoor Borough Council,Community,2518,Merchandise,18/11/2021,236920,3326.36,Revenue,Event Lights Ltd,5377
Rushmoor Borough Council,Legal,1202,Counsels Fees,25/11/2021,236921,1450,Revenue,Herrington & Carmichael,1872
Rushmoor Borough Council,Community,2517,Tree Maintenance,18/11/2021,236922,15679.39,Revenue,John O'Conner (Gm) Ltd,16372
Rushmoor Borough Council,Legal,1202,Temporary Staff,18/11/2021,236928,1155,Revenue,Sellick Partnership Ltd,15486
Rushmoor Borough Council,Environmental Health and Housing,2219,Control Outbreak Management Fund,18/11/2021,236929,1862,Revenue,Rushmoor Voluntary Services,838
Rushmoor Borough Council,Community,2543,Aldershot Promotions,25/11/2021,236931,650,Revenue,Tjays Fun4All,15589
Rushmoor Borough Council,Democratic Services,1327,Postages,18/11/2021,236936,1800.73,Revenue,Royal Mail,821
Rushmoor Borough Council,Planning,6619,Contract Costs,18/11/2021,236940,14300,Capital,Sovereign Signs Ltd,16439
Rushmoor Borough Council,Legal,1202,Counsels Fees,18/11/2021,236941,345,Revenue,Geldards Llp,15716
Rushmoor Borough Council,Strategy and Communiations,1413,Economic Development Promotions,18/11/2021,236942,500,Revenue,Hampshire County Council,1206
Rushmoor Borough Council,Legal,1213,Responsive Repairs and Maintenance,18/11/2021,236943,8550,Revenue,Hampshire Property (Services) Ltd,13759
Rushmoor Borough Council,Community,2543,Aldershot Promotions,25/11/2021,236944,3690,Revenue,At Creative Ltd,16330
Rushmoor Borough Council,Information Technology,3304,General Hardware,18/11/2021,236947,350,Revenue,Insight Direct (Uk) Ltd,5302
Rushmoor Borough Council,Information Technology,3304,Cyber Resilience Grant Expenditure,18/11/2021,236948,1900,Revenue,Phoenix Software,724
Rushmoor Borough Council,Community,2517,Maintenance of Pavilions and Buildings,18/11/2021,236949,498,Revenue,J K  Build Ltd,1239
Rushmoor Borough Council,Community,2555,General Repairs and Maintenance,18/11/2021,236950,2941.15,Revenue,J K  Build Ltd,1239
Rushmoor Borough Council,Legal,1202,Counsels Fees,18/11/2021,236951,442,Revenue,Hampshire County Council,1206
Rushmoor Borough Council,Community,2517,Maintenance of Pavilions and Buildings,18/11/2021,236953,545.62,Revenue,Gate-A-Mation Services Ltd,14875
Rushmoor Borough Council,Strategy and Communiations,1413,Economic Development Promotions,25/11/2021,236955,2000,Revenue,Beauhurst,16626
Rushmoor Borough Council,Legal,1202,Training Expenses,18/11/2021,236956,1435,Revenue,College Of Law Services Ltd,16627
Rushmoor Borough Council,Environmental Health and Housing,2246,Equipment Maintenance,18/11/2021,236957,562,Revenue,Baydale Control Systems,12558
Rushmoor Borough Council,Environmental Health and Housing,2246,Equipment Maintenance,18/11/2021,236958,562,Revenue,Baydale Control Systems,12558
Rushmoor Borough Council,Legal,1202,Counsels Fees,25/11/2021,236959,3786.7,Revenue,Bevan Brittan Llp,8417
Rushmoor Borough Council,Customer Services,3804,Contract Staff,18/11/2021,236964,1035,Revenue,G2 Recruitment Solutions,16259
Rushmoor Borough Council,Community,2543,Aldershot Promotions,25/11/2021,236966,1183.5,Revenue,Fools Paradise Limited,16007
Rushmoor Borough Council,Community,2561,Gas,18/11/2021,236972,301.4,Revenue,Engie Power Limited,16385
Rushmoor Borough Council,Legal,1213,Temporary Staff,18/11/2021,236973,678,Revenue,Park Avenue Recruitment,15709
Rushmoor Borough Council,Legal,1242,Temporary Staff,18/11/2021,236973,678,Revenue,Park Avenue Recruitment,15709
Rushmoor Borough Council,Strategy and Communiations,1413,Subscriptions,25/11/2021,236974,750,Revenue,Farnborough Aeropspace Consortium Ltd,10828
Rushmoor Borough Council,Information Technology,3305,Operational Equipment,25/11/2021,236975,329.61,Revenue,Pplprs Ltd,1021
Rushmoor Borough Council,Community,2526,General Repairs and Maintenance,18/11/2021,236977,282.09,Revenue,Rme Services Ltd,14566
Rushmoor Borough Council,Legal,1203,Valuation Charges,18/11/2021,236978,15875,Revenue,Wilks Head And Eve,5134
Rushmoor Borough Council,Community,2518,Refreshment Purchases,18/11/2021,236983,408.44,Revenue,H H Clark (Caterers) Ltd,1393
Rushmoor Borough Council,Legal,1202,Counsels Fees,25/11/2021,236984,750,Revenue,12 Cp Barristers,13792
Rushmoor Borough Council,Legal,1213,Lease Renewal Fees,25/11/2021,236985,2300,Revenue,Avison Young,3742
Rushmoor Borough Council,Community,2518,General Repairs and Maintenance,18/11/2021,236995,3829,Revenue,Gduk Door Solutions Ltd,445
Rushmoor Borough Council,Planning,6613,Contract Costs,25/11/2021,237000,252.5,Capital,Plastecowood Ltd,16540
Rushmoor Borough Council,Strategy and Communiations,1415,In-house Training,25/11/2021,237001,475,Revenue,Cms Training Ltd,9370
Rushmoor Borough Council,Strategy and Communiations,1417,Accommodation Costs,25/11/2021,237003,416.67,Revenue,Defence Infrastructure Organisation,9473
Rushmoor Borough Council,Community,2518,Publicity and Advertising,18/11/2021,237009,450,Revenue,A-Z Poster Distribution Ltd,13926
Rushmoor Borough Council,Community,2517,Tree Maintenance,18/11/2021,237013,678.6,Revenue,Cedardale Arborcultural Specialists Ltd,11645
Rushmoor Borough Council,Planning,6610,Contract Costs,18/11/2021,237017,3847.85,Capital,Ava Recreation Ltd,15997
Rushmoor Borough Council,Community,2517,Aldershot Cricket Club Autumn Renovation,18/11/2021,237018,900,Revenue,Velocity Sports Ltd,13216
Rushmoor Borough Council,Community,2518,Refreshment Purchases,18/11/2021,237019,303.64,Revenue,H H Clark (Caterers) Ltd,1393
Rushmoor Borough Council,Legal,1202,Software Maintenance,25/11/2021,237021,4416,Revenue,Iken Business Ltd,15673
Rushmoor Borough Council,Community,2551,Gas,25/11/2021,237024,2903.05,Revenue,Kent County Council (Kcs),14130
Rushmoor Borough Council,Information Technology,3305,Gas,18/11/2021,237035,2225.98,Revenue,Kent County Council (Kcs),14130
Rushmoor Borough Council,Information Technology,3300,Admin Equipment,25/11/2021,237043,250.44,Revenue,Link Up Ltd,12735
Rushmoor Borough Council,Environmental Health and Housing,2402,Miscellaneous Expenses,18/11/2021,237044,2890,Revenue,Wills Chandler Solicitors,16630
Rushmoor Borough Council,Community,2517,Tree Maintenance,25/11/2021,237045,360,Revenue,D Rickwood,1218
Rushmoor Borough Council,Community,2540,Amenity Variations,25/11/2021,237045,360,Revenue,D Rickwood,1218
Rushmoor Borough Council,Community,2502,Routine Grounds Maintenance,25/11/2021,237045,540,Revenue,D Rickwood,1218
Rushmoor Borough Council,Community,2502,Routine Grounds Maintenance,25/11/2021,237045,360,Revenue,D Rickwood,1218
Rushmoor Borough Council,Community,2517,Tree Maintenance,25/11/2021,237045,1800,Revenue,D Rickwood,1218
Rushmoor Borough Council,Community,2537,Littering and Dog Fouling FPN,25/11/2021,237049,6077,Revenue,East Hampshire District Council,323
Rushmoor Borough Council,Community,2517,General Repairs and Maintenance,25/11/2021,237050,1303.55,Revenue,Streetmaster (South Wales) Ltd,2351
Rushmoor Borough Council,Community,2518,Payment to Artistes,25/11/2021,237056,2037.89,Revenue,All Star Superslam Wrestling,14798
Rushmoor Borough Council,Community,2518,Payment to Artistes,25/11/2021,237057,7062.65,Revenue,Phil Aldridge Productions Ltd,15359
Rushmoor Borough Council,Community,2518,Payment to Artistes,25/11/2021,237058,987.76,Revenue,Neil Sands Productions,7978
Rushmoor Borough Council,Environmental Health and Housing,2402,Non Statutory Homeless Rent Deposit,25/11/2021,237059,625,Revenue,Foster Properties,11478
Rushmoor Borough Council,Democratic Services,1304,Hire of Transport,25/11/2021,237060,252.35,Revenue,Exclusive Cars (Guildford) Ltd,353
Rushmoor Borough Council,Planning,6613,Contract Costs,25/11/2021,237061,4700,Capital,Pyramid Steel,12470
Rushmoor Borough Council,Information Technology,3302,Application Software,25/11/2021,237062,573.37,Revenue,Phoenix Software,724
Rushmoor Borough Council,Legal,1212,General Repairs and Maintenance,25/11/2021,237063,1046.5,Revenue,J K  Build Ltd,1239
Rushmoor Borough Council,Legal,1213,Responsive Repairs and Maintenance,25/11/2021,237064,2265,Revenue,Cooper And Withycombe,13479
Rushmoor Borough Council,Community,2543,Aldershot Promotions,25/11/2021,237072,577.5,Revenue,Hayley Bush Creative Design,15157
Rushmoor Borough Council,Community,2543,Aldershot Promotions,25/11/2021,237074,575,Revenue,Cactus Brass,13235
Rushmoor Borough Council,Legal,1213,Contract Staff,25/11/2021,237076,600,Revenue,Park Avenue Recruitment,15709
Rushmoor Borough Council,Legal,1210,Contract Staff,25/11/2021,237076,600,Revenue,Park Avenue Recruitment,15709
Rushmoor Borough Council,Chief Executive,1100,Temporary Staff,25/11/2021,237077,1680,Revenue,Park Avenue Recruitment,15709
Rushmoor Borough Council,Legal,1210,Contract Staff,25/11/2021,237079,559,Revenue,Park Avenue Recruitment,15709
Rushmoor Borough Council,Legal,1202,Temporary Staff,25/11/2021,237083,1155,Revenue,Sellick Partnership Ltd,15486
Rushmoor Borough Council,Holding Accounts,9421,Covid19 Costs,25/11/2021,237086,4684.34,Holding Accounts,Carritech Limited,11400
Rushmoor Borough Council,Community,2551,Caskets and Urns,25/11/2021,237089,502.95,Revenue,Ashdown Supplies,118
Rushmoor Borough Council,Community,2517,Tree Maintenance,25/11/2021,237090,672.4,Revenue,Transform Landscapes,16032
Rushmoor Borough Council,Community,2518,Refreshment Purchases,25/11/2021,237091,815.68,Revenue,Bentons,12526
Rushmoor Borough Council,Information Technology,3304,Azure,25/11/2021,237092,1233.74,Revenue,Phoenix Software,724
Rushmoor Borough Council,Information Technology,3300,Admin Equipment,25/11/2021,237093,364.14,Revenue,Daisy Corporate Services Trading Ltd,9349
Rushmoor Borough Council,Community,2517,Maintenance of Pavilions and Buildings,25/11/2021,237094,702.33,Revenue,J K  Build Ltd,1239
Rushmoor Borough Council,Community,2517,Removal of Benches,25/11/2021,237099,1656,Revenue,Serco Ltd,13135
Rushmoor Borough Council,Community,2518,Temporary Staff,25/11/2021,237101,270,Revenue,Tango Security Ltd,1412
Rushmoor Borough Council,Community,2551,Tree Maintenance,25/11/2021,237102,2328,Revenue,Charterhouse Tree Care,11919
Rushmoor Borough Council,Chief Executive,1100,Temporary Staff,25/11/2021,237103,10050,Revenue,Solace In Business Ltd,14403
Rushmoor Borough Council,Legal,1206,General Repairs and Maintenance,25/11/2021,237105,-530,Revenue,Hampshire Property (Services) Ltd,13759
Rushmoor Borough Council,Community,2554,Food Waste,25/11/2021,237107,564.25,Revenue,Wendy B Employment Consultancy,1743
Rushmoor Borough Council,Community,2551,Memorial Vaults,25/11/2021,237111,579.5,Revenue,The Columbaria Company,993
Rushmoor Borough Council,Community,2517,Tree Planting,25/11/2021,237113,2202,Revenue,Barcham Trees Plc,5881
Rushmoor Borough Council,Community,2517,Playground Apparatus,25/11/2021,237123,1467.22,Revenue,Hags-Smp Ltd,4499
Rushmoor Borough Council,Legal,1200,Hampshire County Council Searches,25/11/2021,237125,2255,Revenue,Hampshire County Council,1206
Rushmoor Borough Council,Legal,1200,Hampshire County Council Searches,25/11/2021,237126,2091,Revenue,Hampshire County Council,1206
Rushmoor Borough Council,Information Technology,3302,Application Software,25/11/2021,237132,299.46,Revenue,Phoenix Software,724
Rushmoor Borough Council,Environmental Health and Housing,2218,Vehicle Plates,25/11/2021,237134,1785.83,Revenue,Vip-System Limited,11630
Rushmoor Borough Council,Community,2518,Panto Expenditure,25/11/2021,237138,5000,Revenue,Hopkins Associates Ltd,463
Rushmoor Borough Council,Community,2518,Payment to Artistes,25/11/2021,237140,6180.5,Revenue,Fane Productions Ltd,16640
Rushmoor Borough Council,Community,2507,General Repairs and Maintenance,25/11/2021,237142,479.47,Revenue,Brookside Pre School Ltd,16339
Rushmoor Borough Council,Customer Services,3804,Contract Staff,25/11/2021,237146,1110,Revenue,G2 Recruitment Solutions,16259
Rushmoor Borough Council,Community,2518,General Repairs and Maintenance,25/11/2021,237155,497.49,Revenue,Temple Lifts Limited,12997
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,04/11/2021,80015235,4385,Capital,K & P Installations,16577
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,04/11/2021,80015236,4615,Capital,Handicare Accessibility Ltd,13797
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,04/11/2021,80015247,4787,Capital,Ken Kinch,15907
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,04/11/2021,80015248,550,Control Accounts,Foster Properties,11478
Rushmoor Borough Council,Community,2518,Agency Sales,04/11/2021,80015249,8900,Revenue,Stagecoach Basingstoke,15495
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,04/11/2021,80015253,4430.62,Capital,Kemp Builders,14974
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,04/11/2021,80015254,2556.74,Capital,Kemp Builders,14974
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,04/11/2021,80015255,3443.26,Capital,Bjc Design,14608
Rushmoor Borough Council,Community,2518,Agency Sales,04/11/2021,80015257,2880,Revenue,Shy Productions,16598
Rushmoor Borough Council,Community,2518,Service Charges,04/11/2021,80015258,300,Revenue,Angela Cantan,15113
Rushmoor Borough Council,Legal,1242,Agents Fees,04/11/2021,80015264,6300,Revenue,Curchod & Co,16602
Rushmoor Borough Council,Community,2518,Agency Sales,04/11/2021,80015266,5162.5,Revenue,Senta Renton,12175
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,11/11/2021,80015267,1763.64,Capital,Bjc Design,14608
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,11/11/2021,80015268,16330,Capital,R H Collings & Son,12238
Rushmoor Borough Council,Environmental Health and Housing,2402,Rent Deposits,01/11/2021,80015270,1038.46,Revenue,Mr R Wehrli,15732
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,01/11/2021,80015270,692.31,Control Accounts,Mr R Wehrli,15732
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,02/11/2021,80015272,475,Control Accounts,Nigel Budgen,16604
Rushmoor Borough Council,Customer Services,3811,Test and Trace Support Standard Payments,02/11/2021,80015273,500,Revenue,Redacted personal data,16605
Rushmoor Borough Council,Customer Services,3811,Test and Trace Support Standard Payments,02/11/2021,80015274,500,Revenue,Redacted personal data,16103
Rushmoor Borough Council,Customer Services,3811,Test and Trace Support Standard Payments,02/11/2021,80015275,500,Revenue,Redacted personal data,16606
Rushmoor Borough Council,Customer Services,3811,Test and Trace Support Standard Payments,02/11/2021,80015276,500,Revenue,Redacted personal data,16608
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,02/11/2021,80015278,775,Control Accounts,Kingsfield Court Ltd,16609
Rushmoor Borough Council,Community,2543,Aldershot Promotions,02/11/2021,80015279,305.05,Revenue,Redacted personal data,15247
Rushmoor Borough Council,Customer Services,3811,Test and Trace Support Standard Payments,03/11/2021,80015280,500,Revenue,Redacted personal data,16610
Rushmoor Borough Council,Customer Services,3811,Test and Trace Support Standard Payments,03/11/2021,80015281,500,Revenue,Redacted personal data,16611
Rushmoor Borough Council,Environmental Health and Housing,2402,Rent Deposits,05/11/2021,80015282,1032,Revenue,Lk Lettings & Co,16523
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,05/11/2021,80015282,895,Control Accounts,Lk Lettings & Co,16523
Rushmoor Borough Council,Customer Services,3811,Test and Trace Support Discretionary Payments,04/11/2021,80015283,500,Revenue,Redacted personal data,16612
Rushmoor Borough Council,Customer Services,3811,Test and Trace Support Discretionary Payments,04/11/2021,80015284,500,Revenue,Redacted personal data,16613
Rushmoor Borough Council,Customer Services,3811,Test and Trace Support Standard Payments,02/11/2021,80015285,500,Revenue,Redacted personal data,16607
Rushmoor Borough Council,Customer Services,3811,Test and Trace Support Standard Payments,08/11/2021,80015288,500,Revenue,Redacted personal data,16616
Rushmoor Borough Council,Environmental Health and Housing,6400,Housing Renewal Grants,11/11/2021,80015289,4371.85,Capital,Neaterheat,16617
Rushmoor Borough Council,Legal,1202,Data Protection Register,11/11/2021,80015291,2900,Revenue,Information Commissioner,5812
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,11/11/2021,80015293,500,Control Accounts,Mr Mark Raggett,6505
Rushmoor Borough Council,Community,2513,Direct Grants,11/11/2021,80015294,1500,Revenue,Aldershot & District West Indian Assoc,6996
Rushmoor Borough Council,Customer Services,3811,Test and Trace Support Standard Payments,09/11/2021,80015295,500,Revenue,Redacted personal data,16619
Rushmoor Borough Council,Customer Services,3811,Test and Trace Support Standard Payments,10/11/2021,80015296,500,Revenue,Redacted personal data,16620
Rushmoor Borough Council,Customer Services,3811,Test and Trace Support Standard Payments,09/11/2021,80015297,500,Revenue,Redacted personal data,16621
Rushmoor Borough Council,Customer Services,3811,Test and Trace Support Standard Payments,05/11/2021,80015298,500,Revenue,Redacted personal data,16614
Rushmoor Borough Council,Community,2513,Direct Grants,11/11/2021,80015312,1000,Revenue, Royal British Legion,13869
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,11/11/2021,80015313,11000,Capital,Southern Counties Building Solutions Lt,13340
Rushmoor Borough Council,Customer Services,3811,Test and Trace Support Standard Payments,10/11/2021,80015318,500,Revenue,Redacted personal data,16420
Rushmoor Borough Council,Environmental Health and Housing,2402,Non Statutory Homeless Rent Deposit,10/11/2021,80015319,476,Revenue,Mr Mark Raggett,6505
Rushmoor Borough Council,Environmental Health and Housing,2402,Non Statutory Homeless Rent Deposit,10/11/2021,80015319,610,Revenue,Mr Mark Raggett,6505
Rushmoor Borough Council,Customer Services,3811,Test and Trace Support Discretionary Payments,10/11/2021,80015320,500,Revenue,Redacted personal data,16443
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,18/11/2021,80015321,1710,Capital,Whitehouse Building Specialists,16552
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,18/11/2021,80015323,4752.53,Capital,Rocon Contractors Ltd,2821
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,18/11/2021,80015324,478.98,Capital,Bjc Design,14608
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,18/11/2021,80015325,427.73,Capital,Bjc Design,14608
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,18/11/2021,80015326,5340,Capital,Adaptec Mobility,15990
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,18/11/2021,80015327,8500,Capital,Whitehouse Building Specialists,16552
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,18/11/2021,80015330,675,Control Accounts,Foster Properties,11478
Rushmoor Borough Council,Strategy and Communiations,1415,Apprenticeship Levy,18/11/2021,80015335,3070,Revenue,Hm Revenue & Customs,489
Rushmoor Borough Council,Community,2518,Agency Sales,18/11/2021,80015337,4184,Revenue,Jmg Music Group,16631
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,18/11/2021,80015339,1640,Capital,Handicare Accessibility Ltd,13797
Rushmoor Borough Council,Community,2518,Panto Expenditure,18/11/2021,80015340,400,Revenue,Hopkins Associates Ltd,16632
Rushmoor Borough Council,Community,2518,Panto Expenditure,18/11/2021,80015341,500,Revenue,Hopkins Associates Ltd,12920
Rushmoor Borough Council,Environmental Health and Housing,2228,Repairs and Maintenance,18/11/2021,80015342,648,Revenue,Mw Automotive Ltd T/A Chips Away,16633
Rushmoor Borough Council,Community,2518,Panto Expenditure,18/11/2021,80015343,400,Revenue,Hopkins Associates Ltd,16634
Rushmoor Borough Council,Community,2518,Panto Expenditure,18/11/2021,80015344,450,Revenue,Hopkins Associates Ltd,13923
Rushmoor Borough Council,Community,2518,Panto Expenditure,18/11/2021,80015345,450,Revenue,Hopkins Associates Ltd,14816
Rushmoor Borough Council,Community,2518,Panto Expenditure,18/11/2021,80015346,400,Revenue,Hopkins Associates Ltd,16635
Rushmoor Borough Council,Community,2518,Panto Expenditure,18/11/2021,80015347,1260,Revenue,Hopkins Associates Ltd,12402
Rushmoor Borough Council,Community,2518,Panto Expenditure,18/11/2021,80015348,780,Revenue,Hopkins Associates Ltd,12917
Rushmoor Borough Council,Customer Services,3811,Test and Trace Support Standard Payments,16/11/2021,80015349,500,Revenue,Redacted personal data,16636
Rushmoor Borough Council,Customer Services,3811,Test and Trace Support Standard Payments,18/11/2021,80015356,500,Revenue,Redacted personal data,16638
Rushmoor Borough Council,Customer Services,3811,Test and Trace Support Discretionary Payments,18/11/2021,80015357,500,Revenue,Redacted personal data,16087
Rushmoor Borough Council,Customer Services,3811,Test and Trace Support Standard Payments,17/11/2021,80015358,500,Revenue,Redacted personal data,16639
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,18/11/2021,80015361,500,Control Accounts,Mr Mark Raggett,6505
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,18/11/2021,80015362,550,Control Accounts,Foster Properties,11478
Rushmoor Borough Council,Community,2518,Panto Expenditure,25/11/2021,80015363,700,Revenue,Hopkins Associates Ltd,16632
Rushmoor Borough Council,Community,2518,Panto Expenditure,25/11/2021,80015364,800,Revenue,Hopkins Associates Ltd,12920
Rushmoor Borough Council,Community,2518,Panto Expenditure,25/11/2021,80015365,700,Revenue,Hopkins Associates Ltd,16634
Rushmoor Borough Council,Community,2518,Panto Expenditure,25/11/2021,80015366,700,Revenue,Hopkins Associates Ltd,13923
Rushmoor Borough Council,Community,2518,Panto Expenditure,25/11/2021,80015367,700,Revenue,Hopkins Associates Ltd,14816
Rushmoor Borough Council,Community,2518,Panto Expenditure,25/11/2021,80015368,700,Revenue,Hopkins Associates Ltd,16635
Rushmoor Borough Council,Community,2518,Panto Expenditure,25/11/2021,80015369,1260,Revenue,Hopkins Associates Ltd,12402
Rushmoor Borough Council,Community,2518,Panto Expenditure,25/11/2021,80015370,780,Revenue,Hopkins Associates Ltd,12917
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,25/11/2021,80015371,3923,Capital,Hampshire Property (Services) Ltd,13759
Rushmoor Borough Council,Community,2513,Direct Grants,25/11/2021,80015372,400,Revenue,South Farnborough Junior School,10717
Rushmoor Borough Council,Community,2513,Direct Grants,25/11/2021,80015373,600,Revenue,Heart Of Farnborough,16641
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,25/11/2021,80015374,900,Control Accounts,Mrs Penny Drage,16642
Rushmoor Borough Council,Community,2513,Direct Grants,25/11/2021,80015377,390,Revenue,Brendon Care,13514
Rushmoor Borough Council,Community,2513,Direct Grants,25/11/2021,80015378,710.22,Revenue,10Th Farnborough Scouts,16645
Rushmoor Borough Council,Environmental Health and Housing,2402,Non Statutory Homeless Rent Deposit,25/11/2021,80015379,500,Revenue,Foster Properties,11478
Rushmoor Borough Council,Community,2513,Direct Grants,25/11/2021,80015380,400,Revenue,South Farnborough Junior School,10717
Rushmoor Borough Council,Community,2518,Panto Expenditure,25/11/2021,80015381,500,Revenue,Hopkins Associates Ltd,12399
Rushmoor Borough Council,Community,2518,Panto Expenditure,25/11/2021,80015382,500,Revenue,Hopkins Associates Ltd,16646
Rushmoor Borough Council,Customer Services,3811,Test and Trace Support Standard Payments,19/11/2021,80015395,500,Revenue,Redacted personal data,16648
Rushmoor Borough Council,Customer Services,3811,Test and Trace Support Standard Payments,19/11/2021,80015396,500,Revenue,Redacted personal data,16649
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,24/11/2021,80015398,730.77,Control Accounts,Vickery And Company Residential Letting,9697
