"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Office Region","Notes","Valid?"
"INF110A","N/D","SCS1","Senior Project Manager - Align","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1883E","N/D","1","N/A","N/A","","Operational Delivery Profession","East of England","Team is too small to detail - cost allocated to INF1883E","1.00"
"INF110","N/D","SCS1","Senior Project Manager - Align","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1883E","N/D","1","N/A","N/A","","Operational Delivery Profession","East of England","Team is too small to detail - cost allocated to INF1883E","1.00"
"INF1883E","Vacant","SCS1","Project Client - Align (Interim)","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","N/A","N/A","CIV001","1330217","1","N/A","N/A","","Operational Delivery Profession","East of England","nan","1.00"
"INF1887E","N/D","SCS1","Senior Project Manager - Align","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1883E","N/D","1","N/A","N/A","","Operational Delivery Profession","East of England","Team is too small to detail - cost allocated to INF1883E","1.00"
"INF2310","Vacant","SCS1","Head of Delivery","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","N/A","N/A","INF1883E","N/D","1","N/A","N/A","","Operational Delivery Profession","East of England","Team is too small to detail - cost allocated to INF1883E","1.00"
"INF2315","N/D","SCS1","Lead Construction Assurance Manager","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF103","N/D","1","N/A","N/A","","Operational Delivery Profession","East of England","Team is too small to detail - cost allocated to CIV001","1.00"
"CIV0005","Vacant","SCS1","Head of Delivery - BBV","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","N/A","N/A","INF1884E","N/D","1","N/A","N/A","","Operational Delivery Profession","West Midlands","Team is too small to detail - cost allocated to INF1884E","1.00"
"INF029","N/D","SCS1","Senior Project Manager","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF2279","N/D","1","N/A","N/A","","Operational Delivery Profession","West Midlands","Team is too small to detail - cost allocated to INF2279","1.00"
"INF1884E","Matthew Young","SCS2","Project Client - BBV","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","CIV001","849952","1","180000","184999","","Operational Delivery Profession","West Midlands","nan","1.00"
"INF1888E","N/D","SCS1","Senior Project Manager - BBV","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF2278","N/D","1","N/A","N/A","","Operational Delivery Profession","West Midlands","Team is too small to detail - cost allocated to INF2278","1.00"
"INF2078","Vacant","SCS1","Senior Project Manager - BBV","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","N/A","N/A","INF2278","N/D","1","N/A","N/A","","Operational Delivery Profession","West Midlands","Team is too small to detail - cost allocated to INF2278","1.00"
"INF2107","N/D","SCS1","Senior Project Manager - BBV IPT","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF2279","N/D","1","N/A","N/A","","Operational Delivery Profession","West Midlands","Team is too small to detail - cost allocated to INF2279","1.00"
"INF2193","N/D","SCS1","Senior Project Manager - BBV","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","CIV0005","N/D","1","N/A","N/A","","Operational Delivery Profession","West Midlands","Team is too small to detail - cost allocated to INF1884E","1.00"
"INF2194","N/D","SCS1","Senior Project Manager - BBV","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF2278","N/D","1","N/A","N/A","","Operational Delivery Profession","West Midlands","Team is too small to detail - cost allocated to INF2278","1.00"
"INF2195","N/D","SCS1","Senior Project Manager - BBV","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF2278","N/D","1","N/A","N/A","","Operational Delivery Profession","West Midlands","Team is too small to detail - cost allocated to INF2278","1.00"
"INF2196","N/D","SCS1","Senior Project Manager - BBV","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF2279","N/D","1","N/A","N/A","","Operational Delivery Profession","West Midlands","Team is too small to detail - cost allocated to INF2279","1.00"
"INF2197","N/D","SCS1","Senior Project Manager - BBV","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF2309","N/D","1","N/A","N/A","","Operational Delivery Profession","West Midlands","Team is too small to detail - cost allocated to INF1884E","1.00"
"INF2278","N/D","SCS1","Head of Delivery","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1884E","1102715","1","N/A","N/A","","Operational Delivery Profession","West Midlands","nan","1.00"
"INF2279","N/D","SCS1","Head of Delivery","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1884E","1333229","1","N/A","N/A","","Operational Delivery Profession","West Midlands","nan","1.00"
"INF2309","N/D","SCS1","Head of Delivery","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1884E","N/D","1","N/A","N/A","","Operational Delivery Profession","West Midlands","Team is too small to detail - cost allocated to INF1884E","1.00"
"INF2337","N/D","SCS1","Lead Construction Assurance Manager","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF2279","N/D","1","N/A","N/A","","Operational Delivery Profession","West Midlands","Team is too small to detail - cost allocated to INF2279","1.00"
"INF307","N/D","SCS1","Senior Project Manager - BBV","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF2279","N/D","1","N/A","N/A","","Operational Delivery Profession","West Midlands","Team is too small to detail - cost allocated to INF2279","1.00"
"INF310","N/D","SCS1","Senior Project Manager - BBV","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF2278","N/D","1","N/A","N/A","","Operational Delivery Profession","West Midlands","Team is too small to detail - cost allocated to INF2278","1.00"
"INF1885E","N/D","SCS1","Project Client - EKFB","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","CIV001","1745624","1","N/A","N/A","","Operational Delivery Profession","South East","nan","1.00"
"INF1889E","N/D","SCS1","Senior Project Manager - EK","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF2281","N/D","1","N/A","N/A","","Operational Delivery Profession","South East","Team is too small to detail - cost allocated to INF1885E","1.00"
"INF1890E","N/D","SCS1","Senior Project Manager - EK","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1885E","N/D","1","N/A","N/A","","Operational Delivery Profession","South East","Team is too small to detail - cost allocated to INF1885E","1.00"
"INF1890EA","N/D","SCS1","Senior Project Manager - EK","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1885E","N/D","1","N/A","N/A","","Operational Delivery Profession","South East","Team is too small to detail - cost allocated to INF1885E","1.00"
"INF1983","N/D","SCS1","Senior Project Manager","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1885E","443776","1","N/A","N/A","","Operational Delivery Profession","South East","nan","1.00"
"INF212","N/D","SCS1","Senior Project Manager - EK","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1885E","N/D","1","N/A","N/A","","Operational Delivery Profession","South East","Team is too small to detail - cost allocated to INF1885E","1.00"
"INF2281","N/D","SCS1","Head of Delivery","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1885E","N/D","1","N/A","N/A","","Operational Delivery Profession","South East","Team is too small to detail - cost allocated to INF1885E","1.00"
"INF2283","N/D","SCS1","Senior Project Manager - EKFB","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1885E","N/D","1","N/A","N/A","","Operational Delivery Profession","South East","Team is too small to detail - cost allocated to INF1885E","1.00"
"INF2314","N/D","SCS1","Lead Construction Assurance Manager","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1885E","N/D","1","N/A","N/A","","Operational Delivery Profession","South East","Team is too small to detail - cost allocated to INF1885E","1.00"
"INF2317","N/D","SCS1","Head of Delivery","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1885E","N/D","1","N/A","N/A","","Operational Delivery Profession","West Midlands","Team is too small to detail - cost allocated to INF1885E","1.00"
"INF061","N/D","SCS1","Senior Project Manager - SCS","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1886E","500329","1","N/A","N/A","","Operational Delivery Profession","London","nan","1.00"
"INF064","N/D","SCS1","Senior Project Manager - SCS","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1886E","N/D","1","N/A","N/A","","Operational Delivery Profession","London","Team is too small to detail - cost allocated to INF1886E","1.00"
"INF114","N/D","SCS1","Senior Project Manager - SCS","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1886E","N/D","1","N/A","N/A","","Operational Delivery Profession","London","Team is too small to detail - cost allocated to INF1886E","1.00"
"INF1886E","N/D","SCS1","Project Client - SCS","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","CIV001","1673210","1","N/A","N/A","","Operational Delivery Profession","London","nan","1.00"
"INF2280","N/D","SCS1","Head of Delivery","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1886E","N/D","1","N/A","N/A","","Operational Delivery Profession","London","Team is too small to detail - cost allocated to INF1886E","1.00"
"INF2316","N/D","SCS1","Lead Construction Assurance Manager","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1886E","N/D","1","N/A","N/A","","Operational Delivery Profession","London","Team is too small to detail - cost allocated to INF1886E","1.00"
"INF2318","N/D","SCS1","Head of Delivery","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1886E","N/D","1","N/A","N/A","","Operational Delivery Profession","London","Team is too small to detail - cost allocated to INF1886E","1.00"
"CIV001","Jackie Roe","SCS2","Delivery Director - Civils","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","CEO001","1555210","1","450000","454999","","Operational Delivery Profession","West Midlands","nan","1.00"
"CIV002","Vacant","SCS1","Head of Civils Special Projects","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","N/A","N/A","CIV001","N/D","1","N/A","N/A","","Operational Delivery Profession","West Midlands","Team is too small to detail - cost allocated to CIV001","1.00"
"INF2062","N/D","SCS1","Head of Construction Assurance Management","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF2282","N/D","1","N/A","N/A","","Operational Delivery Profession","London","Team is too small to detail - cost allocated to CIV001","1.00"
"INF2282","Vacant","SCS1","Delivery Services Director","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","N/A","N/A","CIV001","N/D","1","N/A","N/A","","Operational Delivery Profession","West Midlands","Team is too small to detail - cost allocated to CIV001","1.00"
"INF103","N/D","SCS1","Project Director - Civils (Interim)","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","CIV001","N/D","1","N/A","N/A","","Operational Delivery Profession","London","Team is too small to detail - cost allocated to CIV001","1.00"
"INF1544","N/D","SCS1","Head of Civils Integration","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF2282","494423","1","N/A","N/A","","Operational Delivery Profession","West Midlands","nan","1.00"
"INF1987","N/D","SCS1","Senior Project Manager","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1544","N/D","1","N/A","N/A","","Operational Delivery Profession","London","Team is too small to detail - cost allocated to INF1544","1.00"
"INF1988","N/D","SCS1","Senior Project Manager - CIU","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1544","N/D","1","N/A","N/A","","Operational Delivery Profession","London","Team is too small to detail - cost allocated to INF1544","1.00"
"0","N/D","SCS1","Not in Post","N/A","Department for Transport","High Speed Two Ltd","N/A","N/A","N/A","INF1920E","N/D","1","N/A","N/A","","Project Delivery Profession","West Midlands","Individual on long term leave. Temporary cover is in place for the individual's role: INF1251","1.00"
"INF1251","N/D","SCS1","Head of Project Controls","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1920E","N/D","1","N/A","N/A","","Project Delivery Profession","West Midlands","Team is too small to detail - cost allocated to INF1920E","1.00"
"INF1255","N/D","SCS1","Head of Project Controls","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1920E","N/D","1","N/A","N/A","","Project Delivery Profession","South East","Team is too small to detail - cost allocated to INF1920E","1.00"
"INF1911E","N/D","SCS1","Head of Project Controls","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1920E","N/D","1","N/A","N/A","","Project Delivery Profession","West Midlands","Team is too small to detail - cost allocated to INF1920E","1.00"
"INF1920E","N/D","SCS1","Project Controls Director - Civils","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","CIV001","2077109","1","N/A","N/A","","Project Delivery Profession","West Midlands","nan","1.00"
"INF1921E","Vacant","SCS1","Head of Project Controls","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","N/A","N/A","PRG001","N/D","1","N/A","N/A","","Project Delivery Profession","West Midlands","Team is too small to detail - cost allocated to PRG001","1.00"
"INF1960E","N/D","SCS1","Head of Project Controls","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1920E","N/D","1","N/A","N/A","","Project Delivery Profession","London","Team is too small to detail - cost allocated to INF1920E","1.00"
"INF2001","Vacant","SCS1","Head of Project Controls","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","N/A","N/A","INF1920E","N/D","1","N/A","N/A","","Project Delivery Profession","West Midlands","Team is too small to detail - cost allocated to INF1920E","1.00"
"CD385E","N/D","SCS1","Head of Commercial - Align","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","CD406E","404648","1","N/A","N/A","","Procurement Profession","East of England","nan","1.00"
"INF290","N/D","SCS1","Head of Commercial - BBV","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","CD406E","855545","1","N/A","N/A","","Procurement Profession","West Midlands","nan","1.00"
"CD406E","N/D","SCS1","Commercial Delivery Director - Civils & Services","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","CIV001","1573659","1","N/A","N/A","","Procurement Profession","West Midlands","nan","1.00"
"CD596","N/D","SCS1","Head of Commercial","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","CD406E","N/D","1","N/A","N/A","","Procurement Profession","London","Team is too small to detail - cost allocated to CD406E","1.00"
"CD533","N/D","SCS1","Head of Commercial - Civils & Services","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","CD406E","N/D","1","N/A","N/A","","Procurement Profession","South East","Team is too small to detail - cost allocated to CD406E","1.00"
"INF154","N/D","SCS1","Head of Commercial - EK","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","CD406E","957460","1","N/A","N/A","","Procurement Profession","South East","nan","1.00"
"INF018","N/D","SCS1","Head of Commercial - SCS","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","CD406E","834619","1","N/A","N/A","","Procurement Profession","London","nan","1.00"
"INF1789E","N/D","SCS1","Head of Logistics","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF2282","1341092","1","N/A","N/A","","Operational Delivery Profession","West Midlands","nan","1.00"
"INF1783E","Vacant","SCS1","Head of Utilities","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","N/A","N/A","CIV001","1781345","1","N/A","N/A","","Operational Delivery Profession","West Midlands","nan","1.00"
"INF1870E","N/D","SCS1","Senior Project Manager - Delivery Phase One","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1783E","N/D","1","N/A","N/A","","Operational Delivery Profession","London","Team is too small to detail - cost allocated to INF1783E","1.00"
"INF1873E","N/D","SCS1","Senior Project Manager - Delivery","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1783E","N/D","1","N/A","N/A","","Operational Delivery Profession","London","Team is too small to detail - cost allocated to INF1783E","1.00"
"INF1874E","N/D","SCS1","Senior Project Manager - Design and Assurance","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1783E","N/D","1","N/A","N/A","","Operational Delivery Profession","West Midlands","Team is too small to detail - cost allocated to INF1783E","1.00"
"INF1928E","N/D","SCS1","Senior Project Manager - Utilities","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","08081 434 434","HS2enquiries@hs2.org.uk","INF1783E","601339","1","N/A","N/A","","Operational Delivery Profession","London","nan","1.00"
"INF2003","Vacant","SCS1","Senior Project Manager","Programme Delivery","Department for Transport","High Speed Two Ltd","Civils Directorate","N/A","N/A","INF1783E","431296","1","N/A","N/A","","Operational Delivery Profession","West Midlands","nan","1.00"
"CSE002","N/D","SCS1","Head of Campaigns - Creative & Projects & Events","Corporate Function","Department for Transport","High Speed Two Ltd","External Affairs Directorate","08081 434 434","HS2enquiries@hs2.org.uk","EA001","565113","1","N/A","N/A","","Government Communication Service","West Midlands","nan","1.00"
"CA087","N/D","SCS1","Head of Brand and Creative","Corporate Function","Department for Transport","High Speed Two Ltd","External Affairs Directorate","08081 434 434","HS2enquiries@hs2.org.uk","CSE002","913088","1","N/A","N/A","","Government Communication Service","West Midlands","nan","1.00"
"CEG019","N/D","SCS1","Head of Projects and Events","Corporate Function","Department for Transport","High Speed Two Ltd","External Affairs Directorate","08081 434 434","HS2enquiries@hs2.org.uk","CSE002","571522","1","N/A","N/A","","Government Communication Service","London","nan","1.00"
"EA001","James Gray","SCS2","External Affairs Director","Corporate Function","Department for Transport","High Speed Two Ltd","External Affairs Directorate","08081 434 434","HS2enquiries@hs2.org.uk","CEO001","443664","1","145000","149999","","Government Communication Service","London","nan","1.00"
"CA169","Vacant","SCS2","Director of External Communications","Corporate Function","Department for Transport","High Speed Two Ltd","External Affairs Directorate","N/A","N/A","EA001","1592464","1","N/A","N/A","","Government Communication Service","London","nan","1.00"
"CA271","N/D","SCS1","Head of Public Affairs","Corporate Function","Department for Transport","High Speed Two Ltd","External Affairs Directorate","08081 434 434","HS2enquiries@hs2.org.uk","CA169","487918","1","N/A","N/A","","Government Communication Service","London","nan","1.00"
"CEG013","N/D","SCS1","Head of Strategy - Planning and Insights","Corporate Function","Department for Transport","High Speed Two Ltd","External Affairs Directorate","08081 434 434","HS2enquiries@hs2.org.uk","EA001","442240","1","N/A","N/A","","Government Communication Service","West Midlands","nan","1.00"
"CEG001","Vacant","SCS2","Community Engagement Director","Corporate Function","Department for Transport","High Speed Two Ltd","People, Organisation and Communities Directorate","N/A","N/A","HR115","0","1","N/A","N/A","","Government Communication Service","London","nan","1.00"
"CEG177E","N/D","SCS1","Head of Community Engagement - Phase One North","Corporate Function","Department for Transport","High Speed Two Ltd","People, Organisation and Communities Directorate","08081 434 434","HS2enquiries@hs2.org.uk","HR107","395070","1","N/A","N/A","","Government Communication Service","West Midlands","nan","1.00"
"CEG172E","N/D","SCS1","Head of Community Engagement - Phase One South","Corporate Function","Department for Transport","High Speed Two Ltd","People, Organisation and Communities Directorate","08081 434 434","HS2enquiries@hs2.org.uk","HR107","727830","1","N/A","N/A","","Government Communication Service","London","nan","1.00"
"CEG074","N/D","SCS1","Head of Consultation and Engagement","Corporate Function","Department for Transport","High Speed Two Ltd","People, Organisation and Communities Directorate","08081 434 434","HS2enquiries@hs2.org.uk","HR107","745729","1","N/A","N/A","","Government Communication Service","West Midlands","nan","1.00"
"CEG005","N/D","SCS1","Head of Public Response","Corporate Function","Department for Transport","High Speed Two Ltd","People, Organisation and Communities Directorate","08081 434 434","HS2enquiries@hs2.org.uk","HR107","700841","1","N/A","N/A","","Government Communication Service","London","nan","1.00"
"HR035","N/D","SCS1","Head of HR Customer Operations","Corporate Function","Department for Transport","High Speed Two Ltd","People, Organisation and Communities Directorate","08081 434 434","HS2enquiries@hs2.org.uk","HR115","1553514","1","N/A","N/A","","Human Resources Profession","West Midlands","nan","1.00"
"HR182","N/D","SCS1","Head of Employee Relations & Industrial Relations & Employee Policy","Corporate Function","Department for Transport","High Speed Two Ltd","People, Organisation and Communities Directorate","08081 434 434","HS2enquiries@hs2.org.uk","HR115","N/D","1","N/A","N/A","","Human Resources Profession","West Midlands","Team is too small to detail - cost allocated to HR115","1.00"
"HR107","N/D","SCS1","Head of Legacy","Corporate Function","Department for Transport","High Speed Two Ltd","People, Organisation and Communities Directorate","08081 434 434","HS2enquiries@hs2.org.uk","HR115","2035734","1","N/A","N/A","","Human Resources Profession","West Midlands","nan","1.00"
"HR089","N/D","SCS1","Organisational Development Director","Corporate Function","Department for Transport","High Speed Two Ltd","People, Organisation and Communities Directorate","08081 434 434","HS2enquiries@hs2.org.uk","HR115","1383949","1","N/A","N/A","","Human Resources Profession","West Midlands","nan","1.00"
"HR214","N/D","SCS1","Head of People Strategy, Planning & Insights","Corporate Function","Department for Transport","High Speed Two Ltd","People, Organisation and Communities Directorate","08081 434 434","HS2enquiries@hs2.org.uk","HR115","N/D","1","N/A","N/A","","Human Resources Profession","London","Team is too small to detail - cost allocated to HR115","1.00"
"HR247","N/D","SCS1","Head of Reward","Corporate Function","Department for Transport","High Speed Two Ltd","People, Organisation and Communities Directorate","08081 434 434","HS2enquiries@hs2.org.uk","HR115","385451","1","N/A","N/A","","Human Resources Profession","West Midlands","nan","1.00"
"HR309","N/D","SCS1","Head of Talent & Development","Corporate Function","Department for Transport","High Speed Two Ltd","People, Organisation and Communities Directorate","08081 434 434","HS2enquiries@hs2.org.uk","HR115","2168901","1","N/A","N/A","","Human Resources Profession","West Midlands","nan","1.00"
"CA240","N/D","SCS1","Head of Internal Communications","Corporate Function","Department for Transport","High Speed Two Ltd","People, Organisation and Communities Directorate","08081 434 434","HS2enquiries@hs2.org.uk","HR115","605870","1","N/A","N/A","","Government Communication Service","West Midlands","nan","1.00"
"HR115","Shira Johnson","SCS2","Chief People Officer","Corporate Function","Department for Transport","High Speed Two Ltd","People, Organisation and Communities Directorate","08081 434 434","HS2enquiries@hs2.org.uk","CEO001","1558710","1","225000","229999","","Human Resources Profession","West Midlands","nan","1.00"
"DEV004","N/D","SCS1","Hybrid Bill Delivery Director","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","08081 434 434","HS2enquiries@hs2.org.uk","DEV001","781288","1","N/A","N/A","","Operational Delivery Profession","London","nan","1.00"
"DEV039","N/D","SCS1","Head of Parliamentary Management","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","08081 434 434","HS2enquiries@hs2.org.uk","DEV004","773376","1","N/A","N/A","","Operational Delivery Profession","London","nan","1.00"
"DEV099","N/D","SCS1","Head of Hybrid Bill Technical","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","08081 434 434","HS2enquiries@hs2.org.uk","DEV004","1023992","1","N/A","N/A","","Operational Delivery Profession","London","nan","1.00"
"DEV1112","N/D","SCS1","Head of Petition Management","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","08081 434 434","HS2enquiries@hs2.org.uk","DEV004","763775","1","N/A","N/A","","Operational Delivery Profession","London","nan","1.00"
"DEV1155","N/D","SCS1","Head of Powers & Consents","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","08081 434 434","HS2enquiries@hs2.org.uk","DEV004","N/D","1","N/A","N/A","","Operational Delivery Profession","London","Team is too small to detail - cost allocated to DEV004","1.00"
"DEV1150","Vacant","SCS1","Construction Client (Interim)","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","N/A","N/A","DEV336","N/D","1","N/A","N/A","","Operational Delivery Profession","West Midlands","Team is too small to detail - cost allocated to DEV336","1.00"
"DEV1151","N/D","SCS1","Head of Delivery, Phase 2a","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","08081 434 434","HS2enquiries@hs2.org.uk","DEV1150","N/D","1","N/A","N/A","","Operational Delivery Profession","West Midlands","Team is too small to detail - cost allocated to DEV336","1.00"
"DEV336","Vacant","SCS2","Phase 2a Delivery Director (Interim)","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","N/A","N/A","CEO001","431664","1","N/A","N/A","","Operational Delivery Profession","West Midlands","nan","1.00"
"DEV806","Vacant","SCS1","Senior Project Manager","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","N/A","N/A","DEV1036","N/D","1","N/A","N/A","","Operational Delivery Profession","West Midlands","Team is too small to detail - cost allocated to DEV1036","1.00"
"DEV807","Vacant","SCS1","Head of Support Services Phase 2a","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","N/A","N/A","DEV336","N/D","1","N/A","N/A","","Operational Delivery Profession","London","Team is too small to detail - cost allocated to DEV336","1.00"
"DEV708","N/D","SCS1","Senior Project Manager","Programme Delivery","Department for Transport","High Speed Two Ltd","Phase Two Directorate","08081 434 434","HS2enquiries@hs2.org.uk","DEV771","N/D","1","N/A","N/A","","Operational Delivery Profession","West Midlands","Team is too small to detail - cost allocated to DEV001","1.00"
