BeneficiaryOtherID,BeneficiaryName,OrganisationalUnit,Purpose,ContractRef,Amount,IrrecoverableVATAmount,PaymentDate
IF000070,Connaught Property Services Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,126281,4372.09,0,11/11/2013
6534P,Contract Security Servicesl Ltd,Car Parks,Cash Collection Charge,158398,3569.19,0,18/04/2013
6534P,Contract Security Servicesl Ltd,Financial Services,Cash Collection Charge,158398,729.2,0,18/04/2013
6534P,Contract Security Servicesl Ltd,Car Parks,Cash Collection Charge,159584,3538.8,0,16/05/2013
6534P,Contract Security Servicesl Ltd,Financial Services,Cash Collection Charge,159584,437.52,0,16/05/2013
6534P,Contract Security Servicesl Ltd,Car Parks,Cash Collection Charge,161457,3770.29,0,20/06/2013
6534P,Contract Security Servicesl Ltd,Car Parks,Cash Collection Charge,162587,3457.13,0,18/07/2013
6534P,Contract Security Servicesl Ltd,Car Parks,Cash Collection Charge,164293,3868.39,0,30/08/2013
6534P,Contract Security Servicesl Ltd,Car Parks,Cash Collection Charge,164838,3854.19,0,09/09/2013
6534P,Contract Security Servicesl Ltd,Car Parks,Cash Collection Charge,167200,1907.02,0,31/10/2013
6534P,Contract Security Servicesl Ltd,Car Parks,Cash Collection Charge,167909,4018.75,0,15/11/2013
6534P,Contract Security Servicesl Ltd,Car Parks,Cash Collection Charge,168544,2320.65,0,03/12/2013
6534P,Contract Security Servicesl Ltd,Car Parks,Cash Collection Charge,169469,2281.46,0,03/01/2014
6534P,Contract Security Servicesl Ltd,Car Parks,Cash Collection Charge,170707,2237.75,0,27/01/2014
6534P,Contract Security Servicesl Ltd,Car Parks,Cash Collection Charge,173077,2217.76,0,17/03/2014
6534P,Contract Security Servicesl Ltd,Car Parks,Cash Collection Charge,173203,2262.09,0,20/03/2014
888249,Contract Sign Systems,Car Parks,Property Maintenance Ad Hoc,157824,616,0,18/04/2013
454222,Coolspirit Ltd,Ict Services,It Hardware Purchase,159081,248.65,0,07/05/2013
454222,Coolspirit Ltd,Ict Services,It Hardware Purchase,159446,248.65,0,30/05/2013
454222,Coolspirit Ltd,Ict Services,It Hardware Purchase,162037,487.35,0,04/07/2013
454222,Coolspirit Ltd,Ict Services,It Hardware Purchase,165897,1543.53,0,03/10/2013
855464,Coombefield Veterinary Hospital,Public Health,Inspection Fees,172984,600,0,17/03/2014
542138,Cooper Simms,Growth Point,Consultancy=Advice,164498,4980,0,30/08/2013
272882,Coral Products Plc,Refuse Collection & Recycling,Equipment & Plant Purchase,159902,9828,0,20/05/2013
272882,Coral Products Plc,Refuse Collection & Recycling,Equipment & Plant Purchase,166027,1600,0,17/10/2013
272882,Coral Products Plc,Refuse Collection & Recycling,Equipment & Plant Purchase,169532,1600,0,09/01/2014
272882,Coral Products Plc,Refuse Collection & Recycling,Equipment & Plant Purchase,173234,390,0,24/03/2014
2424986,Cornerstone Barristers,Development Managment,Legal Fees,164283,850,0,30/08/2013
621731,Cornish King Bulb Growers,Parks And Pleasure Grounds,Materials,166249,2209.46,0,10/10/2013
580911,Cornwall College,Supervision And Mgt General,Volunteer Training,166059,1265,0,03/10/2013
523000,County Contractors,Cyclical Maintenance,Property Contractors,161598,581.02,0,24/06/2013
674562,Courtship Limited,Sports Centres And Swim Pools,Planned Mtce Sa Corp Budget,158342,4855,0,18/04/2013
674562,Courtship Limited,Sports Centres And Swim Pools,Planned Mtce Sa Corp Budget,158622,2850,0,25/04/2013
674562,Courtship Limited,Sports Centres And Swim Pools,Planned Mtce Sa Corp Budget,161745,10436,0,27/06/2013
674562,Courtship Limited,Sports Centres And Swim Pools,Property Maintenance Ad Hoc,161745,998.8,0,27/06/2013
674562,Courtship Limited,Sports Centres And Swim Pools,Planned Mtce Sa Corp Budget,162187,1945,0,08/07/2013
674562,Courtship Limited,Sports Centres And Swim Pools,Property Maintenance Ad Hoc,162187,2320,0,08/07/2013
674562,Courtship Limited,Sports Centres And Swim Pools,Planned Mtce Sa Corp Budget,165089,3483.6,0,12/09/2013
674562,Courtship Limited,Sports Centres And Swim Pools,Planned Mtce Sa Corp Budget,165378,8488,0,23/09/2013
674562,Courtship Limited,Sports Centres And Swim Pools,Property Maintenance Ad Hoc,165378,1065.8,0,23/09/2013
674562,Courtship Limited,Sports Centres And Swim Pools,Planned Mtce Sa Corp Budget,165436,13628,0,24/09/2013
674562,Courtship Limited,Sports Centres And Swim Pools,Property Maintenance Ad Hoc,165436,920.8,0,24/09/2013
674562,Courtship Limited,Sports Centres And Swim Pools,Planned Mtce Sa Corp Budget,165543,13628,0,23/09/2013
674562,Courtship Limited,Sports Centres And Swim Pools,Property Maintenance Ad Hoc,165543,920.8,0,23/09/2013
674562,Courtship Limited,Sports Centres And Swim Pools,Property Maintenance Ad Hoc,170425,2575,0,23/01/2014
384038,Courtstall Services Ltd,Capital Parks And Pleasure Grn,Property Contractors,159438,4275,0,13/05/2013
607800,Craemer,Refuse Collection & Recycling,Equipment & Plant Purchase,159036,2900,0,13/05/2013
607800,Craemer,Refuse Collection & Recycling,Equipment & Plant Purchase,160310,3670,0,28/05/2013
607800,Craemer,Refuse Collection & Recycling,Equipment & Plant Purchase,163442,7250,0,08/08/2013
607800,Craemer,Refuse Collection & Recycling,Equipment & Plant Purchase,167922,1100,0,21/11/2013
607800,Craemer,Refuse Collection & Recycling,Equipment & Plant Purchase,168521,3688.35,0,05/12/2013
607800,Craemer,Refuse Collection & Recycling,Equipment & Plant Purchase,173337,2560,0,24/03/2014
455155,Croft Surveyors,Hra Major Repairs Spend,Structural Engineer Fees,163578,571.4,0,08/08/2013
455155,Croft Surveyors,Supervision And Mgt Special,Consultants - Planning,164383,1450,0,27/08/2013
686868,Cromwell Polythene Ltd,Refuse Collection & Recycling,Equipment & Plant Purchase,169078,1854.72,0,20/01/2014
767921,Crown Estate Commissioners,Aonb And Countryside,Rent,161441,7250,0,20/06/2013
767921,Crown Estate Commissioners,Beaches & Foreshores,Rent,165033,7250,0,16/09/2013
767921,Crown Estate Commissioners,Beaches & Foreshores,Rent,169001,7250,0,13/12/2013
767921,Crown Estate Commissioners,Beaches & Foreshores,Rent,172993,7250,0,17/03/2014
363332,C Sansom Ltd,Flood Prevention Revenue,Property Contractors,156258,788.35,0,18/04/2013
363332,C Sansom Ltd,Car Parks,Property Contractors,158523,561.32,0,25/04/2013
363332,C Sansom Ltd,Flood Prevention Revenue,Property Contractors,158525,661,0,29/04/2013
363332,C Sansom Ltd,Flood Prevention Revenue,Property Contractors,159186,899.6,0,24/06/2013
363332,C Sansom Ltd,Flood Prevention Revenue,Property Contractors,159285,942.77,0,09/05/2013
363332,C Sansom Ltd,Cemeteries,Property Contractors,159645,530,0,12/06/2013
363332,C Sansom Ltd,Parks And Pleasure Grounds,Property Contractors,160176,750,0,28/05/2013
363332,C Sansom Ltd,Capital Parks And Pleasure Grn,Non Property Contractors,161172,3302.5,0,01/07/2013
363332,C Sansom Ltd,Coastal Protection Revenue,Property Contractors,161175,2615.37,0,27/06/2013
363332,C Sansom Ltd,Play Equipment,Property Contractors,161177,651.59,0,13/06/2013
363332,C Sansom Ltd,Flood Prevention Revenue,Property Contractors,161950,761,0,08/07/2013
363332,C Sansom Ltd,Flood Prevention Revenue,Property Contractors,162861,1172,0,22/07/2013
363332,C Sansom Ltd,Flood Prevention Revenue,Property Contractors,162863,596.14,0,29/07/2013
363332,C Sansom Ltd,Parks And Pleasure Grounds,Property Contractors,162864,1350,0,22/07/2013
363332,C Sansom Ltd,Road Repairs,Non Property Contractors,162865,596,0,27/08/2013
363332,C Sansom Ltd,Coastal Protection Revenue,Property Contractors,163078,2667.12,0,29/07/2013
363332,C Sansom Ltd,Parks And Pleasure Grounds,Property Contractors,163081,2742.88,0,19/08/2013
363332,C Sansom Ltd,Play Equipment,Property Contractors,163088,2478.5,0,29/07/2013
363332,C Sansom Ltd,Play Equipment,Property Contractors,163367,1972,0,08/08/2013
363332,C Sansom Ltd,Car Parks,Property Contractors,163369,785.75,0,05/08/2013
363332,C Sansom Ltd,Play Equipment,Property Contractors,163370,608.74,0,08/08/2013
363332,C Sansom Ltd,Coastal Protection Revenue,Property Contractors,163598,2156,0,08/08/2013
363332,C Sansom Ltd,Parks And Pleasure Grounds,Property Contractors Ss Engnrs,165054,920,0,12/09/2013
363332,C Sansom Ltd,Flood Prevention Revenue,Property Contractors,165906,1890,0,03/10/2013
363332,C Sansom Ltd,Car Parks,Property Contractors,166789,737.3,0,31/10/2013
363332,C Sansom Ltd,Aonb And Countryside,Non Property Contractors,167634,744,0,11/11/2013
363332,C Sansom Ltd,Flood Prevention Revenue,Property Contractors,168091,1521.5,0,03/01/2014
363332,C Sansom Ltd,Parks And Pleasure Grounds,Property Contractors Ss Engnrs,168097,565.24,0,09/01/2014
363332,C Sansom Ltd,Cemeteries,Property Contractors,169112,1950,0,03/01/2014
363332,C Sansom Ltd,Flood Prevention Revenue,Property Contractors,169527,1279.5,0,13/03/2014
363332,C Sansom Ltd,Car Parks,Property Contractors,169847,1101.3,0,09/01/2014
363332,C Sansom Ltd,Car Parks,Property Contractors,170057,2959,0,16/01/2014
363332,C Sansom Ltd,Car Parks,Property Contractors,170059,703.55,0,20/01/2014
363332,C Sansom Ltd,Public Conveniences,Property Contractors,170060,700,0,13/01/2014
363332,C Sansom Ltd,Cemeteries,Property Contractors,170062,1500,0,16/01/2014
363332,C Sansom Ltd,Beaches & Foreshores,Property Contractors,170762,984.2,0,06/02/2014
363332,C Sansom Ltd,Flood Prevention Revenue,Property Contractors,170908,840.5,0,06/02/2014
363332,C Sansom Ltd,Sports Grounds,Property Contractors,170909,1068.35,0,13/03/2014
363332,C Sansom Ltd,Flood Prevention Revenue,Property Contractors,172009,1823,0,27/02/2014
363332,C Sansom Ltd,Coastal Protection Revenue,Property Contractors,172010,1666.2,0,24/02/2014
363332,C Sansom Ltd,Coastal Protection Revenue,Property Contractors,172861,1374.55,0,13/03/2014
448933,Cyclescheme Ltd,Short Term Debtors - Bs,Equip And Plant Purchase,157622,511.66,0,04/04/2013
448933,Cyclescheme Ltd,Short Term Debtors - Bs,Equip And Plant Purchase,158693,833.33,0,25/04/2013
448933,Cyclescheme Ltd,Short Term Debtors - Bs,Equip And Plant Purchase,161311,395.83,0,17/06/2013
448933,Cyclescheme Ltd,Short Term Debtors - Bs,Equip And Plant Purchase,166062,530,0,03/10/2013
448933,Cyclescheme Ltd,Short Term Debtors - Bs,Equip And Plant Purchase,166228,833.33,0,07/10/2013
448933,Cyclescheme Ltd,Short Term Debtors - Bs,Equip And Plant Purchase,166448,833.33,0,10/10/2013
448933,Cyclescheme Ltd,Short Term Debtors - Bs,Equip And Plant Purchase,168731,434.15,0,05/12/2013
IF005300,Damp Proof & Timber Preservation,Improvements Hra,Hra Prop Contractors Interface,120449,3385,0,11/04/2013
IF005300,Damp Proof & Timber Preservation,Improvements Hra,Hra Prop Contractors Interface,121856,595,0,16/05/2013
IF005300,Damp Proof & Timber Preservation,Improvements Hra,Hra Prop Contractors Interface,122661,1450,0,30/05/2013
IF005300,Damp Proof & Timber Preservation,Improvements Hra,Hra Prop Contractors Interface,122662,2420,0,30/05/2013
IF005300,Damp Proof & Timber Preservation,Improvements Hra,Hra Prop Contractors Interface,123481,595,0,13/06/2013
IF005300,Damp Proof & Timber Preservation,Improvements Hra,Hra Prop Contractors Interface,125454,1390,0,05/08/2013
IF005300,Damp Proof & Timber Preservation,Improvements Hra,Hra Prop Contractors Interface,125693,720,0,15/08/2013
IF005300,Damp Proof & Timber Preservation,Improvements Hra,Hra Prop Contractors Interface,125694,645,0,15/08/2013
IF005300,Damp Proof & Timber Preservation,Improvements Hra,Hra Prop Contractors Interface,125695,720,0,15/08/2013
IF005300,Damp Proof & Timber Preservation,Improvements Hra,Hra Prop Contractors Interface,127056,540,0,12/09/2013
IF005300,Damp Proof & Timber Preservation,Improvements Hra,Hra Prop Contractors Interface,128085,580,0,07/10/2013
IF005300,Damp Proof & Timber Preservation,Improvements Hra,Hra Prop Contractors Interface,129142,920,0,31/10/2013
IF005300,Damp Proof & Timber Preservation,Improvements Hra,Hra Prop Contractors Interface,129577,745,0,25/11/2013
IF005300,Damp Proof & Timber Preservation,Improvements Hra,Hra Prop Contractors Interface,130033,770,0,25/11/2013
IF005300,Damp Proof & Timber Preservation,Improvements Hra,Hra Prop Contractors Interface,130892,780,0,03/01/2014
IF005300,Damp Proof & Timber Preservation,Improvements Hra,Hra Prop Contractors Interface,131590,2560,0,13/01/2014
IF005300,Damp Proof & Timber Preservation,Improvements Hra,Hra Prop Contractors Interface,132390,2880,0,23/01/2014
IF005300,Damp Proof & Timber Preservation,Improvements Hra,Hra Prop Contractors Interface,133458,840,0,13/02/2014
IF005300,Damp Proof & Timber Preservation,Responsive Maintenance,Hra Prop Contractors Interface,134740,945,0,13/03/2014
918725,Dartmoor Tree Surgeons Ltd,Tree Felling And Planting,Non Property Contractors,154370,512,0,04/04/2013
918725,Dartmoor Tree Surgeons Ltd,Parks And Pleasure Grounds,Non Property Contractors,157576,880,0,04/04/2013
918725,Dartmoor Tree Surgeons Ltd,Parks And Pleasure Grounds,Non Property Contractors,157578,2000,0,04/04/2013
918725,Dartmoor Tree Surgeons Ltd,Parks And Pleasure Grounds,Non Property Contractors,158628,1152,0,25/04/2013
918725,Dartmoor Tree Surgeons Ltd,Parks And Pleasure Grounds,Non Property Contractors,160321,1027,0,30/05/2013
918725,Dartmoor Tree Surgeons Ltd,Parks And Pleasure Grounds,Non Property Contractors,164340,544,0,28/10/2013
918725,Dartmoor Tree Surgeons Ltd,Parks And Pleasure Grounds,Non Property Contractors,164957,1628,0,12/09/2013
918725,Dartmoor Tree Surgeons Ltd,Tree Felling And Planting,Non Property Contractors,167690,2240,0,14/11/2013
918725,Dartmoor Tree Surgeons Ltd,Tree Felling And Planting,Property Contractors,167694,795,0,14/11/2013
918725,Dartmoor Tree Surgeons Ltd,Parks And Pleasure Grounds,Non Property Contractors,168584,1990,0,05/12/2013
918725,Dartmoor Tree Surgeons Ltd,Parks And Pleasure Grounds,Non Property Contractors,169535,2915,0,03/01/2014
918725,Dartmoor Tree Surgeons Ltd,Parks And Pleasure Grounds,Non Property Contractors,170020,795,0,13/01/2014
918725,Dartmoor Tree Surgeons Ltd,Parks And Pleasure Grounds,Non Property Contractors,171063,1550,0,06/02/2014
918725,Dartmoor Tree Surgeons Ltd,Parks And Pleasure Grounds,Non Property Contractors,171128,1980,0,06/02/2014
918725,Dartmoor Tree Surgeons Ltd,Capital Industriall Sites,Non Property Contractors,171749,1960,0,17/02/2014
918725,Dartmoor Tree Surgeons Ltd,Parks And Pleasure Grounds,Non Property Contractors,172748,800,0,11/03/2014
DARTVALL,Dart Valley Systems Ltd,Corporate Buildings,Materials Land And Build,170428,562.92,0,20/01/2014
371311,Data Interchange Plc,Financial Services,It Software Annual Costs,164179,1700,0,19/08/2013
4111483,Datatank Limited,Hsg And Council Tax Admin,It Software Annual Costs,167295,2400,0,31/10/2013
768703,Data Voice & Video Solutions Limited,Ict Services,It Software Annual Costs,158998,3925.4,0,28/05/2013
768703,Data Voice & Video Solutions Limited,Ict Services,It Software Annual Costs,160309,2157.68,0,01/07/2013
768703,Data Voice & Video Solutions Limited,Ict Services,It Software Annual Costs,162367,750,0,22/07/2013
768703,Data Voice & Video Solutions Limited,Ict Services,It Software Annual Costs,172742,2597.8,0,17/03/2014
251763,David Newton,Water Safety,Non Property Contractors,161440,2735.63,0,20/06/2013
193135,David Roche Geoconsulting Ltd,Public Protection,Inspection Fees,155498,1530,0,18/04/2013
193135,David Roche Geoconsulting Ltd,Coastal Protection Revenue,Property Contractors,156709,8500,0,30/05/2013
193135,David Roche Geoconsulting Ltd,Coastal Protection Revenue,Property Contractors,156711,6000,0,30/05/2013
193135,David Roche Geoconsulting Ltd,Coastal Protection Revenue,Property Contractors,156712,2200,0,30/05/2013
193135,David Roche Geoconsulting Ltd,Coastal Protection Revenue,Property Contractors,159447,1365,0,20/06/2013
193135,David Roche Geoconsulting Ltd,Coastal Protection Revenue,Property Contractors,160174,1110,0,30/05/2013
193135,David Roche Geoconsulting Ltd,Coastal Protection Revenue,Property Contractors,161002,6550,0,20/06/2013
193135,David Roche Geoconsulting Ltd,Coastal Protection Revenue,Property Contractors,161003,2150,0,24/06/2013
193135,David Roche Geoconsulting Ltd,Coastal Protection Revenue,Consultancy=Advice,166701,1300,0,17/10/2013
193135,David Roche Geoconsulting Ltd,Coastal Protection Revenue,Consultancy=Advice,166702,1200,0,17/10/2013
852895,David Weatherly Education,Aonb And Countryside,Non Property Contractors,158852,2000,0,29/04/2013
101100,Davis Langdon Llp,Corporate Buildings,Non Property Contractors,158068,8573,0,11/04/2013
101100,Davis Langdon Llp,Corporate Buildings,Non Property Contractors,160511,11583.47,0,03/06/2013
101100,Davis Langdon Llp,Corporate Buildings,Non Property Contractors,160776,8873.47,0,06/06/2013
101100,Davis Langdon Llp,Corporate Buildings,Non Property Contractors,162179,8873.47,0,08/07/2013
101100,Davis Langdon Llp,Corporate Buildings,Photography,163410,8573,0,05/08/2013
101100,Davis Langdon Llp,Corporate Buildings,Non Property Contractors,164517,8573,0,30/08/2013
101100,Davis Langdon Llp,Corporate Buildings,Non Property Contractors,166368,8573,0,10/10/2013
900907,Dayspring Plants,Parks And Pleasure Grounds,Materials,157831,694.3,0,08/04/2013
827096,Dcc The King'S School,Sports Centres And Swim Pools,Property Contractors,172170,623.22,0,27/02/2014
974153,D C Palfrey,Play Equipment,Property Contractors,158192,1000,0,18/04/2013
974153,D C Palfrey,Play Equipment,Property Contractors,158193,2500,0,18/04/2013
974153,D C Palfrey,Parks And Pleasure Grounds,Non Property Contractors,158194,3000,0,16/05/2013
974153,D C Palfrey,Play Equipment,Property Contractors,161300,2500,0,17/06/2013
974153,D C Palfrey,Parks And Pleasure Grounds,Property Contractors,161736,800,0,27/06/2013
974153,D C Palfrey,Car Parks,Property Contractors,161737,125,0,27/06/2013
974153,D C Palfrey,Parks And Pleasure Grounds,Non Property Contractors,161739,2300,0,27/06/2013
974153,D C Palfrey,Parks And Pleasure Grounds,Property Contractors,161740,1650,0,27/06/2013
974153,D C Palfrey,Play Equipment,Property Contractors,163600,2000,0,08/08/2013
974153,D C Palfrey,Play Equipment,Property Contractors,163601,1000,0,08/08/2013
974153,D C Palfrey,Car Parks,Property Contractors,163805,630,0,15/08/2013
974153,D C Palfrey,Coastal Protection Revenue,Property Contractors,163806,1433,0,15/08/2013
974153,D C Palfrey,Play Equipment,Property Contractors,164773,500,0,09/09/2013
974153,D C Palfrey,Car Parks,Non Property Contractors,165532,320,0,26/09/2013
974153,D C Palfrey,Play Equipment,Property Contractors,171303,2385,0,10/02/2014
974153,D C Palfrey,Play Equipment,Property Contractors,172217,860,0,27/02/2014
974153,D C Palfrey,Play Equipment,Property Contractors,172218,3225,0,27/02/2014
762518,Delstar Engineering Ltd,Capital Public Halls Pavilion,Other Design Fees,165010,820,0,12/09/2013
19662P,Design Review Ltd,Development Managment,Consultants - Planning,171491,625,0,10/02/2014
99215,Devon Building Control Partnership,Land Charges,Dcc Land Charge Fees,166828,4739.6,0,29/10/2013
119938,Devon Commercial Stationers Limited,Corporate Buildings,Materials Land And Build,158359,687,0,22/04/2013
119938,Devon Commercial Stationers Limited,Supervision And Mgt General,Stationery,172639,762,0,11/03/2014
119938,Devon Commercial Stationers Limited,Ict Services,It Hardware Purchase,173084,508,0,17/03/2014
103012,Devon County Council,Aonb And Countryside,Medical Fees,157347,80,0,04/04/2013
103012,Devon County Council,Corporate Buildings,Medical Fees,157347,80,0,04/04/2013
103012,Devon County Council,Customer Service Centre,Medical Fees,157347,60,0,04/04/2013
103012,Devon County Council,Homesafeguard,Medical Fees,157347,160,0,04/04/2013
103012,Devon County Council,Hsg And Council Tax Admin,Medical Fees,157347,150,0,04/04/2013
103012,Devon County Council,Ict Services,Medical Fees,157347,310,0,04/04/2013
103012,Devon County Council,Property And Estates Services,Medical Fees,157347,80,0,04/04/2013
103012,Devon County Council,Public Conveniences,Medical Fees,157347,80,0,04/04/2013
103012,Devon County Council,Public Health,Medical Fees,157347,80,0,04/04/2013
103012,Devon County Council,Supervision And Mgt Special,Medical Fees,157347,80,0,04/04/2013
103012,Devon County Council,Economic Development,Recruitment Advertising,157591,3531,0,08/04/2013
103012,Devon County Council,Land Charges,Dcc Land Charge Fees,158056,2928.5,0,11/04/2013
103012,Devon County Council,Org Development Services,External Printing,158075,758.28,0,11/04/2013
103012,Devon County Council,Hsg And Council Tax Admin,Agency Staff,158297,7943.86,0,02/05/2013
103012,Devon County Council,Public Health,Agency Staff,158298,1410.09,0,22/04/2013
103012,Devon County Council,Supervision And Mgt Special,Agency Staff,158300,1422.54,0,22/04/2013
103012,Devon County Council,Supervision And Mgt General,Agency Staff,158301,2391.96,0,25/04/2013
103012,Devon County Council,Street Scene Support Services,Recruitment Advertising,158302,662,0,22/04/2013
103012,Devon County Council,Supervision And Mgt General,Recruitment Advertising,158302,499,0,22/04/2013
103012,Devon County Council,Corporate Activities,Medical Fees,158303,1200,0,22/04/2013
103012,Devon County Council,Corporate Activities,Medical Fees,158305,1200,0,22/04/2013
103012,Devon County Council,Capital Regeneration Economy,Major Build Works,159376,5741.24,0,13/05/2013
103012,Devon County Council,Supervision And Mgt General,Agency Staff,159776,6390.36,0,20/05/2013
103012,Devon County Council,Supervision And Mgt General,Agency Staff,159777,1338.6,0,20/05/2013
103012,Devon County Council,Homesafeguard,Recruitment Advertising,159872,872,0,20/05/2013
103012,Devon County Council,Development Managment,Recruitment Advertising,159873,1285,0,20/05/2013
103012,Devon County Council,Public Halls,Recruitment Advertising,159875,754,0,20/05/2013
103012,Devon County Council,Supervision And Mgt General,Recruitment Advertising,159875,1146,0,20/05/2013
103012,Devon County Council,Public Health,Agency Staff,159878,840.25,0,20/05/2013
103012,Devon County Council,Refuse Collection & Recycling,Material From Civic Amen Sites,160277,3213.55,0,28/05/2013
103012,Devon County Council,Land Charges,Dcc Land Charge Fees,160574,3612,0,03/06/2013
103012,Devon County Council,Supervision And Mgt General,Agency Staff,160977,2525.88,0,13/06/2013
103012,Devon County Council,Supervision And Mgt General,Agency Staff,160978,869.73,0,13/06/2013
103012,Devon County Council,Public Health,Agency Staff,160979,838.15,0,17/06/2013
103012,Devon County Council,Aonb And Countryside,Grants Payable,161396,6500,0,20/06/2013
103012,Devon County Council,Org Development Services,Recruitment Advertising,161715,1325,0,27/06/2013
103012,Devon County Council,Org Development Services,Recruitment Advertising,161716,900,0,27/06/2013
103012,Devon County Council,Customer Service Centre,Recruitment Advertising,161869,1299,0,08/07/2013
103012,Devon County Council,Land Charges,Dcc Land Charge Fees,162046,9902,0,04/07/2013
103012,Devon County Council,Public Health,Agency Staff,162429,1014.84,0,11/07/2013
103012,Devon County Council,Refuse Collection & Recycling,Material From Civic Amen Sites,162634,4499.6,0,18/07/2013
103012,Devon County Council,Corporate Activities,Medical Fees,162938,2347.5,0,29/07/2013
103012,Devon County Council,Growth Point,Recruitment Advertising,162939,1183,0,29/07/2013
103012,Devon County Council,Corporate Activities,Medical Fees,162942,2100,0,29/07/2013
103012,Devon County Council,Growth Point,Recruitment Advertising,163564,9,0,08/08/2013
103012,Devon County Council,Supervision And Mgt General,Recruitment Advertising,163564,1200,0,08/08/2013
103012,Devon County Council,Development Managment,Recruitment Advertising,163565,1570.12,0,08/08/2013
103012,Devon County Council,Growth Point,Recruitment Advertising,163565,2302.5,0,08/08/2013
103012,Devon County Council,Planning Policy,Recruitment Advertising,163565,523.38,0,08/08/2013
103012,Devon County Council,Growth Point,Recruitment Advertising,163566,1285,0,08/08/2013
103012,Devon County Council,Licensing Section (Exc Taxis),Recruitment Advertising,163568,922,0,08/08/2013
103012,Devon County Council,Land Charges,Dcc Land Charge Fees,163728,5215.5,0,12/08/2013
103012,Devon County Council,Land Charges,Dcc Land Charge Fees,163729,4401.4,0,12/08/2013
103012,Devon County Council,Tax & Nonspecific Grant Income,Contribution To Running Costs,164430,30000,0,04/09/2013
103012,Devon County Council,Public Health,Agency Staff,164431,1084.09,0,16/09/2013
103012,Devon County Council,Building Control,Agency Staff,164432,517.66,0,04/09/2013
103012,Devon County Council,Land Charges,Dcc Land Charge Fees,164547,5396.5,0,30/08/2013
103012,Devon County Council,Tax & Nonspecific Grant Income,Contribution To Running Costs,164738,38306.1,0,04/09/2013
103012,Devon County Council,Supervision And Mgt General,Agency Staff,164834,1042.88,0,09/09/2013
103012,Devon County Council,Customer Service Centre,Recruitment Advertising,165078,922,0,16/09/2013
103012,Devon County Council,Supervision And Mgt General,Recruitment Advertising,165078,1924,0,16/09/2013
103012,Devon County Council,Org Development Services,Agency Staff,165247,8085.12,0,16/09/2013
103012,Devon County Council,Tax & Nonspecific Grant Income,Capital Grants,165263,95582.2,0,23/09/2013
103012,Devon County Council,Homeless,Contribution To Running Costs,165399,5000,0,19/09/2013
103012,Devon County Council,Refuse Collection & Recycling,Recruitment Advertising,165984,600,0,07/10/2013
103012,Devon County Council,Public Health,Recruitment Advertising,165985,725,0,07/10/2013
103012,Devon County Council,Supervision And Mgt General,Recruitment Advertising,165992,1670,0,07/10/2013
103012,Devon County Council,Land Charges,Dcc Land Charge Fees,166014,4639.7,0,03/10/2013
103012,Devon County Council,Public Health,Agency Staff,166365,1115.78,0,17/10/2013
103012,Devon County Council,Corporate Activities,Medical Fees,166636,2125,0,17/10/2013
103012,Devon County Council,Corporate Activities,Vehicle Allowance,166638,2687.5,0,17/10/2013
103012,Devon County Council,Licensing Section (Exc Taxis),Agency Staff,166795,1874.52,0,21/10/2013
103012,Devon County Council,Licensing Section (Exc Taxis),Agency Staff,166914,863.48,0,04/11/2013
103012,Devon County Council,Building Control,Agency Staff,166915,1294.14,0,07/11/2013
103012,Devon County Council,Growth Point,Recruitment Advertising,166916,1285,0,28/10/2013
103012,Devon County Council,Corporate Activities,Medical Fees,166918,1942.5,0,28/10/2013
103012,Devon County Council,Public Health,Agency Staff,166920,661.75,0,31/10/2013
103012,Devon County Council,Supervision And Mgt General,Agency Staff,166922,781.51,0,28/10/2013
103012,Devon County Council,Employer'S Responsibilities,Actuarial Fees,167005,635,0,28/10/2013
103012,Devon County Council,Land Charges,Dcc Land Charge Fees,167060,4739.6,0,28/10/2013
103012,Devon County Council,Supervision And Mgt General,Agency Staff,167275,803.16,0,31/10/2013
103012,Devon County Council,Supervision And Mgt General,Agency Staff,167277,2688.84,0,31/10/2013
103012,Devon County Council,Growth Point,Recruitment Advertising,167498,1735,0,07/11/2013
103012,Devon County Council,Hsg And Council Tax Admin,Recruitment Advertising,167498,1548,0,07/11/2013
103012,Devon County Council,Refuse Collection & Recycling,Material From Civic Amen Sites,167507,5406.06,0,07/11/2013
103012,Devon County Council,Customer Service Centre,Recruitment Advertising,167824,4.5,0,14/11/2013
103012,Devon County Council,Ict Services,Recruitment Advertising,167824,849,0,14/11/2013
103012,Devon County Council,Supervision And Mgt General,Recruitment Advertising,167824,2364,0,14/11/2013
103012,Devon County Council,Licensing Section (Exc Taxis),Agency Staff,168196,960.15,0,25/11/2013
103012,Devon County Council,Supervision And Mgt General,Agency Staff,168235,2842.79,0,25/11/2013
103012,Devon County Council,Public Health,Agency Staff,168407,509.22,0,28/11/2013
103012,Devon County Council,Aonb And Countryside,Medical Fees,168572,1715.3,0,03/12/2013
103012,Devon County Council,Refuse Collection & Recycling,Medical Fees,168572,420,0,03/12/2013
103012,Devon County Council,Land Charges,Dcc Land Charge Fees,168850,5215,0,09/12/2013
103012,Devon County Council,Supervision And Mgt General,Agency Staff,169223,599.25,0,20/12/2013
103012,Devon County Council,Supervision And Mgt General,Agency Staff,169224,2853.28,0,20/12/2013
