Premise Type,Dairy,Non Dairy,Totals,Dairy holdings,,Herd ,Number of cattle ,Number of holdings
Agricultural Holding,85,8,93,91.40%,,,,
Agricultural Holding,81,12,93,87.10%,,,,
Agricultural Holding,71,22,93,76.34%,,,,
Agricultural Holding,55,38,93,59.14%,,,,
Agricultural Holding,91,2,93,97.85%,,,,
Agricultural Holding,55,38,93,59.14%,,,,
Agricultural Holding,49,44,93,52.69%,,,,
Agricultural Holding,71,22,93,76.34%,,,,
Agricultural Holding,87,6,93,93.55%,,,,
Agricultural Holding,65,28,93,69.89%,,,,
Agricultural Holding,82,11,93,88.17%,,,,
Agricultural Holding,92,1,93,98.92%,,,,
Agricultural Holding,92,1,93,98.92%,,,,
Agricultural Holding,70,23,93,75.27%,,,,
Agricultural Holding,77,16,93,82.80%,,,,
Agricultural Holding,66,27,93,70.97%,,,,
Agricultural Holding,54,39,93,58.06%,,,,
Agricultural Holding,78,15,93,83.87%,,,,
Agricultural Holding,93,0,93,100.00%,,,,
Agricultural Holding,59,34,93,63.44%,,,,
Agricultural Holding,81,12,93,87.10%,,,,
Agricultural Holding,91,2,93,97.85%,,,,
Agricultural Holding,89,4,93,95.70%,,,,
Agricultural Holding,83,10,93,89.25%,,,,
Agricultural Holding,91,2,93,97.85%,,,,
Agricultural Holding,90,3,93,96.77%,,,,
Agricultural Holding,80,13,93,86.02%,,,,
Agricultural Holding,84,9,93,90.32%,,,,
Agricultural Holding,79,14,93,84.95%,,,,
Agricultural Holding,76,17,93,81.72%,,,,
Agricultural Holding,92,1,93,98.92%,,,,
Agricultural Holding,92,1,93,98.92%,,,,
Agricultural Holding,76,17,93,81.72%,,,,
Agricultural Holding,61,32,93,65.59%,,,,
Agricultural Holding,90,3,93,96.77%,,,,
Agricultural Holding,82,11,93,88.17%,,,,
Agricultural Holding,90,4,94,95.74%,,,,
Agricultural Holding,47,47,94,50.00%,,,,
Agricultural Holding,91,3,94,96.81%,,,,
Agricultural Holding,93,1,94,98.94%,,,,
Agricultural Holding,87,7,94,92.55%,,,,
Agricultural Holding,67,27,94,71.28%,,,,
Agricultural Holding,70,24,94,74.47%,,,,
Agricultural Holding,89,5,94,94.68%,,,,
Agricultural Holding,84,10,94,89.36%,,,,
Agricultural Holding,77,17,94,81.91%,,,,
Agricultural Holding,57,37,94,60.64%,,,,
Agricultural Holding,87,7,94,92.55%,,,,
Agricultural Holding,87,7,94,92.55%,,,,
Agricultural Holding,79,15,94,84.04%,,,,
Agricultural Holding,58,36,94,61.70%,,,,
Agricultural Holding,64,30,94,68.09%,,,,
Agricultural Holding,88,6,94,93.62%,,,,
Agricultural Holding,85,9,94,90.43%,,,,
Agricultural Holding,91,3,94,96.81%,,,,
Agricultural Holding,61,33,94,64.89%,,,,
Agricultural Holding,80,14,94,85.11%,,,,
Agricultural Holding,88,6,94,93.62%,,,,
Agricultural Holding,47,47,94,50.00%,,,,
Agricultural Holding,94,0,94,100.00%,,,,
Agricultural Holding,62,32,94,65.96%,,,,
Agricultural Holding,88,6,94,93.62%,,,,
Agricultural Holding,81,13,94,86.17%,,,,
Agricultural Holding,79,15,94,84.04%,,,,
Agricultural Holding,68,26,94,72.34%,,,,
Agricultural Holding,83,12,95,87.37%,,,,
Agricultural Holding,95,0,95,100.00%,,,,
Agricultural Holding,51,44,95,53.68%,,,,
Agricultural Holding,78,17,95,82.11%,,,,
Agricultural Holding,59,36,95,62.11%,,,,
Agricultural Holding,72,23,95,75.79%,,,,
Agricultural Holding,95,0,95,100.00%,,,,
Agricultural Holding,90,5,95,94.74%,,,,
Agricultural Holding,93,2,95,97.89%,,,,
Agricultural Holding,60,35,95,63.16%,,,,
Agricultural Holding,74,21,95,77.89%,,,,
Agricultural Holding,75,20,95,78.95%,,,,
Agricultural Holding,65,30,95,68.42%,,,,
Agricultural Holding,89,6,95,93.68%,,,,
Agricultural Holding,74,21,95,77.89%,,,,
Agricultural Holding,71,24,95,74.74%,,,,
Agricultural Holding,94,1,95,98.95%,,,,
Agricultural Holding,94,1,95,98.95%,,,,
Agricultural Holding,70,25,95,73.68%,,,,
Agricultural Holding,77,18,95,81.05%,,,,
Agricultural Holding,83,12,95,87.37%,,,,
Agricultural Holding,53,42,95,55.79%,,,,
Agricultural Holding,54,41,95,56.84%,,,,
Agricultural Holding,83,12,95,87.37%,,,,
Agricultural Holding,90,5,95,94.74%,,,,
Agricultural Holding,49,46,95,51.58%,,,,
Agricultural Holding,93,2,95,97.89%,,,,
Agricultural Holding,64,31,95,67.37%,,,,
Agricultural Holding,82,13,95,86.32%,,,,
Agricultural Holding,55,40,95,57.89%,,,,
Agricultural Holding,88,7,95,92.63%,,,,
Agricultural Holding,93,2,95,97.89%,,,,
Agricultural Holding,90,5,95,94.74%,,,,
Agricultural Holding,90,5,95,94.74%,,,,
Agricultural Holding,87,8,95,91.58%,,,,
Agricultural Holding,74,21,95,77.89%,,,,
Agricultural Holding,86,9,95,90.53%,,,,
Agricultural Holding,49,46,95,51.58%,,,,
Agricultural Holding,57,39,96,59.38%,,,,
Agricultural Holding,92,4,96,95.83%,,,,
Agricultural Holding,72,24,96,75.00%,,,,
Agricultural Holding,87,9,96,90.63%,,,,
Agricultural Holding,62,34,96,64.58%,,,,
Agricultural Holding,79,17,96,82.29%,,,,
Agricultural Holding,57,39,96,59.38%,,,,
Agricultural Holding,75,21,96,78.13%,,,,
Agricultural Holding,94,2,96,97.92%,,,,
Agricultural Holding,89,7,96,92.71%,,,,
Agricultural Holding,93,3,96,96.88%,,,,
Agricultural Holding,77,19,96,80.21%,,,,
Agricultural Holding,72,24,96,75.00%,,,,
Agricultural Holding,84,12,96,87.50%,,,,
Agricultural Holding,96,0,96,100.00%,,,,
Agricultural Holding,92,4,96,95.83%,,,,
Agricultural Holding,96,0,96,100.00%,,,,
Agricultural Holding,69,27,96,71.88%,,,,
Agricultural Holding,86,10,96,89.58%,,,,
Agricultural Holding,93,3,96,96.88%,,,,
Agricultural Holding,77,19,96,80.21%,,,,
Agricultural Holding,94,2,96,97.92%,,,,
Agricultural Holding,92,4,96,95.83%,,,,
Agricultural Holding,68,28,96,70.83%,,,,
Agricultural Holding,69,27,96,71.88%,,,,
Agricultural Holding,55,41,96,57.29%,,,,
Agricultural Holding,90,6,96,93.75%,,,,
Agricultural Holding,66,30,96,68.75%,,,,
Agricultural Holding,66,30,96,68.75%,,,,
Agricultural Holding,85,11,96,88.54%,,,,
Agricultural Holding,59,37,96,61.46%,,,,
Agricultural Holding,84,12,96,87.50%,,,,
Agricultural Holding,91,6,97,93.81%,,,,
Agricultural Holding,91,6,97,93.81%,,,,
Agricultural Holding,95,2,97,97.94%,,,,
Agricultural Holding,91,6,97,93.81%,,,,
Agricultural Holding,82,15,97,84.54%,,,,
Agricultural Holding,82,15,97,84.54%,,,,
Agricultural Holding,84,13,97,86.60%,,,,
Agricultural Holding,81,16,97,83.51%,,,,
Agricultural Holding,69,28,97,71.13%,,,,
Agricultural Holding,49,48,97,50.52%,,,,
Agricultural Holding,60,37,97,61.86%,,,,
Agricultural Holding,86,11,97,88.66%,,,,
Agricultural Holding,94,3,97,96.91%,,,,
Agricultural Holding,85,12,97,87.63%,,,,
Agricultural Holding,96,1,97,98.97%,,,,
Agricultural Holding,78,19,97,80.41%,,,,
Agricultural Holding,49,48,97,50.52%,,,,
Agricultural Holding,69,28,97,71.13%,,,,
Agricultural Holding,90,7,97,92.78%,,,,
Agricultural Holding,90,7,97,92.78%,,,,
Agricultural Holding,74,23,97,76.29%,,,,
Agricultural Holding,57,40,97,58.76%,,,,
Agricultural Holding,93,4,97,95.88%,,,,
Agricultural Holding,89,8,97,91.75%,,,,
Agricultural Holding,89,8,97,91.75%,,,,
Agricultural Holding,73,24,97,75.26%,,,,
Agricultural Holding,96,1,97,98.97%,,,,
Agricultural Holding,59,38,97,60.82%,,,,
Agricultural Holding,77,20,97,79.38%,,,,
Agricultural Holding,57,40,97,58.76%,,,,
Agricultural Holding,51,46,97,52.58%,,,,
Agricultural Holding,88,9,97,90.72%,,,,
Agricultural Holding,60,37,97,61.86%,,,,
Agricultural Holding,95,2,97,97.94%,,,,
Landless Keeper,61,37,98,62.24%,,,,
Agricultural Holding,98,0,98,100.00%,,,,
Agricultural Holding,50,48,98,51.02%,,,,
Agricultural Holding,83,15,98,84.69%,,,,
Agricultural Holding,49,49,98,50.00%,,,,
Agricultural Holding,81,17,98,82.65%,,,,
Agricultural Holding,96,2,98,97.96%,,,,
Agricultural Holding,92,6,98,93.88%,,,,
Agricultural Holding,94,4,98,95.92%,,,,
Agricultural Holding,83,15,98,84.69%,,,,
Agricultural Holding,85,13,98,86.73%,,,,
Agricultural Holding,81,17,98,82.65%,,,,
Agricultural Holding,50,48,98,51.02%,,,,
Agricultural Holding,84,14,98,85.71%,,,,
Agricultural Holding,69,29,98,70.41%,,,,
Agricultural Holding,82,16,98,83.67%,,,,
Agricultural Holding,93,5,98,94.90%,,,,
Agricultural Holding,94,4,98,95.92%,,,,
Agricultural Holding,98,0,98,100.00%,,,,
Agricultural Holding,98,0,98,100.00%,,,,
Agricultural Holding,94,4,98,95.92%,,,,
Agricultural Holding,60,38,98,61.22%,,,,
Agricultural Holding,79,19,98,80.61%,,,,
Agricultural Holding,72,26,98,73.47%,,,,
Agricultural Holding,62,36,98,63.27%,,,,
Agricultural Holding,90,8,98,91.84%,,,,
Agricultural Holding,66,32,98,67.35%,,,,
Agricultural Holding,70,28,98,71.43%,,,,
Agricultural Holding,91,8,99,91.92%,,,,
Agricultural Holding,97,2,99,97.98%,,,,
Agricultural Holding,80,19,99,80.81%,,,,
Agricultural Holding,67,32,99,67.68%,,,,
Agricultural Holding,84,15,99,84.85%,,,,
Agricultural Holding,59,40,99,59.60%,,,,
Agricultural Holding,95,4,99,95.96%,,,,
Agricultural Holding,95,4,99,95.96%,,,,
Agricultural Holding,96,3,99,96.97%,,,,
Agricultural Holding,94,5,99,94.95%,,,,
Agricultural Holding,59,40,99,59.60%,,,,
Agricultural Holding,91,8,99,91.92%,,,,
Agricultural Holding,93,6,99,93.94%,,,,
Agricultural Holding,90,9,99,90.91%,,,,
Agricultural Holding,91,8,99,91.92%,,,,
Agricultural Holding,99,0,99,100.00%,,,,
Agricultural Holding,99,0,99,100.00%,,,,
Agricultural Holding,90,9,99,90.91%,,,,
Agricultural Holding,99,0,99,100.00%,,,,
Agricultural Holding,99,0,99,100.00%,,,,
Agricultural Holding,61,38,99,61.62%,,,,
Agricultural Holding,83,16,99,83.84%,,,,
Agricultural Holding,84,15,99,84.85%,,,,
Agricultural Holding,61,38,99,61.62%,,,,
Agricultural Holding,95,4,99,95.96%,,,,
Agricultural Holding,89,10,99,89.90%,,,,
Agricultural Holding,94,5,99,94.95%,,,,
Agricultural Holding,91,8,99,91.92%,,,,
Agricultural Holding,69,30,99,69.70%,,,,
Agricultural Holding,84,15,99,84.85%,,,,
Agricultural Holding,55,44,99,55.56%,,,,
Agricultural Holding,65,34,99,65.66%,,,,
Agricultural Holding,71,28,99,71.72%,,,,
Agricultural Holding,63,36,99,63.64%,,,,
Agricultural Holding,93,6,99,93.94%,,,,
Agricultural Holding,91,8,99,91.92%,,,,
Agricultural Holding,94,5,99,94.95%,,,,
Agricultural Holding,67,32,99,67.68%,,,,
Agricultural Holding,99,0,99,100.00%,,,,
Agricultural Holding,90,9,99,90.91%,,,,
Agricultural Holding,56,43,99,56.57%,,,,
Agricultural Holding,98,1,99,98.99%,,,,
Agricultural Holding,93,6,99,93.94%,,,,
Agricultural Holding,63,36,99,63.64%,,,,
Agricultural Holding,79,20,99,79.80%,,,,
Agricultural Holding,96,3,99,96.97%,,,,
Agricultural Holding,87,12,99,87.88%,,,,
Agricultural Holding,61,38,99,61.62%,,,,
Agricultural Holding,95,4,99,95.96%,,,,
Agricultural Holding,98,1,99,98.99%,,,,
Agricultural Holding,82,17,99,82.83%,,,,
Agricultural Holding,94,5,99,94.95%,,,,
Agricultural Holding,100,0,100,100.00%,,,,
Agricultural Holding,96,4,100,96.00%,,,,
Agricultural Holding,90,10,100,90.00%,,,,
Agricultural Holding,65,35,100,65.00%,,,,
Agricultural Holding,96,4,100,96.00%,,,,
Agricultural Holding,62,38,100,62.00%,,,,
Agricultural Holding,90,10,100,90.00%,,,,
Agricultural Holding,71,29,100,71.00%,,,,
Agricultural Holding,99,1,100,99.00%,,,,
Agricultural Holding,98,2,100,98.00%,,,,
Agricultural Holding,75,25,100,75.00%,,,,
Agricultural Holding,100,0,100,100.00%,,,,
Agricultural Holding,79,21,100,79.00%,,,,
Agricultural Holding,87,13,100,87.00%,,,,
Agricultural Holding,90,10,100,90.00%,,,,
Agricultural Holding,79,21,100,79.00%,,,,
Agricultural Holding,70,30,100,70.00%,,,,
Agricultural Holding,79,21,100,79.00%,,,,
Agricultural Holding,84,16,100,84.00%,,,,
Agricultural Holding,73,27,100,73.00%,,,,
Agricultural Holding,80,20,100,80.00%,,,,
Agricultural Holding,93,7,100,93.00%,,,,
Agricultural Holding,69,31,100,69.00%,,,,
Agricultural Holding,84,16,100,84.00%,,,,
Agricultural Holding,94,6,100,94.00%,,,,
Agricultural Holding,70,30,100,70.00%,,,,
Agricultural Holding,81,19,100,81.00%,,,,
Agricultural Holding,76,24,100,76.00%,,,,
Agricultural Holding,65,35,100,65.00%,,,,
Agricultural Holding,84,16,100,84.00%,,,,
Agricultural Holding,87,13,100,87.00%,,,,
Agricultural Holding,75,25,100,75.00%,,,,
Agricultural Holding,59,41,100,59.00%,,,,
Agricultural Holding,87,14,101,86.14%,,,,
Agricultural Holding,94,7,101,93.07%,,,,
Agricultural Holding,61,40,101,60.40%,,,,
Agricultural Holding,99,2,101,98.02%,,,,
Agricultural Holding,95,6,101,94.06%,,,,
Agricultural Holding,67,34,101,66.34%,,,,
Agricultural Holding,52,49,101,51.49%,,,,
Agricultural Holding,86,15,101,85.15%,,,,
Agricultural Holding,97,4,101,96.04%,,,,
Agricultural Holding,93,8,101,92.08%,,,,
Agricultural Holding,58,43,101,57.43%,,,,
Agricultural Holding,97,4,101,96.04%,,,,
Agricultural Holding,101,0,101,100.00%,,,,
Agricultural Holding,77,24,101,76.24%,,,,
Agricultural Holding,88,13,101,87.13%,,,,
Agricultural Holding,90,11,101,89.11%,,,,
Agricultural Holding,57,44,101,56.44%,,,,
Agricultural Holding,62,39,101,61.39%,,,,
Agricultural Holding,63,38,101,62.38%,,,,
Agricultural Holding,83,18,101,82.18%,,,,
Agricultural Holding,77,24,101,76.24%,,,,
Agricultural Holding,99,2,101,98.02%,,,,
Agricultural Holding,85,16,101,84.16%,,,,
Agricultural Holding,87,14,101,86.14%,,,,
Agricultural Holding,89,12,101,88.12%,,,,
Agricultural Holding,78,23,101,77.23%,,,,
Agricultural Holding,98,3,101,97.03%,,,,
Agricultural Holding,99,2,101,98.02%,,,,
Agricultural Holding,78,23,101,77.23%,,,,
Agricultural Holding,102,0,102,100.00%,,,,
Agricultural Holding,101,1,102,99.02%,,,,
Agricultural Holding,57,45,102,55.88%,,,,
Agricultural Holding,59,43,102,57.84%,,,,
Agricultural Holding,86,16,102,84.31%,,,,
Agricultural Holding,60,42,102,58.82%,,,,
Agricultural Holding,77,25,102,75.49%,,,,
Agricultural Holding,60,42,102,58.82%,,,,
Agricultural Holding,84,18,102,82.35%,,,,
Agricultural Holding,102,0,102,100.00%,,,,
Agricultural Holding,64,38,102,62.75%,,,,
Agricultural Holding,96,6,102,94.12%,,,,
Agricultural Holding,94,8,102,92.16%,,,,
Agricultural Holding,74,28,102,72.55%,,,,
Agricultural Holding,78,24,102,76.47%,,,,
Agricultural Holding,91,11,102,89.22%,,,,
Agricultural Holding,78,24,102,76.47%,,,,
Agricultural Holding,102,0,102,100.00%,,,,
Agricultural Holding,98,4,102,96.08%,,,,
Agricultural Holding,96,6,102,94.12%,,,,
Agricultural Holding,102,0,102,100.00%,,,,
Agricultural Holding,66,36,102,64.71%,,,,
Agricultural Holding,69,33,102,67.65%,,,,
Agricultural Holding,98,4,102,96.08%,,,,
Agricultural Holding,85,17,102,83.33%,,,,
Agricultural Holding,99,3,102,97.06%,,,,
Agricultural Holding,79,23,102,77.45%,,,,
Agricultural Holding,100,2,102,98.04%,,,,
Agricultural Holding,94,8,102,92.16%,,,,
Agricultural Holding,62,40,102,60.78%,,,,
Agricultural Holding,69,33,102,67.65%,,,,
Agricultural Holding,100,2,102,98.04%,,,,
Agricultural Holding,100,2,102,98.04%,,,,
Agricultural Holding,101,1,102,99.02%,,,,
Agricultural Holding,99,3,102,97.06%,,,,
Agricultural Holding,102,0,102,100.00%,,,,
Agricultural Holding,51,51,102,50.00%,,,,
Agricultural Holding,64,38,102,62.75%,,,,
Agricultural Holding,92,10,102,90.20%,,,,
Agricultural Holding,79,24,103,76.70%,,,,
Agricultural Holding,91,12,103,88.35%,,,,
Agricultural Holding,103,0,103,100.00%,,,,
Agricultural Holding,70,33,103,67.96%,,,,
Agricultural Holding,79,24,103,76.70%,,,,
Agricultural Holding,82,21,103,79.61%,,,,
Agricultural Holding,101,2,103,98.06%,,,,
Agricultural Holding,53,50,103,51.46%,,,,
Agricultural Holding,89,14,103,86.41%,,,,
Agricultural Holding,88,15,103,85.44%,,,,
Agricultural Holding,83,20,103,80.58%,,,,
Agricultural Holding,94,9,103,91.26%,,,,
Agricultural Holding,56,47,103,54.37%,,,,
Agricultural Holding,88,15,103,85.44%,,,,
Agricultural Holding,101,2,103,98.06%,,,,
Agricultural Holding,100,3,103,97.09%,,,,
Agricultural Holding,65,38,103,63.11%,,,,
Agricultural Holding,63,40,103,61.17%,,,,
Agricultural Holding,101,2,103,98.06%,,,,
Agricultural Holding,102,1,103,99.03%,,,,
Agricultural Holding,102,1,103,99.03%,,,,
Agricultural Holding,90,13,103,87.38%,,,,
Agricultural Holding,96,7,103,93.20%,,,,
Agricultural Holding,92,11,103,89.32%,,,,
Agricultural Holding,52,51,103,50.49%,,,,
Agricultural Holding,101,2,103,98.06%,,,,
Agricultural Holding,81,22,103,78.64%,,,,
Agricultural Holding,87,16,103,84.47%,,,,
Agricultural Holding,81,22,103,78.64%,,,,
Agricultural Holding,100,3,103,97.09%,,,,
Agricultural Holding,101,2,103,98.06%,,,,
Agricultural Holding,82,21,103,79.61%,,,,
Agricultural Holding,102,1,103,99.03%,,,,
Agricultural Holding,97,6,103,94.17%,,,,
Agricultural Holding,99,4,103,96.12%,,,,
Agricultural Holding,102,1,103,99.03%,,,,
Agricultural Holding,102,2,104,98.08%,,,,
Agricultural Holding,104,0,104,100.00%,,,,
Agricultural Holding,100,4,104,96.15%,,,,
Agricultural Holding,73,31,104,70.19%,,,,
Agricultural Holding,89,15,104,85.58%,,,,
Agricultural Holding,76,28,104,73.08%,,,,
Agricultural Holding,96,8,104,92.31%,,,,
Agricultural Holding,86,18,104,82.69%,,,,
Agricultural Holding,81,23,104,77.88%,,,,
Agricultural Holding,97,7,104,93.27%,,,,
Agricultural Holding,89,15,104,85.58%,,,,
Agricultural Holding,92,12,104,88.46%,,,,
Agricultural Holding,71,33,104,68.27%,,,,
Agricultural Holding,72,32,104,69.23%,,,,
Agricultural Holding,104,0,104,100.00%,,,,
Agricultural Holding,103,1,104,99.04%,,,,
Agricultural Holding,95,9,104,91.35%,,,,
Agricultural Holding,90,14,104,86.54%,,,,
Agricultural Holding,98,6,104,94.23%,,,,
Agricultural Holding,83,21,104,79.81%,,,,
Agricultural Holding,85,19,104,81.73%,,,,
Agricultural Holding,72,32,104,69.23%,,,,
Agricultural Holding,73,31,104,70.19%,,,,
Agricultural Holding,101,3,104,97.12%,,,,
Agricultural Holding,101,3,104,97.12%,,,,
Agricultural Holding,97,7,104,93.27%,,,,
Agricultural Holding,93,11,104,89.42%,,,,
Agricultural Holding,87,17,104,83.65%,,,,
Agricultural Holding,59,45,104,56.73%,,,,
Agricultural Holding,68,36,104,65.38%,,,,
Agricultural Holding,81,23,104,77.88%,,,,
Agricultural Holding,96,8,104,92.31%,,,,
Agricultural Holding,98,6,104,94.23%,,,,
Agricultural Holding,104,0,104,100.00%,,,,
Agricultural Holding,90,14,104,86.54%,,,,
Agricultural Holding,95,9,104,91.35%,,,,
Agricultural Holding,99,5,104,95.19%,,,,
Agricultural Holding,98,7,105,93.33%,,,,
Agricultural Holding,83,22,105,79.05%,,,,
Agricultural Holding,83,22,105,79.05%,,,,
Agricultural Holding,99,6,105,94.29%,,,,
Agricultural Holding,71,34,105,67.62%,,,,
Agricultural Holding,81,24,105,77.14%,,,,
Agricultural Holding,105,0,105,100.00%,,,,
Agricultural Holding,95,10,105,90.48%,,,,
Agricultural Holding,104,1,105,99.05%,,,,
Agricultural Holding,94,11,105,89.52%,,,,
Agricultural Holding,105,0,105,100.00%,,,,
Agricultural Holding,103,2,105,98.10%,,,,
Agricultural Holding,82,23,105,78.10%,,,,
Agricultural Holding,98,7,105,93.33%,,,,
Agricultural Holding,96,9,105,91.43%,,,,
Agricultural Holding,104,1,105,99.05%,,,,
Agricultural Holding,78,27,105,74.29%,,,,
Agricultural Holding,101,4,105,96.19%,,,,
Agricultural Holding,91,14,105,86.67%,,,,
Agricultural Holding,102,3,105,97.14%,,,,
Agricultural Holding,54,51,105,51.43%,,,,
Agricultural Holding,101,4,105,96.19%,,,,
Agricultural Holding,80,25,105,76.19%,,,,
Agricultural Holding,102,3,105,97.14%,,,,
Agricultural Holding,105,0,105,100.00%,,,,
Agricultural Holding,68,37,105,64.76%,,,,
Agricultural Holding,102,3,105,97.14%,,,,
Agricultural Holding,76,29,105,72.38%,,,,
Agricultural Holding,74,31,105,70.48%,,,,
Agricultural Holding,103,2,105,98.10%,,,,
Agricultural Holding,90,15,105,85.71%,,,,
Agricultural Holding,101,4,105,96.19%,,,,
Agricultural Holding,77,28,105,73.33%,,,,
Agricultural Holding,81,24,105,77.14%,,,,
Agricultural Holding,94,11,105,89.52%,,,,
Agricultural Holding,104,2,106,98.11%,,,,
Agricultural Holding,106,0,106,100.00%,,,,
Agricultural Holding,79,27,106,74.53%,,,,
Agricultural Holding,78,28,106,73.58%,,,,
Agricultural Holding,55,51,106,51.89%,,,,
Agricultural Holding,91,15,106,85.85%,,,,
Agricultural Holding,75,31,106,70.75%,,,,
Agricultural Holding,101,5,106,95.28%,,,,
Agricultural Holding,97,9,106,91.51%,,,,
Agricultural Holding,106,0,106,100.00%,,,,
Agricultural Holding,85,21,106,80.19%,,,,
Agricultural Holding,99,7,106,93.40%,,,,
Agricultural Holding,97,9,106,91.51%,,,,
Agricultural Holding,80,26,106,75.47%,,,,
Agricultural Holding,84,22,106,79.25%,,,,
Agricultural Holding,98,8,106,92.45%,,,,
Agricultural Holding,104,2,106,98.11%,,,,
Agricultural Holding,101,5,106,95.28%,,,,
Agricultural Holding,105,1,106,99.06%,,,,
Agricultural Holding,89,17,106,83.96%,,,,
Agricultural Holding,54,52,106,50.94%,,,,
Agricultural Holding,91,15,106,85.85%,,,,
Agricultural Holding,61,45,106,57.55%,,,,
Agricultural Holding,88,18,106,83.02%,,,,
Agricultural Holding,94,12,106,88.68%,,,,
Agricultural Holding,79,27,106,74.53%,,,,
Agricultural Holding,58,48,106,54.72%,,,,
Agricultural Holding,61,45,106,57.55%,,,,
Agricultural Holding,95,11,106,89.62%,,,,
Agricultural Holding,106,0,106,100.00%,,,,
Agricultural Holding,94,12,106,88.68%,,,,
Agricultural Holding,102,4,106,96.23%,,,,
Agricultural Holding,75,31,106,70.75%,,,,
Agricultural Holding,99,7,106,93.40%,,,,
Agricultural Holding,65,41,106,61.32%,,,,
Agricultural Holding,95,12,107,88.79%,,,,
Agricultural Holding,106,1,107,99.07%,,,,
Agricultural Holding,104,3,107,97.20%,,,,
Agricultural Holding,100,7,107,93.46%,,,,
Agricultural Holding,67,40,107,62.62%,,,,
Agricultural Holding,78,29,107,72.90%,,,,
Agricultural Holding,89,18,107,83.18%,,,,
Agricultural Holding,71,36,107,66.36%,,,,
Agricultural Holding,64,43,107,59.81%,,,,
Agricultural Holding,96,11,107,89.72%,,,,
Agricultural Holding,104,3,107,97.20%,,,,
Agricultural Holding,102,5,107,95.33%,,,,
Agricultural Holding,61,46,107,57.01%,,,,
Agricultural Holding,105,2,107,98.13%,,,,
Agricultural Holding,72,35,107,67.29%,,,,
Agricultural Holding,99,8,107,92.52%,,,,
Agricultural Holding,63,44,107,58.88%,,,,
Agricultural Holding,59,48,107,55.14%,,,,
Agricultural Holding,89,18,107,83.18%,,,,
Agricultural Holding,106,1,107,99.07%,,,,
Agricultural Holding,74,33,107,69.16%,,,,
Agricultural Holding,93,14,107,86.92%,,,,
Agricultural Holding,92,15,107,85.98%,,,,
Agricultural Holding,76,31,107,71.03%,,,,
Agricultural Holding,62,45,107,57.94%,,,,
Agricultural Holding,84,23,107,78.50%,,,,
Agricultural Holding,96,11,107,89.72%,,,,
Agricultural Holding,75,32,107,70.09%,,,,
Agricultural Holding,101,6,107,94.39%,,,,
Agricultural Holding,101,6,107,94.39%,,,,
Agricultural Holding,103,4,107,96.26%,,,,
Agricultural Holding,85,23,108,78.70%,,,,
Landless Keeper,98,10,108,90.74%,,,,
Agricultural Holding,99,9,108,91.67%,,,,
Agricultural Holding,102,6,108,94.44%,,,,
Agricultural Holding,97,11,108,89.81%,,,,
Agricultural Holding,102,6,108,94.44%,,,,
Agricultural Holding,77,31,108,71.30%,,,,
Agricultural Holding,100,8,108,92.59%,,,,
Agricultural Holding,105,3,108,97.22%,,,,
Agricultural Holding,101,7,108,93.52%,,,,
Agricultural Holding,101,7,108,93.52%,,,,
Agricultural Holding,101,7,108,93.52%,,,,
Agricultural Holding,107,1,108,99.07%,,,,
Agricultural Holding,98,10,108,90.74%,,,,
Agricultural Holding,90,18,108,83.33%,,,,
Agricultural Holding,86,22,108,79.63%,,,,
Agricultural Holding,62,46,108,57.41%,,,,
Agricultural Holding,61,47,108,56.48%,,,,
Agricultural Holding,82,26,108,75.93%,,,,
Agricultural Holding,104,4,108,96.30%,,,,
Agricultural Holding,85,23,108,78.70%,,,,
Agricultural Holding,96,12,108,88.89%,,,,
Agricultural Holding,54,54,108,50.00%,,,,
Agricultural Holding,108,0,108,100.00%,,,,
Agricultural Holding,96,12,108,88.89%,,,,
Agricultural Holding,107,1,108,99.07%,,,,
Agricultural Holding,83,25,108,76.85%,,,,
Agricultural Holding,107,1,108,99.07%,,,,
Agricultural Holding,96,12,108,88.89%,,,,
Agricultural Holding,59,49,108,54.63%,,,,
Agricultural Holding,77,31,108,71.30%,,,,
Agricultural Holding,98,10,108,90.74%,,,,
Agricultural Holding,107,1,108,99.07%,,,,
Agricultural Holding,97,11,108,89.81%,,,,
Agricultural Holding,96,12,108,88.89%,,,,
Agricultural Holding,79,29,108,73.15%,,,,
Agricultural Holding,105,3,108,97.22%,,,,
Agricultural Holding,102,6,108,94.44%,,,,
Agricultural Holding,62,46,108,57.41%,,,,
Agricultural Holding,100,8,108,92.59%,,,,
Agricultural Holding,102,6,108,94.44%,,,,
Agricultural Holding,84,24,108,77.78%,,,,
Agricultural Holding,82,27,109,75.23%,,,,
Agricultural Holding,98,11,109,89.91%,,,,
Agricultural Holding,90,19,109,82.57%,,,,
Agricultural Holding,89,20,109,81.65%,,,,
Agricultural Holding,84,25,109,77.06%,,,,
Agricultural Holding,103,6,109,94.50%,,,,
Agricultural Holding,78,31,109,71.56%,,,,
Agricultural Holding,101,8,109,92.66%,,,,
Agricultural Holding,61,48,109,55.96%,,,,
Agricultural Holding,109,0,109,100.00%,,,,
Agricultural Holding,107,2,109,98.17%,,,,
Agricultural Holding,90,19,109,82.57%,,,,
Agricultural Holding,71,38,109,65.14%,,,,
Agricultural Holding,79,30,109,72.48%,,,,
Agricultural Holding,109,0,109,100.00%,,,,
