"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"Department for Education","Department for Education","End User Compute Services","DFE-2461","Grade 7 - National","51357","59332","Manager - End User Compute Services Grade 7-North East","3.00","Other","North East"
"Department for Education","Department for Education","Estates, Security and People","DFE-2025","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Estates, Security and People SEO-North East","0.68","Other","North East"
"Department for Education","Department for Education","End User Compute Services","DFE-2461","Senior Executive Officer - National","37593","41506","Senior Executive Officer - End User Compute Services SEO-North East","4.00","Other","North East"
"Department for Education","Education and Skills Funding Agency","Operational Excellence","DFE-2292","Grade 7 - National","51357","59332","Manager - Operational Excellence Grade 7-North East","5.00","Other","North East"
"Department for Education","Department for Education","Strategic Communications and Campaigns","DFE-2098","SEO (Information Officer) - London","46603","51909","Senior Executive Officer - Strategic Communications and Campaigns SEO-London","10.70","Other","London"
"Department for Education","Department for Education","Commercial Operations","DFE-2355","Grade 7 - London","55022","63601","Manager - Commercial Operations Grade 7-London","1.00","Other","London"
"Department for Education","Education and Skills Funding Agency","Funding Policy Implementation","DFE-2451","HEO - National","30332","33371","Higher Executive Officer - Funding Policy Implementation HEO-North East","3.81","Other","North East"
"Department for Education","Department for Education","School Strategy and System","DFE-2409","HEO - National","30332","33371","Higher Executive Officer - School Strategy and System HEO-Yorkshire and The Humber","0.78","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Further Education Provider Oversight","DFE-2394","Grade 7 - National","51357","59332","Manager - Further Education Provider Oversight Grade 7-North East","1.00","Other","North East"
"Department for Education","Education and Skills Funding Agency","Data Science (ESFA)","DFE-2509","HEO - National","30332","33371","Higher Executive Officer - Data Science (ESFA) HEO-West Midlands","12.91","Other","West Midlands"
"Department for Education","Department for Education","Regions Group: East Midlands","DFE-2144","HEO - National","30332","33371","Higher Executive Officer - Regions Group: East Midlands HEO-West Midlands","2.50","Other","West Midlands"
"Department for Education","Education and Skills Funding Agency","School Resource Management","DFE-2089","EO: EO (Experienced) - National","26936","26936","Executive Officer - School Resource Management EO-North East","0.86","Other","North East"
"Department for Education","Department for Education","Early Years Markets and Strategy","DFE-2225","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Early Years Sufficiency and Entitlements SEO-North East","4.60","Other","North East"
"Department for Education","Education and Skills Funding Agency","Data Science (ESFA)","DFE-2509","Grade 7 - National","51357","59332","Manager - Data Science (ESFA) Grade 6-West Midlands","3.00","Other","West Midlands"
"Department for Education","Department for Education","Strategic Analysis, Research, Data, Intelligence & Science (SARDIS)","DFE-2534","Grade 6 - National","62540","69061","Manager - Insight and Statistics Grade 6-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Data Operations","DFE-2366","Grade 7 - National","51357","59332","Manager - Data Operations Grade 7-North East","7.00","Other","North East"
"Department for Education","Department for Education","Digital Delivery - Funding Services","DFE-2502","Grade 6 - National","62540","69061","Manager - Digital Delivery - Schools Grade 6-North East","3.00","Other","North East"
"Department for Education","Department for Education","Data Operations","DFE-2366","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Data Operations Grade 7-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Data Operations","DFE-2366","Grade 7 - National","51357","59332","Manager - Data Operations Grade 7-Yorkshire and The Humber","7.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","DfE Covid-19 Inquiry Response","DFE-2369","Grade 7 - National","51357","59332","Manager - DfE Covid-19 Inquiry Response Grade 7-North East","3.00","Other","North East"
"Department for Education","Department for Education","Financial Reporting","DFE-2454","Grade 7 - National","51357","59332","Manager - Financial Reporting Grade 7-North East","5.00","Other","North East"
"Department for Education","Department for Education","Funding Policy Unit","DFE-2009","Grade 6 - National","62540","69061","Manager - Funding Policy Unit Grade 6-Yorkshire and The Humber","0.80","Other","Yorkshire and The Humber"
"Department for Education","Education and Skills Funding Agency","National Operations","DFE-2149","Senior Executive Officer - National","37593","41506","Senior Executive Officer - National Operations SEO-Yorkshire and The Humber","4.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Social Work Workforce","DFE-2558","Grade 7 - National","51357","59332","Manager - Social Work Workforce Grade 7-North East","3.70","Other","North East"
"Department for Education","Department for Education","Digital Delivery 1","DFE-2504","Grade 6 - National","62540","69061","Manager - Digital Delivery - Teacher Services Grade 6-West Midlands","3.00","Other","West Midlands"
"Department for Education","Department for Education","T - Level Delivery ​","DFE-2156","HEO - National","30332","33371","Higher Executive Officer - Technical Education Reform Operations SEO-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","SEND AP System Outcomes and Experiences","DFE-2353","Senior Executive Officer - National","37593","41506","Senior Executive Officer - SEND AP System Outcomes and Experiences SEO-North East","5.00","Other","North East"
"Department for Education","Department for Education","Digital Strategy","DFE-2327","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Digital Strategy SEO-North East","3.00","Other","North East"
"Department for Education","Department for Education","Data Protection Office","DFE-2411","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Knowledge and Information Management SEO-East Midlands","1.00","Other","East Midlands"
"Department for Education","Department for Education","Strategic Communications and Campaigns","DFE-2098","Grade 7 - London","55022","63601","Manager - Strategic Communications and Campaigns Grade 7 (On Leave)-London","1.00","Other","London"
"Department for Education","Department for Education","Central Analysis Unit","DFE-2238","HEO - National","30332","33371","Higher Executive Officer - Central Analysis Unit HEO-Yorkshire and The Humber","2.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Early Years Sufficiency and Entitlements","DFE-2225","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Early Years Sufficiency and Entitlements SEO-Yorkshire and The Humber","6.61","Other","Yorkshire and The Humber"
"Department for Education","Education and Skills Funding Agency","Corporate Services & Sponsorship","DFE-2359","Grade 7 - National","51357","59332","Manager - Corporate Services & Sponsorship Grade 7-Yorkshire and The Humber","1.81","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Customer Experience & Design","DFE-2478","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Customer Experience & Design SEO-Yorkshire and The Humber","3.42","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Midlands & East of England Territorial Team/ Large Provider Team","DFE-2507","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Midlands & East of England Territorial Team/ Large Provider Team SEO-Unknown","7.74","Other","Unknown"
"Department for Education","Department for Education","Wraparound, HAF and Breakfast Clubs","DFE-2404","Grade 7 - National","51357","59332","Manager - Wraparound, HAF and Breakfast Clubs Grade 7-Yorkshire and The Humber","2.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","HR Services & Specialist Advice","DFE-2001","Grade 6 - London","65783","73146","Manager - HR Services & Specialist Advice Grade 6-London","0.66","Other","London"
"Department for Education","Department for Education","Customer Service","DFE-2334","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Customer Service SEO-Yorkshire and The Humber","4.67","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Midlands & East of England Territorial Team/ Large Provider Team","DFE-2507","Grade 7 - National","51357","59332","Manager - Midlands & East of England Territorial Team/ Large Provider Team Grade 7-Unknown","15.83","Other","Unknown"
"Department for Education","Department for Education","Digital Delivery 1","DFE-2504","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Digital Delivery - Teacher Services SEO-North East","6.60","Other","North East"
"Department for Education","Department for Education","Northern Territorial Team & ESF","DFE-2332","EO: EO (Experienced) - National","26936","26936","Executive Officer - Northern Territorial Team & ESF EO-Yorkshire and The Humber","0.75","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Looked After Children Care System","DFE-2443","Grade 6 - London","65783","73146","Manager - Looked After Children Care System Grade 6-London","3.90","Other","London"
"Department for Education","Department for Education","Capital","DFE-2242","Grade 6 - National","62540","69061","Manager - Free Schools, FE and Skills Grade 6-South West","1.00","Other","South West"
"Department for Education","Department for Education","Data Operations","DFE-2366","EO: EO (Experienced) - National","26936","26936","Executive Officer - Data Operations EO-Yorkshire and The Humber","1.64","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Developing Teachers and Leaders","DFE-2333","Grade 7 - National","51357","59332","Manager - Developing Teachers and Leaders Grade 7-East Midlands","2.51","Other","East Midlands"
"Department for Education","Department for Education","Strategy & Intelligence","DFE-2072","Grade 7 - London","55022","63601","Manager - Strategy & Intelligence Grade 7-London","4.90","Other","London"
"Department for Education","Standard and Testing Agency","Assessment Operations and Services","DFE-2057","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Assessment Operations and Services SEO-East Midlands","1.00","Other","East Midlands"
"Department for Education","Department for Education","Data Operations","DFE-2366","HEO - National","30332","33371","Higher Executive Officer - Data Operations HEO-East Midlands","1.00","Other","East Midlands"
"Department for Education","Department for Education","Outcomes of Children with a Social Worker","DFE-2347","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Outcomes of Children with a Social Worker SEO-North East","4.74","Other","North East"
"Department for Education","Education and Skills Funding Agency","Funding Policy Implementation","DFE-2451","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Funding Policy Implementation SEO-North East","9.41","Other","North East"
"Department for Education","Department for Education","Investments, Insights and Analysis","DFE-2162","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Investments, Insights and Analysis SEO-North East","1.00","Other","North East"
"Department for Education","Department for Education","SEND AP System Outcomes and Experiences","DFE-2353","Grade 6 - London","65783","73146","Manager - SEND AP System Outcomes and Experiences Grade 6-London","2.06","Other","London"
"Department for Education","Department for Education","Financial Reporting","DFE-2454","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Financial Reporting SEO-East Midlands","1.00","Other","East Midlands"
"Department for Education","Department for Education","News and Social Media","DFE-2145","Grade 7 - London","55022","63601","Manager - News and Social Media Grade 7-London","6.00","Other","London"
"Department for Education","Department for Education","Transformation","DFE-2407","Grade 7 - National","51357","59332","Manager - Transformation Grade 7-North East","2.00","Other","North East"
"Department for Education","Department for Education","Strategy Unit","DFE-2442","Grade 6 - London","65783","73146","Manager - Strategy Unit Grade 6-London","2.00","Other","London"
"Department for Education","Department for Education","Strategic Analysis, Research, Data, Intelligence & Science (SARDIS)","DFE-2534","SEO (Statistical Officer) - London","46604","51910","Senior Executive Officer - Families Analysis SEO-London","14.69","Other","London"
"Department for Education","Department for Education","Admissions, School Organisation, Transport and FRU","DFE-2296","Senior Executive Officer - London","41435","45875","Senior Executive Officer - Admissions, School Organisation, Transport and FRU SEO-London","4.86","Other","London"
"Department for Education","Department for Education","Free Schools Policy and Programme","DFE-2346","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Free Schools Policy and Programme SEO-North East","3.90","Other","North East"
"Department for Education","Education and Skills Funding Agency","Schools Financial Support & Oversight","DFE-2198","Grade 7 - National","51357","59332","Manager - Operational Delivery – North & UTC Grade 7-North East","4.00","Other","North East"
"Department for Education","Department for Education","Digital Delivery - Funding Services","DFE-2502","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Digital Delivery - Funding Services SEO-North East","2.00","Other","North East"
"Department for Education","Education and Skills Funding Agency","National Operations","DFE-2149","Grade 7 - London","55022","63601","Manager - National Operations Grade 7-London","3.00","Other","London"
"Department for Education","Department for Education","Further Education Provider Oversight","DFE-2394","HEO - National","30332","33371","Higher Executive Officer - Further Education Provider Oversight HEO-North East","6.00","Other","North East"
"Department for Education","Department for Education","Sustainability and Climate Change Unit","DFE-2351","EO: EO (Experienced) - National","26936","26936","Executive Officer - Sustainability and Climate Change Unit EO-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Adoption, Family Justice and Care Leavers","DFE-2458","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Adoption, Family Justice and Care Leavers SEO-North East","3.00","Other","North East"
"Department for Education","Department for Education","Central Analysis Unit","DFE-2238","Grade 7 - London","55022","63601","Manager - Central Research and Evaluation & Chief Social Researcher Grade 7-London","1.00","Other","London"
"Department for Education","Department for Education","HR Services & Specialist Advice","DFE-2001","Grade 7 - London","55022","63601","Manager - HR Services & Specialist Advice Grade 7-London","1.00","Other","London"
"Department for Education","Department for Education","Capital","DFE-2242","Grade 6 - National","62540","69061","Manager - Free Schools, FE and Skills Grade 6-East Midlands","0.64","Other","East Midlands"
"Department for Education","Education and Skills Funding Agency","Operational Excellence","DFE-2292","SEO (Statistical Officer) - National","43249","47560","Senior Executive Officer - Operational Excellence SEO-Yorkshire and The Humber","11.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Free Schools, FE and Skills","DFE-2003","Grade 7 - National","51357","59332","Manager - Free Schools, FE and Skills Grade 7-Unknown","4.00","Other","Unknown"
"Department for Education","Department for Education","Schools System Accountability","DFE-2224","Grade 7 - National","51357","59332","Manager - Schools System Accountability Grade 7-North East","1.00","Other","North East"
"Department for Education","Education and Skills Funding Agency","Counter Fraud  and Prevention","DFE-2290","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Performance & Risk SEO-North East","4.00","Other","North East"
"Department for Education","Department for Education","Becoming a Teacher","DFE-2539","Grade 6 - London","65783","73146","Manager - Becoming a Teacher Grade 6-London","2.70","Other","London"
"Department for Education","Department for Education","ITT Market Reform","DFE-2477","Senior Executive Officer - National","37593","41506","Senior Executive Officer - ITT Market Reform SEO-West Midlands","1.00","Other","West Midlands"
"Department for Education","Department for Education","Technical Standards","DFE-2208","Grade 7 - National","51357","59332","Manager - Technical Standards Grade 7-Yorkshire and The Humber","3.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Further Education Funding","DFE-2100","Grade 7 - National","51357","59332","Manager - FE Funding Grade 7-Yorkshire and The Humber","3.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","SEND Policy and Strategy","DFE-2464","Grade 7 - London","55022","63601","Manager - SEND Policy and Strategy Grade 7-London","7.00","Other","London"
"Department for Education","Department for Education","Central Operations, Finance & Performance","DFE-2472","Grade 7 - National","51357","59332","Manager - Central Operations, Finance & Performance Grade 7-West Midlands","1.00","Other","West Midlands"
"Department for Education","Department for Education","Condition Funding & Response","DFE-2344","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Condition Funding & Response SEO-North East","4.00","Other","North East"
"Department for Education","Department for Education","Strategy & Intelligence","DFE-2072","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Strategy & Intelligence SEO (On Leave)-North East","0.80","Other","North East"
"Department for Education","Department for Education","Corporate Assurance and Academy Returns","DFE-2185","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Corporate Assurance and Academy Returns SEO-North East","8.00","Other","North East"
"Department for Education","Department for Education","Ministerial and Public Communications Division","DFE-2249","Grade 7 - London","55022","63601","Manager - Ministerial and Public Communications Division Grade 7-London","4.00","Other","London"
"Department for Education","Teaching Regulation Agency","Teaching Regulation Agency","DFE-2215","HEO - National","30332","33371","Higher Executive Officer - Teaching Regulation Agency HEO-West Midlands","19.38","Other","West Midlands"
"Department for Education","Department for Education","The Apprenticeships Service (DDAT)​","DFE-2486","Senior Executive Officer - National","37593","41506","Senior Executive Officer - The Apprenticeships Service (DDAT)​ SEO-West Midlands","17.81","Other","West Midlands"
"Department for Education","Department for Education","Wraparound, HAF and Breakfast Clubs","DFE-2404","HEO - National","30332","33371","Higher Executive Officer - Wraparound, HAF and Breakfast Clubs HEO-West Midlands","2.00","Other","West Midlands"
"Department for Education","Department for Education","Admissions, School Organisation, Transport and FRU","DFE-2296","Grade 7 - London","55022","63601","Manager - Admissions, School Organisation, Transport and FRU Grade 7-London","6.74","Other","London"
"Department for Education","Department for Education","Financial Reporting","DFE-2454","G7 (Accountant) - London","55270","63601","Manager - Financial Reporting Grade 7-London","1.00","Other","London"
"Department for Education","Department for Education","Supporting and Rewarding Teachers and Leaders","DFE-2130","Grade 7 - National","51357","59332","Manager - Supporting and Rewarding Teachers and Leaders Grade 7-North East","5.60","Other","North East"
"Department for Education","Department for Education","Customer Service","DFE-2334","HEO - National","30332","33371","Higher Executive Officer - Business Operations & Transformation HEO-West Midlands","7.90","Other","West Midlands"
"Department for Education","Department for Education","HR Services & Specialist Advice","DFE-2001","Senior Executive Officer - National","37593","41506","Senior Executive Officer - HR Services & Specialist Advice SEO-Yorkshire and The Humber","3.64","Other","Yorkshire and The Humber"
"Department for Education","Education and Skills Funding Agency","Operational Delivery – South & East","DFE-2085","Grade 7 - National","51357","59332","Manager - Operational Delivery – South & East Grade 7-Yorkshire and The Humber","2.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Regions Group: East of England","DFE-2563","Grade 7 - London","55022","63601","Manager - Regions Group: North East Grade 7-London","1.00","Other","London"
"Department for Education","Department for Education","Early Years Sufficiency and Entitlements","DFE-2225","Grade 7 - London","55022","63601","Manager - Early Years Sufficiency and Entitlements Grade 7-London","8.55","Other","London"
"Department for Education","Standard and Testing Agency","Assessment Operations and Services","DFE-2057","HEO - National","30332","33371","Higher Executive Officer - Assessment Operations and Services HEO-Yorkshire and The Humber","2.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Strategic Communications and Campaigns","DFE-2098","SEO (Information Officer) - National","43249","47560","Senior Executive Officer - Strategic Communications and Campaigns SEO-East Midlands","1.00","Other","East Midlands"
"Department for Education","Department for Education","Student Funding Policy​","DFE-2116","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Student Funding Policy​ SEO-North East","1.83","Other","North East"
"Department for Education","Department for Education","Legal & Transactions","DFE-2207","Grade 6 - National","62540","69061","Manager - Legal & Transactions Grade 6-South West","3.00","Other","South West"
"Department for Education","Department for Education","Europe, Union, Trade and Evidence","DFE-2470","SEO (Statistical Officer) - National","43249","47560","Senior Executive Officer - Europe, Union, Trade and Evidence SEO-Yorkshire and The Humber","2.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Europe, Union, Trade and Evidence","DFE-2470","Grade 6 - London","65783","73146","Manager - Europe, Union, Trade and Evidence Grade 6-London","3.00","Other","London"
"Department for Education","Department for Education","Data","DFE-2168","Grade 7 - London","55022","63601","Manager - CDO Central Unit Grade 7 (On Leave)-London","1.00","Other","London"
"Department for Education","Department for Education","Ministerial and Public Communications Division","DFE-2249","Grade 7 - National","51357","59332","Manager - Ministerial and Public Communications Division Grade 7-Yorkshire and The Humber","1.67","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Supporting and Rewarding Teachers and Leaders","DFE-2130","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Supporting and Rewarding Teachers and Leaders SEO-North East","3.81","Other","North East"
"Department for Education","Department for Education","Digital Delivery - Funding Services","DFE-2502","Grade 7 - National","51357","59332","Manager - Digital Delivery - Schools Grade 7-Yorkshire and The Humber","3.85","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Strategy and Care System","DFE-2059","Grade 7 - National","51357","59332","Manager - Looked After Children Care System Grade 6-Yorkshire and The Humber","2.69","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","National Tutoring Programme","DFE-2437","Senior Executive Officer - National","37593","41506","Senior Executive Officer - National Tutoring Programme SEO-North East","4.00","Other","North East"
"Department for Education","Department for Education","School Strategy and System","DFE-2409","Grade 7 - London","55022","63601","Manager - School Strategy and System Grade 7-London","4.60","Other","London"
"Department for Education","Department for Education","Strategy, Funding and CR Sponsor","DFE-2564","Grade 6 - London","65783","73146","Manager - Strategy, Funding and CR Sponsor Grade 6-London","2.00","Other","London"
"Department for Education","Department for Education","Regions Group: National","DFE-2279","HEO - National","30332","33371","Higher Executive Officer - Regions Group: National HEO-North East","14.00","Other","North East"
"Department for Education","Department for Education","Customer Service","DFE-2334","EO: EO (Experienced) - National","26936","26936","Executive Officer - Customer Service EO-East Midlands","1.00","Other","East Midlands"
"Department for Education","Department for Education","HEALD/Curriculum Policy/Strategy","DFE-2418","Grade 7 - National","51357","59332","Manager - HEALD/Curriculum Policy/Strategy Grade 7-East Midlands","1.00","Other","East Midlands"
"Department for Education","Department for Education","International HE and EU Exit","DFE-2452","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Higher Education Quality and Regulation SEO-Yorkshire and The Humber","2.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Customer Service","DFE-2334","HEO - National","30332","33371","Higher Executive Officer - Customer Service HEO-North East","7.61","Other","North East"
"Department for Education","Department for Education","Digital Strategy","DFE-2327","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Business Operations & Transformation SEO-Yorkshire and The Humber","2.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Regions Group: Yorkshire and the Humber","DFE-2375","Grade 7 - National","51357","59332","Manager - Regions Group: Yorkshire and the Humber Grade 7-Yorkshire and The Humber","8.24","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Employer Engagement","DFE-2102","Grade 6 - London","65783","73146","Manager - Employer Engagement Grade 6-London","2.00","Other","London"
"Department for Education","Department for Education","Attendance","DFE-2533","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Attendance SEO-Yorkshire and The Humber","0.81","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Regions Group: National","DFE-2279","HEO - National","30332","33371","Higher Executive Officer - Regions Group: National HEO-Yorkshire and The Humber","16.34","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Legal & Transactions","DFE-2207","Grade 7 - National","51357","59332","Manager - Legal & Transactions Grade 7 (On Leave)-North East","1.00","Other","North East"
"Department for Education","Education and Skills Funding Agency","Data Science (ESFA)","DFE-2509","SEO (Scientific Officer) - National","43249","47560","Senior Executive Officer - Data Science (ESFA) SEO-South West","2.00","Other","South West"
"Department for Education","Department for Education","Teachers' Pension Scheme","DFE-2554","Grade 7 - National","51357","59332","Manager - Teachers' Pension Scheme Grade 7-North East","5.00","Other","North East"
"Department for Education","Department for Education","School Rebuilding","DFE-2568","Grade 6 - National","62540","69061","Manager - School Rebuilding Grade 6-North East","1.00","Other","North East"
"Department for Education","Department for Education","Regions Group: West Midlands","DFE-2348","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Regions Group: West Midlands SEO-West Midlands","14.91","Other","West Midlands"
"Department for Education","Department for Education","ITT Market Reform","DFE-2477","Grade 7 - London","55022","63601","Manager - ITT Market Reform Grade 7-London","4.75","Other","London"
"Department for Education","Department for Education","Strategy, Funding and CR Sponsor","DFE-2564","Grade 7 - London","55022","63601","Manager - Strategy, Funding and CR Sponsor Grade 7-London","10.56","Other","London"
"Department for Education","Department for Education","Families Analysis","DFE-2567","SEO (Senior Research Officer) - National","43249","47560","Senior Executive Officer - Families Analysis SEO (On Leave)-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Commercial School Resource Management (Protected)","DFE-2354","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Commercial School Resource Management (Protected) SEO (On Leave)-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Funding and Accountability","DFE-2360","Grade 7 - National","51357","59332","Manager - Funding and Accountability Grade 7-Yorkshire and The Humber","4.40","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Strategy & Intelligence","DFE-2072","Grade 7 - National","51357","59332","Manager - Strategy & Intelligence Grade 7-South West","0.83","Other","South West"
"Department for Education","Department for Education","Free Schools, FE and Skills","DFE-2003","Grade 6 - National","62540","69061","Manager - Free Schools, FE and Skills Grade 6 (On Leave)-Unknown","1.00","Other","Unknown"
"Department for Education","Education and Skills Funding Agency","Schools Financial Support & Oversight","DFE-2198","HEO - National","30332","33371","Higher Executive Officer - Operational Delivery – North & UTC HEO-North East","9.82","Other","North East"
"Department for Education","Department for Education","Social Work Strategy, Practice & Evidence","DFE-2305","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Social Work Strategy, Practice & Evidence SEO-Yorkshire and The Humber","1.59","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Corporate Assurance and Academy Returns","DFE-2185","HEO - National","30332","33371","Higher Executive Officer - Corporate Assurance and Academy Returns HEO-Yorkshire and The Humber","3.16","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Legal & Transactions","DFE-2207","Grade 6 - London","65783","73146","Manager - Legal & Transactions Grade 6-London","3.60","Other","London"
"Department for Education","Department for Education","Assessment, Standards, Quality and Provider Market Strategy","DFE-2127","Grade 6 - National","62540","69061","Manager - Assessment, Standards, Quality and Provider Market Strategy Grade 6 (On Leave)-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","HEALD/Curriculum Policy/Strategy","DFE-2418","Grade 6 - London","65783","73146","Manager - HEALD/Curriculum Policy/Strategy Grade 6-London","3.81","Other","London"
"Department for Education","Standard and Testing Agency","Assessment Operations and Services","DFE-2057","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Assessment Operations and Services SEO-Yorkshire and The Humber","2.81","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Sector Skills","DFE-2314","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Sector Skills SEO-Yorkshire and The Humber","1.94","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Admissions, School Organisation, Transport and FRU","DFE-2296","Grade 6 - London","65783","73146","Manager - Admissions, School Organisation, Transport and FRU Grade 6-London","2.00","Other","London"
"Department for Education","Department for Education","Higher Education Analysis","DFE-2488","Grade 6 - National","62540","69061","Manager - HE Analysis Grade 6-Yorkshire and The Humber","1.27","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Higher Technical Education","DFE-2574","EO: EO (Experienced) - National","26936","26936","Executive Officer - Higher Technical Education EO-Yorkshire and The Humber","0.60","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Funding and Accountability","DFE-2360","Grade 6 - London","65783","73146","Manager - Funding and Accountability Grade 6-London","2.80","Other","London"
"Department for Education","Department for Education","Higher Education Strategy and Portfolio","DFE-2239","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Higher Education Strategy and Portfolio SEO-West Midlands","1.00","Other","West Midlands"
"Department for Education","Department for Education","Data Operations","DFE-2366","HEO (Higher Statistical Officer) - National","33952","37568","Higher Executive Officer - Data Operations HEO-Yorkshire and The Humber","8.62","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Central Analysis Unit","DFE-2238","Grade 6 - National","62540","69061","Manager - Central Analysis Unit Grade 6-Yorkshire and The Humber","1.80","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Transformation","DFE-2407","Grade 6 - National","62540","69061","Manager - Transformation Grade 6-East Of England","1.00","Other","East Of England"
"Department for Education","Department for Education","Regions Group: National","DFE-2279","Grade 6 - National","62540","69061","Manager - Regions Group: National Grade 6-Yorkshire and The Humber","1.91","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","HEALD/Curriculum Policy/Strategy","DFE-2418","Senior Executive Officer - National","37593","41506","Senior Executive Officer - HEALD/Curriculum Policy/Strategy SEO-Yorkshire and The Humber","4.19","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Qualifications Strategy and Systems","DFE-2341","Grade 7 - National","51357","59332","Manager - Qualifications Strategy and Systems Grade 7-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","School Rebuilding","DFE-2568","Grade 7 - National","51357","59332","Manager - School Rebuilding Grade 7-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Free Schools Policy and Programme","DFE-2346","Grade 7 - London","55022","63601","Manager - Free Schools Policy and Programme Grade 7-London","2.50","Other","London"
"Department for Education","Department for Education","SINs and Multi-Agency Safeguarding","DFE-2299","Grade 7 - National","51357","59332","Manager - SINs and Multi-agency Safeguarding Grade 7-Yorkshire and The Humber","4.00","Other","Yorkshire and The Humber"
