UID,Council,Contract Status,Classification,Name,Route to Market,Contract Type Detail,Start Date,End Date,Maximum Extension Date, Annual Contract Value (average) , Value ,Supplier Name,Company Registration Number,Postcode,Supplier Type,Customer Name
9647,Rochdale Borough Council,Live (On-going),"391465 - Works - Construction, Repair & Maintenance - Roads - Reconstruction & Resurfacing",Rochdale Borough Council Highways Resurfacing Programme,Call Off (External), Framework Agreement,01/08/2022,31/03/2024,-, - ,"£4,000,000.00",(multiple),-,-,-,"Rochdale Borough Council, STAR, RBC - Adult Services, RBC - Children's Services, RBC - Economy, RBC - Neighbourhoods, RBC - Public Health, RBC - Resources"
10608,Rochdale Borough Council,Live (On-going),321000 - Social Community Care Supplies & Services - Adult,Integrated Community Equipment Service ,OJEU Tender, Contract,01/07/2022,30/06/2026,30/06/2027,"£831,044.00","£4,155,220.00",Ross Auto Engineering Ltd T/a Ross Care,-,SK16 4PW,-,"Rochdale Borough Council, STAR, RBC - Adult Services, RBC - Children's Services, RBC - Economy, RBC - Neighbourhoods, RBC - Public Health, RBC - Resources"
10729,Rochdale Borough Council,Live (On-going),151510 - Healthcare - Public Health,Elderly Oral Health,RBS - Low - Quick Quote, Contract,01/04/2022,31/03/2025,-, - ,"£72,000.00",RIS Products Ltd,-,x,-,"STAR, RBC - Public Health"
4800,Rochdale Borough Council,Live (On-going),"310000 - Healthcare, 151510 - Healthcare - Public Health, 151515 - Healthcare - Public Health - Not Elsewhere Classified, 151514 - Healthcare - Public Health - Specialist Services, 311600 - Healthcare - Services","Integrated Sexual Health Services for Oldham, Rochdale and Bury (ORB)",OJEU Tender (Light Touch), Contract,01/04/2022,31/03/2027,31/03/2032,"£3,500,000.00","£37,368,540.00",HCRG Care Services Ltd,-,WA7 4QX,-,"Rochdale Borough Council, STAR"
11947,Rochdale Borough Council,Live (One Off),150000 - Consultancy,RBC Level 3 Installation Electrician and Maintenance  Electrician Apprenticeship standard delivery ,RBS - Low - Quick Quote, Contract,23/09/2022,23/09/2026,23/09/2026,"£5,142.00","£18,000.00",Rochdale Training Association Ltd,-,OL16 5NA,-,Rochdale Borough Council
11932,Rochdale Borough Council,Live (On-going),"271440 - Information Communication Technology - Software, 271430 - Information Communication Technology - Software - Commercial Off-The-Shelf",ICT Service Desk System,Call Off (External), Contract,30/08/2022,29/08/2024,-, - ,"£212,915.10",Engage ESM Ltd,-, WC1V 6EA,-,"STAR, RBC - Neighbourhoods"
11839,Rochdale Borough Council,Live (On-going),271600 - Information Communication Technology - Software - Customised & Bespoke,AGMA Winter Weather Forecasting  - Rochdale,Mini Competition (External), Call-off Contract,15/10/2022,14/04/2025,14/04/2026,"£6,560.85","£19,682.55",MetDesk Ltd,-,HP22 6BN,-,"STAR, RBC - Resources"
3363,Rochdale Borough Council,Live (On-going),151510 - Healthcare - Public Health,Domestic Abuse Services – Lot 1 Community Based Support Services,OJEU Tender, Contract,01/04/2017,31/03/2024,31/03/2024,"£171,000.00","£1,385,644.00",Victim Support,-,PR1 8QT,-,"Rochdale Borough Council, RBC - Public Health"
3778,Rochdale Borough Council,Live (On-going),151510 - Healthcare - Public Health,Domestic Abuse Services – Lot 2 - Accommodation Based Support Service ,OJEU Tender, Contract,01/04/2017,31/03/2024,31/03/2024,"£207,000.00","£1,823,720.00",Safenet Domestic Abuse Service,-,BB11 2RP,-,"Rochdale Borough Council, RBC - Public Health"
3849,Rochdale Borough Council,Live (On-going),321000 - Social Community Care Supplies & Services - Adult,Greater Manchester Learning Disability and Autism FPS (Rochdale),Procured by Other, Flexible Purchasing System,01/08/2017,31/07/2024,-, £-   , £-   ,Various Suppliers,-,Various,-,RBC - Adult Services
9339,Rochdale Borough Council,Live (On-going),"390000 - Works - Construction, Repair & Maintenance","Provision of Bathing, Toileting, Minor Adaptations and Ramps (Lot 1 from Manchester framework TC843)",Modification, Call-off Contract,16/09/2021,15/09/2025,-,"£4,800,000.00","£7,200,000.00",TF Jones Property Services LTD,-,WA9 3AH,-,"STAR, RBC - Adult Services"
3497,Rochdale Borough Council,Live (On-going),321100 - Social Community Care Supplies & Services - Children,Children’s and young people’s Residential Placements-FPS,OJEU Tender, Flexible Purchasing System,01/04/2018,31/03/2028,31/03/2028, - ,"£1,110,000,000.00",Various Suppliers,-,Various,-,"Rochdale Borough Council, STAR, RBC - Adult Services, RBC - Children's Services, RBC - Economy, RBC - Neighbourhoods, RBC - Public Health, RBC - Resources"
9589,Rochdale Borough Council,Live (On-going),"390000 - Works - Construction, Repair & Maintenance",Heywood Cemetery Chapel Fire Damage Refurbishment,RBS - Low/Med - Simple (RFQ), Contract,09/01/2023,04/08/2023,-, - ,"£449,982.20",H Bell and Sons (Rochdale) Ltd,-,OL12 0HA,-,"STAR, RBC - Neighbourhoods"
4313,Rochdale Borough Council,Live (On-going),321000 - Social Community Care Supplies & Services - Adult,Care at Home Services (Adults),OJEU Tender, Flexible Purchasing System,01/04/2018,31/03/2028,-,"£240,000.00", £-   ,Various Suppliers,-,Various,-,"Rochdale Borough Council, RBC - Adult Services"
4077,Rochdale Borough Council,Live (On-going),321100 - Social Community Care Supplies & Services - Children,Children and Young People Foster Care Flexible Procurement System,OJEU Tender, Flexible Purchasing System,05/04/2018,04/04/2028,-, - ,"£1,100,000,000.00",Various Suppliers,-,Various,-,"STAR, RBC - Children's Services"
7910,Rochdale Borough Council,Live (On-going),401001 - Social Community Care Supplies & Services - Children - Community Based Services,Alternative Provision Flexible Procurement System-Rochdale,-, Flexible Purchasing System,01/12/2020,01/12/2024,-, - ,"£1,936,129.00",Various Suppliers,-,Various,-,"STAR, RBC - Children's Services, TRAFF - Children, Families and Wellbeing"
4760,Rochdale Borough Council,Live (On-going),401001 - Social Community Care Supplies & Services - Children - Community Based Services,Provision of Short Breaks for Children and Young People with Disabilities  FPS,OJEU Tender, Flexible Purchasing System,01/09/2019,31/08/2026,-, - ,"£11,600,000.00",Various Suppliers,-,Various,-,"Rochdale Borough Council, STAR, RBC - Adult Services, RBC - Children's Services, RBC - Economy, RBC - Neighbourhoods, RBC - Public Health, RBC - Resources"
10685,Rochdale Borough Council,Live (On-going),321100 - Social Community Care Supplies & Services - Children,Young People’s Support and Guidance Service-New Contract,OJEU Tender (Light Touch), Contract,01/04/2022,31/03/2025,-,"£479,999.95","£1,440,000.00",Positive Steps,-,x,-,"Rochdale Borough Council, RBC - Children's Services"
11970,Rochdale Borough Council,Live (On-going),"270000 - Information Communication Technology, 271000 - Information Communication Technology - Call Systems",RTEL_092 - Mobile data sims inc 1 TB shared data bundle,-, Call-off Contract,01/10/2022,30/09/2024,-, - ,"£59,040.00",Daisy Communications,-,x,-,"STAR, RBC - Neighbourhoods"
4462,Rochdale Borough Council,Live (On-going),191900 - Facilities & Management Services - Removals,Coroner’s Removal Services,OJEU Tender, Contract,15/03/2018,31/03/2022,14/03/2024,"£160,000.00","£480,000.00",Bate & Holland,10703888,WA10 2JJ,-,"STAR, RBC - Resources"
9431,Rochdale Borough Council,Live (On-going),182000 - Environmental Services - Waste Management,Bulky Household Waste Collection Service,OJEU Tender, Framework Agreement,17/01/2022,20/01/2024,20/01/2025,"£110,000.00","£330,000.00",Orchard Recycling Service Ltd,-,x,-,"Rochdale Borough Council, RBC - Neighbourhoods"
14013,Rochdale Borough Council,Live (On-going),271440 - Information Communication Technology - Software,Blue Badge Case  Management System SaaS,Call Off (External), Contract,01/01/2023,31/12/2025,31/12/2026,"£6,080.00","£18,240.00",NEC Software Solutions,-,HP2 7DX,-,"STAR, RBC - Resources"
8771,Rochdale Borough Council,Live (On-going),270000 - Information Communication Technology,Place Based Asset Management System,Call Off (External), Call-off Contract,01/12/2020,30/11/2024,-,"£109,000.00","£436,000.00",The Technology Forge,-,LS11 9YJ,-,"Rochdale Borough Council, RBC - Neighbourhoods"
9588,Rochdale Borough Council,Live (On-going),111200 - Catering - Food & Beverages,Rochdale Borough Parks Ice Cream Trading Franchise,Call Off (External),Concession,04/04/2023,04/04/2024,-,"£39,000.00","£39,000.00",Mr Softee Limited ,-,OL12 6PZ,-,"Rochdale Borough Council, STAR, RBC - Adult Services, RBC - Children's Services, RBC - Economy, RBC - Neighbourhoods, RBC - Public Health, RBC - Resources"
10936,Rochdale Borough Council,Live (On-going),321100 - Social Community Care Supplies & Services - Children,North West Regional Supported and Independent Living Services (SAILS) FPS (16+)-Rochdale,Procured by Other, Flexible Purchasing System,01/01/2020,31/12/2029,-, - , £-   ,Various Suppliers,-,Various,-,"STAR, RBC - Children's Services"
11990,Rochdale Borough Council,Live (On-going),200000 - Financial Services,Rochdale Prepaid Cards,Call Off (External), Call-off Contract,14/01/2023,13/01/2027,-,"£228,000.00","£228,000.00",EML PAYMENTS EUROPE LIMITED,-,B1 2LP,-,"Rochdale Borough Council, RBC - Adult Services"
9409,Rochdale Borough Council,Live (One Off),"390000 - Works - Construction, Repair & Maintenance",Demolition and replacement of the kitchen and dining hall at Elm Wood Primary School.,RBS - Low/Med - Simple (RFQ), Contract,-,12/01/2024,-,"£1,345,217.97","£1,345,218.00",PLP Construction Ltd,-,x,-,"STAR, RBC - Children's Services"
8860,Rochdale Borough Council,Live (On-going),300000 - Mail Services,"Description of Requirement	Collection and Delivery of Letters, Large Letters and Parcels",Call Off (External), Call-off Contract,01/01/2022,31/12/2024,31/12/2026,"£61,000.00","£244,000.00",Whistl Ltd,-,x,-,"STAR, RBC - Resources"
10126,Rochdale Borough Council,Live (On-going),321100 - Social Community Care Supplies & Services - Children,Skill Mill - Youth Justice Reoffenders,Exemption, Contract,01/07/2020,01/07/2024,01/07/2024, - ,"£192,000.00",The Skill Mill Partnership Limited,-,SE1 7TY,-,"STAR, RBC - Children's Services"
10883,Rochdale Borough Council,Live (One Off),321000 - Social Community Care Supplies & Services - Adult,Carebase,Exemption, No Contract,31/01/2023,31/12/2023,-,"£12,433.80","£12,433.80",Carebase,-,DL6 2NG,-,"Rochdale Borough Council, RBC - Adult Services"
9646,Rochdale Borough Council,Live (On-going),"390000 - Works - Construction, Repair & Maintenance",Rochdale Crematorium Building Works,RBS - Low/Med - Simple (RFQ), Contract,13/03/2023,29/03/2024,-,"£1,480,716.00","£1,480,716.00",PLP Construction Ltd,-,x,-,"STAR, RBC - Neighbourhoods"
9839,Rochdale Borough Council,Live (One Off),380000 - Vehicle Management,Purchase of 11 x 26T RCV’s,Call Off (External), Call-off Contract,06/02/2023,31/12/2024,-,"£2,237,642.00","£2,237,642.00",FAUN Zoeller UK Limited,-,B98 9PB,-,STAR
8813,Rochdale Borough Council,Live (On-going),300000 - Mail Services,Digital Mail Room Services,Call Off (External), Call-off Contract,01/01/2021,31/01/2025,-,"£240,000.00","£1,200,000.00",Critiqom Limited ,-,ML4 3NJ,-,TAME - Exchequer
10907,Rochdale Borough Council,Live (On-going),321000 - Social Community Care Supplies & Services - Adult,Rochdale Dom Care (Middleton),Call Off (External), Contract,01/10/2022,31/03/2028,-,"£1,375,000.00","£1,375,000.00",Care 4 U Homecare Agency Limited,-,FY6 7AA,-,"Rochdale Borough Council, RBC - Adult Services"
14025,Rochdale Borough Council,Live (On-going),191600 - Facilities & Management Services - Printing,Provision of Elections and Electoral Role Printing,RBS - Low/Med - Simple (RFQ), Contract,01/03/2023,28/02/2025,28/02/2025,"£80,000.00","£160,000.00",Bottomleys' Print Services Ltd,-,OL12 6AS,-,"STAR, RBC - Resources"
8945,Rochdale Borough Council,Live (On-going),"261100 - Human Resources - Interpretation & Translation, 401503 - Social Community Care Supplies & Services - Children - Support Services & Advocacy Services - Translation",Interpretation and Translation - Rochdale Council,Mini Competition (External), Call-off Contract,07/06/2022,30/09/2024,30/09/2025,"£170,000.00","£396,666.00",The Big Word,-,x,-,"Rochdale Borough Council, RBC - Children's Services"
9802,Rochdale Borough Council,Live (On-going),"370000 - Utilities, 371100 - Utilities - Gas",Supply of Gas 2023 (Rochdale),Procured by Other, Dynamic Purchasing System,01/04/2023,31/03/2026,-, - ,"£13,532,400.00",Corona Energy Retail 4 Limited,2798334,WD18 8YA,-,"STAR, RBC - Neighbourhoods"
9800,Rochdale Borough Council,Live (On-going),"370000 - Utilities, 371000 - Utilities - Electricity, 371010 - Utilities - Electricity - Street Lighting",Supply of Half-Hourly (HH) & Street Lighting Electricity 2023 (Rochdale),Call Off (External), Dynamic Purchasing System,01/04/2023,31/03/2026,-, - ,"£35,704,540.00",Drax Power Limited,-,YO8 8PH,-,"STAR, RBC - Neighbourhoods"
10422,Rochdale Borough Council,Live (On-going),151514 - Healthcare - Public Health - Specialist Services,Voluntary and Community Sector Infrastructure Support Service,OJEU Tender (Light Touch), Contract,01/04/2023,31/03/2028,31/03/2033,"£375,000.00","£2,068,500.00",Action Togehter C I O,-,OL6 6EP,-,"Rochdale Borough Council, RBC - Public Health"
10818,Rochdale Borough Council,Live (On-going),151514 - Healthcare - Public Health - Specialist Services,Infection Prevention and Control for Rochdale Council,Exemption, Contract,01/04/2023,31/03/2028,31/03/2028,"£1,150,000.00","£1,150,000.00",Pennine Acute Hospital Trust,-,x,-,"Rochdale Borough Council, RBC - Public Health"
9830,Rochdale Borough Council,Live (On-going),389999 - Vehicle Management - Not Elsewhere Classified,Vehicle Trackers,Call Off (External), Call-off Contract,01/04/2023,31/03/2028,31/03/2028,"£18,666.00","£56,000.00",UK Telematics Limited,-,x,-,"Rochdale Borough Council, RBC - Neighbourhoods"
9743,Rochdale Borough Council,Live (On-going),"390000 - Works - Construction, Repair & Maintenance",LTP and Steady State Works General Highways and Resurfacing Scheme,Call Off (Internal), Call-off Contract,02/10/2022,31/03/2023,-, - ,"£499,000.00",George Cox and Sons Ltd,2775128,BL4 7QF,-,"STAR, RBC - Neighbourhoods"
11812,Rochdale Borough Council,Live (On-going),261520 - Human Resources - Training & Conferences - Training,CIPFA 2022 - Training (Apprenticeship Levy) Accountancy or Taxation Professional Level 7 Apprenticeship Training,Exemption, Contract,25/08/2022,31/07/2026,31/07/2026,"£25,298.00","£75,895.00",CIPFA Business Ltd,-,E1 8AN,-,"Rochdale Borough Council, RBC - Children's Services, RBC - Resources"
10422,Rochdale Borough Council,Live (On-going),151514 - Healthcare - Public Health - Specialist Services,Voluntary and Community Sector Infrastructure Support Service for Rochdale Council,OJEU Tender (Light Touch), Contract,01/04/2023,31/03/2028,31/03/2033,"£375,000.00","£1,875,000.00",Action Togehter C I O,-,OL6 6EP,-,"Rochdale Borough Council, RBC - Public Health"
10823,Rochdale Borough Council,Live (On-going),321000 - Social Community Care Supplies & Services - Adult,Rochdale Healthwatch Service,OJEU Tender, Contract,01/04/2023,31/03/2026,31/03/2028,"£140,000.00","£140,000.00",Healthwatch Rochdale,-,x,-,RBC - Adult Services
11413,Rochdale Borough Council,Live (On-going),200000 - Financial Services,Treasury Management Services - Rochdale,OJEU Tender, Call-off Contract,17/04/2023,16/04/2026,16/04/2027,"£15,000.00","£60,000.00",Arlingclose Limited ,-,CV37 6AH,-,"Rochdale Borough Council, RBC - Resources"
11983,Rochdale Borough Council,Live (On-going),271510 - Information Communication Technology - Services - Application Service Provision,Outbound Print and Postage Services,Call Off (External), Call-off Contract,01/01/2023,31/12/2025,31/12/2025, - ,"£168,000.00",NEC Software Solutions,-,HP2 7DX,-,"Rochdale Borough Council, RBC - Economy"
10156,Rochdale Borough Council,Live (On-going),321000 - Social Community Care Supplies & Services - Adult,Rochdale Advocacy ,OJEU Tender, Contract,01/05/2021,31/03/2024,31/05/2024,"£302,900.03","£905,105.00",Together Advocacy,-,x,-,RBC - Adult Services
10197,Rochdale Borough Council,Live (On-going),321000 - Social Community Care Supplies & Services - Adult,Rochdale - Riverside Extra Care,Exemption, Contract,01/06/2023,31/05/2024,31/05/2029,"£569,000.00","£2,845,000.00",Riverside Group,-,L24 8RF,-,RBC - Adult Services
10232,Rochdale Borough Council,Live (On-going),321000 - Social Community Care Supplies & Services - Adult,Rochdale Supported Employment ,Modification, Contract,01/04/2021,31/03/2024,31/03/2024,"£100,000.00","£300,000.00",Possabilities,-,OL10 4SY,-,RBC - Adult Services
11854,Rochdale Borough Council,Live (On-going),171060 - Education - Library Services,eBooks / eAudioBooks / eMagazines / eNewspapers - Rochdale Council,Call Off (External), Call-off Contract,01/06/2023,31/05/2027,-,"£32,737.00","£130,948.00",Bolinda UK Ltd,-,WC1N 2EB,-,"Rochdale Borough Council, RBC - Neighbourhoods"
14130,Rochdale Borough Council,Live (One Off),271501 - Information Communication Technology - Services,Newspaper Licensing Agency - Licence,Exemption, Contract,14/04/2023,13/04/2024,13/04/2024,"£32,637.30","£32,637.30",NLA media access,-,TN1 1HJ,-,RBC - Neighbourhoods
9639,Rochdale Borough Council,Live (On-going),190000 - Facilities & Management Services,Industrial Grounds Portfolio Maintenance,RBS - Low/Med - Simple (RFQ), Contract,21/06/2023,20/06/2025,31/03/2026,"£8,040.00","£16,080.00",Sherratt Group Limited,-,CH7 6NZ,-,"STAR, Rochdale Development Agency"
14077,Rochdale Borough Council,Live (One Off),271200 - Information Communication Technology - Hardware,Provision of Laptops - NFC 158 IT Hardware Aggregation,Call Off (External), Contract,01/04/2023,31/03/2024,-,"£463,028.00","£463,028.00",Computacenter (UK) Limited,-,AL10 9TW,-,"STAR, RBC - Neighbourhoods"
14154,Rochdale Borough Council,Live (On-going),271420 - Information Communication Technology - Services - Online Services,Online Reference Library,RBS - Low - Quick Quote, Contract,19/06/2023,18/06/2024,18/06/2024, - ,"£16,764.00",Allium UK Holding Ltd,-,EC1A 4HD,-,"Rochdale Borough Council, RBC - Economy"
11993,Rochdale Borough Council,Live (On-going),200000 - Financial Services,Purchase Cards,Call Off (External), Call-off Contract,01/04/2023,31/03/2025,31/03/2025,"£21,000.00","£21,000.00",Lloyds Bank Cardnet,-,x,-,"Rochdale Borough Council, RBC - Adult Services, RBC - Children's Services, RBC - Economy, RBC - Neighbourhoods, RBC - Public Health, RBC - Resources"
11959,Rochdale Borough Council,Live (On-going),151900 - Consultancy - Management,Rochdale Riverside Retail and Leisure Centre Property and Asset Management,OJEU Tender, Contract,01/04/2023,31/03/2026,-,"£266,666.00","£800,000.00",RivingtonHark Ltd,-,SW1Y 4QU,-,RBC - Economy
14158,Rochdale Borough Council,Live (On-going),271430 - Information Communication Technology - Software - Commercial Off-The-Shelf,Safenet 2 factor authenticator tokens and support,Call Off (Internal), Contract,01/07/2023,30/06/2024,30/06/2024,"£47,682.75","£47,682.75",European Electronique,-,OX29 4TT,-,"STAR, RBC - Neighbourhoods"
5263,Rochdale Borough Council,Live (On-going),"240000 - Horticultural, 241210 - Horticultural - Tree Trimming",Framework for Tree Related Services,OJEU Tender, Framework Agreement,03/07/2023,-,02/07/2027,"£550,000.00","£1,100,000.00",Various Suppliers,-,Various,-,"Rochdale Borough Council, STAR, RBC - Adult Services, RBC - Children's Services, RBC - Economy, RBC - Neighbourhoods, RBC - Public Health, RBC - Resources"
9705,Rochdale Borough Council,Live (On-going),"390000 - Works - Construction, Repair & Maintenance",Asphalt Preventative Maintenance,-, Call-off Contract,01/08/2023,-,-, - ,"£880,000.00",Eurovia Infrastructure Ltd,7388667,RH12 2RW,-,"Rochdale Borough Council, STAR, RBC - Adult Services, RBC - Children's Services, RBC - Economy, RBC - Neighbourhoods, RBC - Public Health, RBC - Resources"
10852,Rochdale Borough Council,Live (On-going),321000 - Social Community Care Supplies & Services - Adult,Rochdale Carers Service ,OJEU Tender, Contract,01/04/2023,31/03/2025,-,"£349,269.93","£1,048,224.00",N-Compass,-,x,-,RBC - Adult Services
10852,Rochdale Borough Council,Live (On-going),321100 - Social Community Care Supplies & Services - Children,Rochdale Carers Service - Young Carers,OJEU Tender, Contract,01/04/2023,31/03/2025,-,"£89,666.95","£179,613.20",N-Compass,-,x,-,RBC - Children's Services
11994,Rochdale Borough Council,Live (On-going),271440 - Information Communication Technology - Software,The Chest eTendering Portal - Rochdale,Call Off (External), Call-off Contract,31/07/2023,31/07/2027,31/07/2030,"£2,580.82","£10,323.28",TET Limited t/a Trans European Technology ,-,NW10 7SE,-,"Rochdale Borough Council, STAR"
14167,Rochdale Borough Council,Live (One Off),261400 - Human Resources - Temporary & Agency Staff,Rochdale Agency Technical Officer,RBS - Low - Quick Quote, Contract,17/07/2023,17/01/2024,-,"£25,000.00","£25,000.00",Vivid Resourcing Limited,-,M2 1EW,-,RBC - Adult Services
14146,Rochdale Borough Council,Live (On-going),271440 - Information Communication Technology - Software,Kofax Replacement System Invoice Processing - Scanning,Call Off (External), Call-off Contract,01/08/2023,31/07/2027,31/07/2027,"£17,350.00","£69,400.00",Davies Group Limited,-,EC3V 0BG,-,Rochdale Borough Council
13089,Rochdale Borough Council,Live (On-going),"261500 - Human Resources - Training & Conferences, 261510 - Human Resources - Training & Conferences - Conferences, 261599 - Human Resources - Training & Conferences - Not Elsewhere Classified",CIPFA Exemption,Exemption, Contract,01/06/2023,01/06/2025,-, - ,"£210,000.00",CIPFA Business Ltd,-,E1 8AN,-,STAR
14169,Rochdale Borough Council,Live (One Off),192400 - Facilities & Management Services - Marketing,Rochdale Action Oriented Strategy,Call Off (External), Contract,14/07/2023,14/07/2024,-,"£85,720.00","£85,720.00",ICE Creates Ltd,-,CH41 5LH,-,"Rochdale Borough Council, RBC - Resources"
14219,Rochdale Borough Council,Live (One Off),261300 - Human Resources - Recruitment & Assessment,Senior PH Specialist,RBS - Low - Quick Quote, Contract,18/09/2023,31/03/2024,-,"£87,750.00","£87,750.00",Panoramic Associates,-,BS1 2NH,-,RBC - Public Health
10593,Rochdale Borough Council,Live (On-going),151514 - Healthcare - Public Health - Specialist Services,Oldham and Rochdale Integrated Adult Substance Misuse Service,OJEU Tender (Light Touch), Contract,01/04/2023,31/03/2033,31/03/2034,"£2,200,000.00","£23,504,540.00",Turning Point Services Ltd,-, EC3N 2LU,-,"Rochdale Borough Council, RBC - Public Health"
14189,Rochdale Borough Council,Live (On-going),152200 - Consultancy - Technical & Feasibility,Corner Plot - MEP Services,Call Off (External), Contract,01/06/2023,01/05/2025,-,"£32,000.00","£64,000.00",TACE Manchester Limited,-,SK8 6QL,-,"Rochdale Borough Council, Rochdale Development Agency"
11949,Rochdale Borough Council,Live (On-going),191200 - Facilities & Management Services - Document Archiving & Storage,Offsite Storage - Rochdale Council ,Mini Competition (External), Call-off Contract,01/10/2023,30/09/2026,30/09/2028,"£24,000.00","£72,000.00",Uniscope International Ltd,-,TBC,-,"RBC - Neighbourhoods, SMBC - CSS Business Support (Operational)"
12009,Rochdale Borough Council,Live (One Off),"390000 - Works - Construction, Repair & Maintenance","Replacement MUGA PItch at Littleborough Sports Centre, Calderbrook Road, Littleborough OL15 9JN",RBS - Low/Med - Simple (RFQ), Contract,02/10/2023,03/11/2023,-,"£38,115.00","£38,115.00",Horticon Ltd,-,SK9 6DN,-,RBC - Neighbourhoods
14127,Rochdale Borough Council,Live (On-going),271430 - Information Communication Technology - Software - Commercial Off-The-Shelf,Rochdale Customer Relationship Management System,Call Off (External), Call-off Contract,02/10/2023,01/10/2026,01/10/2027,"£168,000.00","£848,000.00",Granicus-Firmstep Limited,-,EC3R 6DP,-,"Rochdale Borough Council, RBC - Neighbourhoods"
9954,Rochdale Borough Council,Live (One Off),291400 - Arts & Leisure Services - Sport & Fitness,Supply of Indoor Cycling Bikes,RBS - Med/High - Advanced (Open), Contract,01/11/2023,30/11/2023,-, - ,"£61,168.80",PULSE FITNESS LIMITED,-,CW12 4TW,-,"Rochdale Borough Council, RBC - Neighbourhoods"
14226,Rochdale Borough Council,Live (One Off),150000 - Consultancy,Rochdale Train Station Improvements - QS,Call Off (External), Call-off Contract,15/09/2023,25/05/2024,-,"£23,523.00","£23,523.00",Walker Sime Limited ,-,M17 1DB,-,RBC - Economy
15041,Rochdale Borough Council,Live (One Off),151000 - Consultancy - Business,AMPI Industrial Engagement- Business Consultancy,RBS - Low/Med - Simple (RFQ), Contract,25/09/2023,30/11/2023,31/12/2023, - ,"£18,000.00",JEM Business Solutions (Sole Trader),-,HD4 7JQ,-,RBC - Economy
14243,Rochdale Borough Council,Live (On-going),271430 - Information Communication Technology - Software - Commercial Off-The-Shelf,Youth Justice System - IYSS Case Management System,Call Off (External), Call-off Contract,01/09/2023,31/08/2025,31/08/2026,"£19,104.52","£57,313.56",Access UK Ltd,-, CO7 6LZ,-,"Rochdale Borough Council, RBC - Children's Services"
14215,Rochdale Borough Council,Live (On-going),271430 - Information Communication Technology - Software - Commercial Off-The-Shelf,"Cognitive RPA, Intelligent Automation & AI Cloud Platform and Virtual Workforce",Call Off (External), Call-off Contract,30/10/2023,29/10/2025,29/10/2025, - ,"£234,800.00",Davies Group Limited,-,EC3V 0BG,-,Rochdale Borough Council
11738,Rochdale Borough Council,Live (On-going),271501 - Information Communication Technology - Services,SERVICES AGREEMENT RELATED TO PROVISION OF OUT OF HOURS CONTACT CENTRE AND RPaaS,OJEU Tender, Contract,01/09/2023,31/08/2025,31/08/2026,"£146,729.00","£293,458.00",Agilisys Limited ,-,W12 7RZ,-,"STAR, RBC - Resources"
12021,Rochdale Borough Council,Live (On-going),"330000 - Sports & Playground Equipment & Maintenance, 331000 - Sports & Playground Equipment & Maintenance - Playground Equipment",Robinson Common Play Area Development,RBS - Low/Med - Simple (RFQ), Contract,01/11/2023,31/01/2024,-, - ,"£64,879.27",Sutcliffe Play Limited,-,x,-,"STAR, RBC - Neighbourhoods"
12024,Rochdale Borough Council,Live (On-going),"351000 - Street & Traffic Management - Parking - Car Parks, 390000 - Works - Construction, Repair & Maintenance, 391399 - Works - Construction, Repair & Maintenance - Open Spaces - Not Elsewhere Classified",Smith Street Car Park - Repair Works to Retaining Wall,Exemption, Contract,01/11/2023,24/01/2024,-, - ,"£275,000.00",FW Sherratt Ltd,-,SK6 8DX,-,"STAR, RBC - Neighbourhoods"
9837,Rochdale Borough Council,Live (On-going),"391400 - Works - Construction, Repair & Maintenance - Roads",Rochdale - Queens Park Bridge Refurbishment ,RBS - Low/Med - Simple (RFQ), Contract,13/11/2023,08/11/2024,-, - ,"£3,206,759.00",BDB Special Projects Ltd,10705050,BL9 7HR,-,"STAR, RBC - Neighbourhoods"
14296,Rochdale Borough Council,Live (One Off),271440 - Information Communication Technology - Software,Synthesia Software,RBS - Low - Quick Quote, Contract,10/11/2023,09/11/2024,09/11/2024,"£19,500.00","£19,500.00",Synthesia Limited,-,W1W 8AJ,-,"Rochdale Borough Council, RBC - Children's Services"
14240,Rochdale Borough Council,Live (On-going),271440 - Information Communication Technology - Software,Fleet Management Software  -2023 -2025 Rochdale,Call Off (External), Contract,18/11/2023,17/11/2025,17/11/2025,"£26,982.00","£53,964.00",Insight Direct,-,S9 2BU,-,"Rochdale Borough Council, STAR, RBC - Adult Services, RBC - Children's Services, RBC - Economy, RBC - Neighbourhoods, RBC - Public Health, RBC - Resources"
15052,Rochdale Borough Council,Live (One Off),380000 - Vehicle Management,Purchase of 1 x Renault Zoe ,Call Off (External), No Contract,-,-,-, - ,"£17,995.00",Vic Young (South Shields),2270866,NE34 9QE,-,"STAR, RBC - Neighbourhoods"
12090,Rochdale Borough Council,Live (One Off),182000 - Environmental Services - Waste Management,Purchase of Outdoor Litter Bins,Call Off (External), Framework Agreement,-,-,-, - ,"£36,687.50",Wybone Limited,952455,S74 9TF,-,"STAR, RBC - Neighbourhoods"
9664,Rochdale Borough Council,Live (One Off),"390000 - Works - Construction, Repair & Maintenance",Hollingworth Lake High Nets Activity Course,Exemption, Contract,-,-,-, - ,"£283,300.00",Challenge Kit UK,-,x,-,"Rochdale Borough Council, RBC - Neighbourhoods"
