"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Office Region","Notes","Valid?"
"OD377","N/D","SCS1","Deputy Director Employers & National Insurance","Personal Tax Operations delivers PAYE, Self-Assessment and National Insurance services to more than 40 million customers. It is critical in helping our customers understand and comply with their tax and national insurance responsibilities. This is ac","HM Revenue and Customs","HM Revenue and Customs","Customer Services","0300 200 3300","contactUs@hmrc.gov.uk","OD368","39160293","1.00","N/A","N/A","","Operational Delivery Profession","North East","nan","1"
"OD381","N/D","SCS1","Deputy Director Business Alignment","Operational Excellence (OE) make a measurable difference to the experience of our customers and our colleagues, our work helps to reduce the cost to serve and drive up the value of all we do. Our teams drive improvements within Customer Services and","HM Revenue and Customs","HM Revenue and Customs","Customer Services","0300 200 3300","contactUs@hmrc.gov.uk","OD644","1232192","1.00","N/A","N/A","","Operational Delivery Profession","Yorkshire and The Humber","nan","1"
"OD383","N/D","SCS1","Deputy Director Design Lead","Thought leadership for the department on modernising and transforming income tax administration. 

Collaboration with delivery partners across HMRC and government to:
- transform the way customers interact with the tax system
- exploit advances in te","HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","0300 200 3300","contactUs@hmrc.gov.uk","OD570","1168218","1.00","N/A","N/A","","Policy Profession","North East","nan","1"
"OD387","N/D","SCS1","Deputy Director Self-Assessment","Personal Tax Operations delivers PAYE, Self-Assessment and National Insurance services to more than 40 million customers. It is critical in helping our customers understand and comply with their tax and national insurance responsibilities. This is ac","HM Revenue and Customs","HM Revenue and Customs","Customer Services","0300 200 3300","contactUs@hmrc.gov.uk","OD368","29229625","1.00","N/A","N/A","","Operational Delivery Profession","London","nan","1"
"OD388","N/D","SCS1","Deputy Director Personal Tax Operational Centre","Personal Tax Operations delivers PAYE, Self-Assessment and National Insurance services to more than 40 million customers. It is critical in helping our customers understand and comply with their tax and national insurance responsibilities. This is ac","HM Revenue and Customs","HM Revenue and Customs","Customer Services","0300 200 3300","contactUs@hmrc.gov.uk","OD368","5533947","1.00","N/A","N/A","","Operational Delivery Profession","North West","nan","1"
"OD389","N/D","SCS1","Deputy Director PAYE & Capacity Enhancement Team","Personal Tax Operations delivers PAYE, Self-Assessment and National Insurance services to more than 40 million customers. It is critical in helping our customers understand and comply with their tax and national insurance responsibilities. This is ac","HM Revenue and Customs","HM Revenue and Customs","Customer Services","0300 200 3300","contactUs@hmrc.gov.uk","OD368","89771794","1.00","N/A","N/A","","Operational Delivery Profession","North West","Jobshare","1"
"OD389","N/D","SCS1","Deputy Director PAYE & Capacity Enhancement Team","Personal Tax Operations delivers PAYE, Self-Assessment and National Insurance services to more than 40 million customers. It is critical in helping our customers understand and comply with their tax and national insurance responsibilities. This is ac","HM Revenue and Customs","HM Revenue and Customs","Customer Services","0300 200 3300","contactUs@hmrc.gov.uk","OD368","89771794","1.00","N/A","N/A","","Operational Delivery Profession","North West","Jobshare","1"
"OD396","N/D","SCS1","Deputy Director Income Tax Policy","Responsible for income tax policy for individuals, including rates, bands and personal allowances, earnings, employee expenses and benefits and share schemes.","HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","0300 200 3300","contactUs@hmrc.gov.uk","OD369","1457222","0.92","N/A","N/A","","Policy Profession","Northern Ireland","nan","1"
"OD397","N/D","SCS1","Deputy Director Corss-Cutting","The team provide wrap around support for the directorate's policy work, working with others in IPD, HMRC and with HMT partners to identify policy priorities, develop evidence, and advise on delivery logistics to support the government's objectives.","HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","0300 200 3300","contactUs@hmrc.gov.uk","OD369","1190294","1.00","N/A","N/A","","Policy Profession","London","nan","1"
"OD398","N/D","SCS1","Deputy Director Business Delivery","Operational Excellence (OE) make a measurable difference to the experience of our customers and our colleagues, our work helps to reduce the cost to serve and drive up the value of all we do. Our teams drive improvements within Customer Services and","HM Revenue and Customs","HM Revenue and Customs","Customer Services","0300 200 3300","contactUs@hmrc.gov.uk","OD931","7289371","1.00","N/A","N/A","","Operational Delivery Profession","North West","nan","1"
"OD402","N/D","SCS1","Deputy Director IPD Employment Status & Intermediaries Policy","Responsible for maintaining and developing policy on the distinction, for Income Tax, between employees and traders, and for National Insurance between employed and self-employed earners. The team maintains the tax rules for agency workers, off payro","HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","0300 200 3300","contactUs@hmrc.gov.uk","OD369","1655584","1.00","N/A","N/A","","Government Tax Profession","London","nan","1"
"OD406","N/D","SCS1","Deputy Director NICS Policy and Student Finance","Responsible for National Insurance policy, National Insurance numbers, Apprenticeship Levy, , and maintenance of the UK's international Social Security Coordination agreements and residence/immigration policy on access to HMRC-administered benefits.","HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","0300 200 3300","contactUs@hmrc.gov.uk","OD369","2215248","1.00","N/A","N/A","","Policy Profession","London","nan","1"
"OD409","N/D","SCS1","Deputy Director Charities, Public Bodies & Complex Employment","Wealthy and Mid-sized Business Compliance (WMBC) brings together insight into the wealthy and Mid-sized business populations. We also work with other customers including public bodies, charities, pension schemes and the estates of deceased individual","HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","0300 200 3300","contactUs@hmrc.gov.uk","OD595","24806700","1.00","N/A","N/A","","Government Tax Profession","North East","nan","1"
"OD410","N/D","SCS1","Deputy Director Assets","Wealthy and Mid-sized Business Compliance (WMBC) brings together insight into the wealthy and Mid-sized business populations. We also work with other customers including public bodies, charities, pension schemes and the estates of deceased individual","HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","0300 200 3300","contactUs@hmrc.gov.uk","OD595","14317949","1.00","N/A","N/A","","Operational Delivery Profession","North West","nan","1"
"OD411","N/D","SCS1","Deputy Director Pensions, Savings & Charities Policy","The team maintain and develop policy on the tax treatment of pensions savings and charities working closely with HMT to advise ministers. They are responsible for the income tax rules for pension contributions, pension schemes and pension benefits, I","HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","0300 200 3300","contactUs@hmrc.gov.uk","OD369","2842813","1.00","N/A","N/A","","Other","London","nan","1"
"OD417","N/D","SCS1","Deputy Director Assets, Residence & Valuation","BAI brings together all tax policy and technical work on direct business taxes, taxation of assets, and a wide range of international tax work. BAI also provides an expert, professional valuation service, which supports HMRC's compliance effort as we","HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","0300 200 3300","contactUs@hmrc.gov.uk","OD136","7343688","1.00","N/A","N/A","","Government Tax Profession","East Midlands","nan","1"
"OD418","ROSALIND KAY","SCS2","Director Strategic Policy in to Delivery (SPD)","Strategic Policy into Delivery is an outward-facing directorate in CS&TD that leads on strategic policy development and co-ordination, oversees the Budget, Finance Bill, and policy-making cycle, and delivers policy change through the Policy Driven Ch","HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","0300 200 3300","contactUs@hmrc.gov.uk","OD109","660182","1.00","95000","99999","","Policy Profession","London","nan","1"
"OD419","ELIZABETH WHITTAKER","SCS2","Director Knowledge, Analysis & Intelligence - Role 1","KAI are responsible for providing analysis, research and statistics to inform policy development and operational design. They also play an important role in the Budget and Spring Statement process, working alongside HM Treasury and the Office for Bud","HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","0300 200 3300","contactUs@hmrc.gov.uk","OD109","646803","1.00","105000","109999","","Government Statistical Service Profession","London","nan","1"
"OD420","KELLY PATERSON","SCS2","Chief Security Officer","Cyber Security & Information Risks (CSIR) support HMRC business objectives with appropriate risk mitigation. CSIR is responsible for ensuring everyone has the skills and capabilities to fulfil this role and developing our capability to detect, preven","HM Revenue and Customs","HM Revenue and Customs","Chief Digital & Information Officer","0300 200 3300","contactUs@hmrc.gov.uk","OD107","1112256","1.00","160000","164999","","Other","Scotland","nan","1"
"OD421","N/D","SCS1","Head of Adjudicator's Office","Dealing with complaints quickly & well.","HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","0300 200 3300","contactUs@hmrc.gov.uk","OD230","2077720","1.00","N/A","N/A","","Other","Unknown","nan","1"
"OD423","N/D","SCS1","Deputy Director Strategy Assurance Management and Engagement","Working with key stakeholders we will measure delivery of our strategy, identifying key performance indicators to demonstrate delivery and any gaps and risks to delivery. We will work with ExCom and Strategy Committee to ensure that senior decision m","HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","0300 200 3300","contactUs@hmrc.gov.uk","OD606","1452743","1.00","N/A","N/A","","Government Tax Profession","London","nan","1"
"OD424","N/D","SCS1","Deputy Director Data Science","CDIO Chief Data Office is responsible for defining and maintaining the departmental Data strategy for HMRC, as well as maintaining the HMRC Data Model and Standards for HMRC. CDIO CDO is responsible for setting the standards to which all data in HMRC","HM Revenue and Customs","HM Revenue and Customs","Chief Digital & Information Officer","0300 200 3300","contactUs@hmrc.gov.uk","OD633","3060529","1.00","N/A","N/A","","Digital, Data and Technology Professions","London","nan","1"
"OD426","N/D","SCS1","Deputy Director Tax Administration: Policy (Specialist)","A range of policy relating to tax administration.  Work relating to the Self Employment Income Support Scheme which was initiated in the pandemic.","HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","0300 200 3300","contactUs@hmrc.gov.uk","OD570","1574320","1.00","N/A","N/A","","Policy Profession","London","nan","1"
"OD427","N/D","SCS1","Deputy Director Tax Administration: Litigation & Advice","The team provides specialist advice and leads litigation on the Tax Administration Framework. This incorporates the policies, legislation, case law, guidance and practices that allow HMRC to administer taxes and benefits efficiently.","HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","0300 200 3300","contactUs@hmrc.gov.uk","OD570","2245810","1.00","N/A","N/A","","Government Tax Profession","North West","nan","1"
"OD429","Vacant","SCS1","Deputy Director - Tax Academy","As HMRC's Chief People Officer Group, our aim is to ensure we support all our people to be at their best at work. Led by insight, driven by our organisation's values and focused on outcomes, we work with colleagues to create a great experience for ev","HM Revenue and Customs","HM Revenue and Customs","Chief People Officer Group","N/A","contactUs@hmrc.gov.uk","OD105","0","1.00","N/A","N/A","","Government Tax Profession","West Midlands","nan","1"
"OD431","N/D","SCS1","Deputy Director Fiscal Events & OGD Team","Coordinating and supporting HMRC's contribution to every Autumn Budget and Finance Bill. Commissioning and coordinating the various HMRC products published at Budget, assessing the impact of delivery options and HMRC costs for Budget measures and new","HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","0300 200 3300","contactUs@hmrc.gov.uk","OD418","1354661","1.00","N/A","N/A","","Policy Profession","London","nan","1"
"OD432","N/D","SCS1","Deputy Director Strategic Cross Cutting & Policy Team","Strategic and Cross-Cutting Policy are responsible for several key functions working across the HMRC policy cluster and wider HMRC, and with HMT and others. Development of tax policy initiatives through Fiscal Events that tackle significant cross-cut","HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","0300 200 3300","contactUs@hmrc.gov.uk","OD418","1046773","1.00","N/A","N/A","","Policy Profession","London","nan","1"
"OD435","N/D","SCS1","Deputy Director KAI Personal Taxes (Jobshare)","DD KAI Personal Taxes","HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","0300 200 3300","contactUs@hmrc.gov.uk","OD419","3851726","0.60","N/A","N/A","","Government Statistical Service Profession","London","Jobshare","1"
"OD435","N/D","SCS1","Deputy Director KAI Personal Taxes (Jobshare)","DD KAI Personal Taxes","HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","0300 200 3300","contactUs@hmrc.gov.uk","OD419","3851726","0.80","N/A","N/A","","Government Statistical Service Profession","London","Jobshare","1"
"OD437","N/D","SCS1","Deputy Director KAI Operations, Strategy and Transformation - Jobshare","KAI are responsible for providing analysis, research and statistics to inform policy development and operational design. They also play an important role in the Budget and Spring Statement process, working alongside HM Treasury and the Office for Bud","HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","0300 200 3300","contactUs@hmrc.gov.uk","OD928","4975783","0.80","N/A","N/A","","Policy Profession","London","Jobshare","1"
"OD437","N/D","SCS1","Deputy Director KAI Operations, Strategy and Transformation - Jobshare","KAI are responsible for providing analysis, research and statistics to inform policy development and operational design. They also play an important role in the Budget and Spring Statement process, working alongside HM Treasury and the Office for Bud","HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","0300 200 3300","contactUs@hmrc.gov.uk","OD928","4975783","0.80","N/A","N/A","","Policy Profession","London","Jobshare","1"
"OD438","N/D","SCS1","Deputy Director KAI Benefits & Cross-Government Analysis","KAI are responsible for providing analysis, research and statistics to inform policy development and operational design. They also play an important role in the Budget and Spring Statement process, working alongside HM Treasury and the Office for Bud","HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","0300 200 3300","contactUs@hmrc.gov.uk","OD419","3515278","1.00","N/A","N/A","","Government Statistical Service Profession","North West","nan","1"
"OD439","N/D","SCS1","Deputy Director, Compliance and Debt Operations","KAI are responsible for providing analysis, research and statistics to inform policy development and operational design. They also play an important role in the Budget and Spring Statement process, working alongside HM Treasury and the Office for Bud","HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","0300 200 3300","contactUs@hmrc.gov.uk","OD419","3732493","1.00","N/A","N/A","","Government Operational Research Service","London","nan","1"
"OD440","N/D","SCS1","Deputy Director KAI Indirect Taxes, Customs & Co-ordination","KAI are responsible for providing analysis, research and statistics to inform policy development and operational design. They also play an important role in the Budget and Spring Statement process, working alongside HM Treasury and the Office for Bud","HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","0300 200 3300","contactUs@hmrc.gov.uk","OD928","3780086","1.00","N/A","N/A","","Government Economic Service","London","nan","1"
"OD441","N/D","SCS1","Deputy Director, Customer Compliance Strategy","KAI are responsible for providing analysis, research and statistics to inform policy development and operational design. They also play an important role in the Budget and Spring Statement process, working alongside HM Treasury and the Office for Bud","HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","0300 200 3300","contactUs@hmrc.gov.uk","OD419","3339312","1.00","N/A","N/A","","Operational Delivery Profession","London","nan","1"
"OD442","N/D","SCS1","Deputy Director KAI Direct Business Tax","KAI are responsible for providing analysis, research and statistics to inform policy development and operational design. They also play an important role in the Budget and Spring Statement process, working alongside HM Treasury and the Office for Bud","HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","0300 200 3300","contactUs@hmrc.gov.uk","OD928","3495083","1.00","N/A","N/A","","Government Economic Service","London","nan","1"
"OD444","N/D","SCS1","Head of GRC and Security Operations","Cyber Security & Information Risks (CSIR) support HMRC business objectives with appropriate risk mitigation. CSIR is responsible for ensuring everyone has the skills and capabilities to fulfil this role and developing our capability to detect, preven","HM Revenue and Customs","HM Revenue and Customs","Chief Digital & Information Officer","0300 200 3300","contactUs@hmrc.gov.uk","OD420","3738033","1.00","N/A","N/A","","Government Tax Profession","West Midlands","nan","1"
"OD447","N/D","SCS1","Head of Press & Digital Communications","HMRC Communications has an essential role to play in getting tax right for everyone. Our work supports HMRC's customers, engages our 60,000-strong workforce and tackles the minority who cheat the tax system. We're one of the biggest and best communic","HM Revenue and Customs","HM Revenue and Customs","HMRC Communications","0300 200 3300","contactUs@hmrc.gov.uk","OD259","1968632","1.00","N/A","N/A","","Government Communication Service","London","nan","1"
"OD450","N/D","SCS1","Head of Security, Shared Services and Operations","Cyber Security & Information Risks (CSIR) support HMRC business objectives with appropriate risk mitigation. CSIR is responsible for ensuring everyone has the skills and capabilities to fulfil this role and developing our capability to detect, preven","HM Revenue and Customs","HM Revenue and Customs","Chief Digital & Information Officer","0300 200 3300","contactUs@hmrc.gov.uk","OD420","930162","1.00","N/A","N/A","","Other","South East","nan","1"
"OD453","Eliminated","SCS1","DD Contact Engagement Programme","This is responsible for several major change programmes within Transformation Business Group and work with colleagues to deliver them in an enterprise way. We're working to change the way we engage with customers and transform customer journeys to be","HM Revenue and Customs","HM Revenue and Customs","Change Delivery Group","N/A","contactUs@hmrc.gov.uk","OD507","0","1.00","N/A","N/A","","Other","Unknown","nan","1"
"OD455","N/D","SCS1","Deputy Director - Customer Services (CDIO)","CDIO Customer Service Group is responsible for the end-to-end customer journey across all contact platforms, utilising technology, and analytics to define contact strategy to provide a seamless customer experience at a personalised level.","HM Revenue and Customs","HM Revenue and Customs","Chief Digital & Information Officer","0300 200 3300","contactUs@hmrc.gov.uk","OD987","1913618","1.00","N/A","N/A","","Digital, Data and Technology Professions","North East","nan","1"
"OD465","N/D","SCS1","Deputy Director Change Delivery PMO","Operational Excellence (OE) make a measurable difference to the experience of our customers and our colleagues, our work helps to reduce the cost to serve and drive up the value of all we do. Our teams drive improvements within Customer Services and","HM Revenue and Customs","HM Revenue and Customs","Customer Services","0300 200 3300","contactUs@hmrc.gov.uk","OD644","1503746","1.00","N/A","N/A","","Project Delivery Profession","Wales","nan","1"
"OD471","N/D","SCS1","DD Large Business Compliance North West","HMRC's Large Business (LB) directorate handles the tax compliance of the UK's 2,000 largest and most complex businesses.","HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","0300 200 3300","contactUs@hmrc.gov.uk","OD206","0","1.00","N/A","N/A","","Government Tax Profession","West Midlands","nan","1"
"OD472T","Eliminated","SCS1","Deputy Director & Design Authority","CDIO Customer Compliance & Sols Group is responsible for understanding the business needs, and delivering end-to-end service out to business customers, creating intelligent consumers of IT and enhancing the quality of the business outcomes across CDI","HM Revenue and Customs","HM Revenue and Customs","Chief Digital & Information Officer","N/A","contactUs@hmrc.gov.uk","OD633","0","1.00","N/A","N/A","","Other","Unknown","nan","1"
"OD476","N/D","SCS1","Deputy Director Professional Capability & Assurance","Head of the Professional Capability & Asssurace Team","HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","0300 200 3300","contactUs@hmrc.gov.uk","OD606","978915","1.00","N/A","N/A","","Policy Profession","South West","nan","1"
"OD478","N/D","SCS1","Deputy Director International Collaboration & Transparency","BAI brings together all tax policy and technical work on direct business taxes, taxation of assets, and a wide range of international tax work. BAI also provides an expert, professional valuation service, which supports HMRC's compliance effort as we","HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","0300 200 3300","contactUs@hmrc.gov.uk","OD136","1759727","1.00","N/A","N/A","","Government Tax Profession","London","nan","1"
"OD481","N/D","SCS1","Deputy Director Organised Crime","HMRC's Fraud Investigation Service is responsible for tackling the most serious fraud, evasion and organised criminal attacks against the tax system. It uses a wide range of approaches, skills and capabilities including criminal investigations.","HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","0300 200 3300","contactUs@hmrc.gov.uk","OD276","49749504","1.00","N/A","N/A","","Counter-fraud Standards and Profession","Northern Ireland","nan","1"
"OD482","N/D","SCS1","Deputy Director Individuals and Business","HMRC's Fraud Investigation Service is responsible for tackling the most serious fraud, evasion and organised criminal attacks against the tax system. It uses a wide range of approaches, skills and capabilities including criminal investigations.","HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","0300 200 3300","contactUs@hmrc.gov.uk","OD276","28474841","1.00","N/A","N/A","","Counter-fraud Standards and Profession","South East","nan","1"
"OD489","N/D","SCS1","Programme Director - Policy Driven Change (PDC)","Unlike other major change programmes, PDC is not a programme of inter-related projects delivering a shared vision but is a rolling portfolio of circa 50 individual projects delivering policy changes across HMRC whether:

announced by Treasury Ministe","HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","0300 200 3300","contactUs@hmrc.gov.uk","OD418","6954253","1.00","N/A","N/A","","Project Delivery Profession","London","nan","1"
"OD490","N/D","SCS1","Head of IT Business Service - HR and Employee Experience","CDIO Corporates Customer Strategy & Tax Design Group is responsible for designing and delivering a the tax and customs system, ensuring that it brings in revenue for public services and makes it easier for customers to get it right.","HM Revenue and Customs","HM Revenue and Customs","Chief Digital & Information Officer","0300 200 3300","contactUs@hmrc.gov.uk","OD987","1267357","1.00","N/A","N/A","","Other","North East","nan","1"
"OD494T","Vacant","SCS1","Deputy Director for Income Tax Self-Assessment Build & Implementation.","HMRC's ambition is to become one of the most digitally advanced tax administrations in the world and Making Tax Digital is making fundamental changes to the way the tax system works - transforming tax administration so that it is more effective, more","HM Revenue and Customs","HM Revenue and Customs","Change Delivery Group","N/A","contactUs@hmrc.gov.uk","OD151","0","1.00","N/A","N/A","","Project Delivery Profession","North West","nan","1"
"OD497","N/D","SCS1","HR Director Corporate Services & Central Partnering Team","As HMRC's Chief People Officer Group, our aim is to ensure we support all our people to be at their best at work. Led by insight, driven by our organisation's values and focused on outcomes, we work with colleagues to create a great experience for ev","HM Revenue and Customs","HM Revenue and Customs","Chief People Officer Group","0300 200 3300","contactUs@hmrc.gov.uk","OD990T","2788494","1.00","N/A","N/A","","Other","London","nan","1"
"OD498","N/D","SCS1","Deputy Director, Talent Aquisition and Induction","As HMRC's Chief People Officer Group, our aim is to ensure we support all our people to be at their best at work. Led by insight, driven by our organisation's values and focused on outcomes, we work with colleagues to create a great experience for ev","HM Revenue and Customs","HM Revenue and Customs","Chief People Officer Group","0300 200 3300","contactUs@hmrc.gov.uk","OD990T","2546264","1.00","N/A","N/A","","Human Resources Profession","South East","nan","1"
"OD501","N/D","SCS1","Deputy Director SCA Design to Delivery","Delivering  transformation of Income Tax services across HMRC","HM Revenue and Customs","HM Revenue and Customs","Change Delivery Group","0300 200 3300","contactUs@hmrc.gov.uk","OD843","0","1.00","N/A","N/A","","Project Delivery Profession","South West","nan","1"
"OD506","N/D","SCS1","Head of IT Strategic Change","Strategy, Design, Architecture & Innovation deliver critical platforms for HMRC - including an API Platform, Authentication Services, Mobile App, and an Automation Platform. They are responsible for delivering a high-level strategy for enterprise lev","HM Revenue and Customs","HM Revenue and Customs","Chief Digital & Information Officer","0300 200 3300","contactUs@hmrc.gov.uk","OD509","2111789","1.00","N/A","N/A","","Digital, Data and Technology Professions","West Midlands","nan","1"
"OD507","OLIVER FISHER","SCS2","Portfolio Management Director","Portfolio Management","HM Revenue and Customs","HM Revenue and Customs","Change Delivery Group","0300 200 3300","contactUs@hmrc.gov.uk","OD989","1873067","1.00","105000","109999","","Project Delivery Profession","South East","nan","1"
"OD508","SAGHIR AKBAR","SCS2","Director of Enterprise Platform Services","CDIO Enterprise Platform Services - Run are responsible for the delivery of IT application services across HMRC and the day-to-day business critical application services to ensure optimal availability of the HMRC application platforms to the business","HM Revenue and Customs","HM Revenue and Customs","Chief Digital & Information Officer","0300 200 3300","contactUs@hmrc.gov.uk","OD107","553624","1.00","145000","149999","","Other","London","nan","1"
"OD509","TOM SKALYCZ","SCS2","Chief Technology Officer (CTO)","CDIO Chief Operating Office are responsible for driving performance, consistency and good governance of business operations across CDIO by holding the leadership teams to account and removing impediments to allow them to perform.","HM Revenue and Customs","HM Revenue and Customs","Chief Digital & Information Officer","0300 200 3300","contactUs@hmrc.gov.uk","OD107","2835426","1.00","130000","134999","","Other","Yorkshire and The Humber","nan","1"
"OD511","Eliminated","SCS1","Deputy Director Portfolio Definition","Portfolio Management","HM Revenue and Customs","HM Revenue and Customs","Change Delivery Group","N/A","contactUs@hmrc.gov.uk","OD507","0","1.00","N/A","N/A","","Other","Unknown","nan","1"
"OD512","N/D","SCS1","Deputy Director of VAT Reliefs, Deductions & Financial Service","Indirect Tax has a vital role in securing revenue, facilitating trade, and preparing to exit the European Union. We deliver the government's fiscal and policy objectives, working proactively with HM Treasury to design and implement changes. We tackle","HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","0300 200 3300","contactUs@hmrc.gov.uk","OD722","2086434","1.00","N/A","N/A","","Policy Profession","London","nan","1"
"OD513","N/D","SCS1","Deputy Director - Governance & Change PMP/CEP","Operational Excellence (OE) make a measurable difference to the experience of our customers and our colleagues, our work helps to reduce the cost to serve and drive up the value of all we do. Our teams drive improvements within Customer Services and","HM Revenue and Customs","HM Revenue and Customs","Customer Services","0300 200 3300","contactUs@hmrc.gov.uk","OD644","3775616","1.00","N/A","N/A","","Project Delivery Profession","Wales","nan","1"
"OD514","JONATHAN SMITH","SCS2","Director Counter Avoidance","Counter-Avoidance is responsible for tackling marketed-avoidance both operationally and through policy change.","HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","0300 200 3300","contactUs@hmrc.gov.uk","OD106","572903","1.00","95000","99999","","Operational Delivery Profession","South West","nan","1"
"OD515","NICOLAS BOURVEN","SCS2","Chief Information & Digital Officer Group","CDIO's EU Exit programme within CDIO supports HMRC's programmes of work relating to the UK leaving the EU.","HM Revenue and Customs","HM Revenue and Customs","Chief Digital & Information Officer","0300 200 3300","contactUs@hmrc.gov.uk","OD107","756959","1.00","155000","159999","","Digital, Data and Technology Professions","London","nan","1"
"OD516","N/D","SCS1","Head of Operational Excellence","CDIO Chief Operating Office are responsible for driving performance, consistency and good governance of business operations across CDIO by holding the leadership teams to account and removing impediments to allow them to perform.","HM Revenue and Customs","HM Revenue and Customs","Chief Digital & Information Officer","0300 200 3300","contactUs@hmrc.gov.uk","OD420","2352207","1.00","N/A","N/A","","Digital, Data and Technology Professions","North West","nan","1"
"OD517","N/D","SCS1","DD Counter Avoidance Operations Delivery 2","Counter-Avoidance is responsible for tackling marketed-avoidance both operationally and through policy change.","HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","0300 200 3300","contactUs@hmrc.gov.uk","OD514","16615438","1.00","N/A","N/A","","Government Tax Profession","North East","nan","1"
"OD518","N/D","SCS1","DD Counter Avoidance Operations Delivery 1","Counter-Avoidance is responsible for tackling marketed-avoidance both operationally and through policy change.","HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","0300 200 3300","contactUs@hmrc.gov.uk","OD514","16028514","1.00","N/A","N/A","","Government Tax Profession","Yorkshire and The Humber","nan","1"
"OD519","N/D","SCS1","DD Counter Avoidance People, Planning & Change","Counter-Avoidance is responsible for tackling marketed-avoidance both operationally and through policy change.","HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","0300 200 3300","contactUs@hmrc.gov.uk","OD514","2639933","1.00","N/A","N/A","","Operational Delivery Profession","East Midlands","nan","1"
"OD520","N/D","SCS1","Depty Director Policy CA","Counter-Avoidance is responsible for tackling marketed-avoidance both operationally and through policy change.","HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","0300 200 3300","contactUs@hmrc.gov.uk","OD514","2372550","1.00","N/A","N/A","","Policy Profession","London","nan","1"
"OD522","N/D","SCS1","Deputy Director Head of RIS Offshore","The Risk & Intelligence Service is at the heart of HMRC compliance and enforcement activity. We collect, integrate and analyse one of the largest and most diverse aggregations of data and intelligence in the UK.","HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","0300 200 3300","contactUs@hmrc.gov.uk","OD273","10535847","1.00","N/A","N/A","","Operational Delivery Profession","North West","nan","1"
"OD523","STEVEN LONG","SCS2","Director Business Tax & Customs","Business, Tax and Customs (BT&C) provides customer services across a wide range of business and specialist taxes, including VAT, Corporation Tax, Inheritance Tax, Excise, Trusts and Pensions.","HM Revenue and Customs","HM Revenue and Customs","Customer Services","0300 200 3300","contactUs@hmrc.gov.uk","OD103","564953","1.00","115000","119999","","Operational Delivery Profession","North West","nan","1"
"OD527","N/D","SCS1","Deputy Director Compliance Strategy role 2","The Directorate brings together work on Strategic Design and Investment (SD&I) and Strategic Planning and Insight (SP&I) to combine well-defined, action-oriented strategy with detailed understanding of risk to drive systemic action to address non-com","HM Revenue and Customs","HM Revenue and Customs","Customer Compliance","0300 200 3300","contactUs@hmrc.gov.uk","OD721","2274021","1.00","N/A","N/A","","Policy Profession","London","Jobshare","1"
