,,,,,,,,,
Department of Health,The Royal Wolverhampton NHS Trust RL4,21/02/2024,Computer Maintenance/Contracts,It Services,Propel Finance No 1 Ltd,651335," £93,101.34 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,21/02/2024,Capital Project,Capital Project,Medevolve Ltd,651516," £49,680.00 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,21/02/2024,Professional Services,Strategic Advisor,Nhs Midlands And Lancashire Csu,651581," £35,000.00 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,21/02/2024,Operating Lease Comm Health,Estates Development,Community Health Partnerships Ltd,651616," £94,694.30 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,21/02/2024,Operating Lease Comm Health,Estates Development,Community Health Partnerships Ltd,651618," £163,115.00 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,21/02/2024,Drugs Purchases,Pharmacy Control,Aah Pharmaceuticals Ltd,652153," £28,918.80 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,21/02/2024,Drugs Purchases,Pharmacy Control,Sciensus Pharma Services Ltd,652805," £28,532.60 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,21/02/2024,Drugs Purchases,Pharmacy Control,Sciensus Pharma Services Ltd,652835," £28,532.60 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,21/02/2024,Drugs Purchases,Pharmacy Control,Alliance Healthcare Distribution (Unichem),653073," £53,967.84 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,21/02/2024,Gp Registrar Second In,Consultants,Mersey & West Lancashire Teaching Hospitals,653158," £85,811.04 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,21/02/2024,Diaverum Walsall Dialysis Unit,Renal,Diaverum Uk Ltd,655262," £87,994.78 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,21/02/2024,Diaverum Walsall Dialysis Unit,Renal,Diaverum Facilities Management Ltd,655263," £187,759.42 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,21/02/2024,Electricity,Estates,Edf Energy,655909," £106,186.35 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,21/02/2024,Electricity,Estates,Edf Energy,655923," £530,268.72 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,21/02/2024,Nihr Allocations,Crn Research Scholars,University Hospitals Birmingham Nhs Ft,656638," £14,420.00 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,21/02/2024,Nihr Allocations,Crn Specialist Leads,University Hospitals Birmingham Nhs Ft,656638," £3,686.21 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,21/02/2024,Nihr Allocations,Lcrn Core Payments,University Hospitals Birmingham Nhs Ft,656638," £349,575.66 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,21/02/2024,Nihr Allocations,Nihr National Specialist Leads,University Hospitals Birmingham Nhs Ft,656638," £10,042.50 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,21/02/2024,Drugs Purchases,Pharmacy Control,Baxter Healthcare Ltd,657331," £46,539.90 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,21/02/2024,Drugs Purchases,Pharmacy Control,Bayer Plc,657339," £45,622.80 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,21/02/2024,Drugs Purchases,Pharmacy Control,Alloga Uk,658562," £36,000.00 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,21/02/2024,Drugs Purchases,Pharmacy Control,Alloga Uk,658572," £36,000.00 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,21/02/2024,Drugs Purchases,Pharmacy Control,Baxter Healthcare Ltd,660187," £30,996.36 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,21/02/2024,Drugs Purchases,Pharmacy Control,Baxter Healthcare Ltd,660189," £46,539.90 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,21/02/2024,Drugs Purchases,Pharmacy Control,Bayer Plc,660195," £45,622.80 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,21/02/2024,Drugs Purchases,Pharmacy Control,Novartis Pharmaceuticals Uk Ltd,660674," £53,246.40 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,27/02/2024,Abbott Managed Serv Contract,Clinical Chemistry Lab,Abbott Laboratories Diagnostics Division,32784," £41,265.66 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,27/02/2024,Home Pd Therapy Costs,Renal,Baxter Healthcare Ltd,540018," £430,488.74 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,27/02/2024,Equipment Hire,Radiology,Alliance Medical Ltd,621885," £157,586.08 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,27/02/2024,Medical Consumables,Gastro And Endoscopy,Boston Scientific Ltd Uk,643906," £61,324.66 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,27/02/2024,Blood,Pathology,Nhs Blood And Transplant,646145," £146,999.03 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,27/02/2024,Operating Lease Comm Health,Estates Development,Community Health Partnerships Ltd,653651," £26,500.74 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,27/02/2024,Interpreter Costs,Patient Experiences,Word360 Limited,653856," £37,015.56 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,27/02/2024,Nihr Allocations,Crn Research Scholars,Birmingham Women And Children Hospital Nhs Ft,654544," £16,283.33 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,27/02/2024,Nihr Allocations,Crn Specialist Leads,Birmingham Women And Children Hospital Nhs Ft,654544," £2,060.00 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,27/02/2024,Nihr Allocations,Lcrn Core Payments,Birmingham Women And Children Hospital Nhs Ft,654544," £151,903.41 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,27/02/2024,New Cross Laundry,Hotel Services,Elis Uk Ltd,654618," £153,563.03 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,27/02/2024,Nihr Allocations,Crn Research Scholars,University Hospital Of North Midlands,654662," £10,300.00 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,27/02/2024,Nihr Allocations,Crn Specialist Leads,University Hospital Of North Midlands,654662," £1,030.00 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,27/02/2024,Nihr Allocations,Lcrn Core Payments,University Hospital Of North Midlands,654662," £144,490.00 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,27/02/2024,Lloyds Pharmacy Dispensing,Pharmacy Services,Lp Hcs Ltd,654697," £1,370,516.78 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,27/02/2024,Security Contract,Parking And Security,Carlisle Security Services Ltd,654797," £97,829.27 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,27/02/2024,Nihr Allocations,Crn Research Scholars,Uni Hosps Coventry And Warwicks Nhs Trust,654921," £12,360.00 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,27/02/2024,Nihr Allocations,Crn Specialist Leads,Uni Hosps Coventry And Warwicks Nhs Trust,654921," £5,665.00 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,27/02/2024,Nihr Allocations,Lcrn Core Payments,Uni Hosps Coventry And Warwicks Nhs Trust,654921," £157,176.75 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,27/02/2024,Nihr Allocations,Lcrn Strategic Funding Payment,Uni Hosps Coventry And Warwicks Nhs Trust,654921," £5,060.25 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,27/02/2024,Pathology System/Lims,It Services,Trustmarque Capita Solutions Ltd,654947," £204,878.80 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,27/02/2024,Referred Tests,Microbiology Lab,Oxford Immunotec Ltd,655006," £25,105.05 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,27/02/2024,Drugs Purchases,Pharmacy Control,Alloga Uk,655160," £36,000.00 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,27/02/2024,Other Clin Services - External,Womens And Neonates,Healthharmonie Limited,656403," £31,522.25 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,27/02/2024,Robotic System Consumables,Critical Care,Intuitive Surgical Ltd,657025," £41,112.00 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,27/02/2024,Nihr Allocations,Crn Research Scholars,The Dudley Group Nhs Foundation Trust,657141," £4,120.00 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,27/02/2024,Nihr Allocations,Lcrn Core Payments,The Dudley Group Nhs Foundation Trust,657141," £44,112.33 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,27/02/2024,Drugs Purchases,Pharmacy Control,Baxter Healthcare Ltd,657330," £46,539.90 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,27/02/2024,Drugs Purchases,Pharmacy Control,Bayer Plc,657340," £45,622.80 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,27/02/2024,Drugs Purchases,Pharmacy Control,Bristol-Myers Squibb Pharm Ltd,657347," £55,062.00 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,27/02/2024,Drugs Purchases,Pharmacy Control,Csl Behring Uk Ltd,657371," £118,638.00 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,27/02/2024,Drugs Purchases,Pharmacy Control,Novartis Pharmaceuticals Uk Ltd,657931," £53,279.46 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,27/02/2024,Drugs Purchases,Pharmacy Control,Alloga Uk,658039," £36,000.00 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,27/02/2024,Equipment Hire,Radiology,Alliance Medical Ltd,658220," £91,884.00 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,27/02/2024,Gas,Estates,Total Gas And Power Ltd,658829," £47,891.60 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,27/02/2024,Gas,Estates,Total Gas And Power Ltd,658830," £256,464.13 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,27/02/2024,Capital Project,Capital Project,South West Communications Group,659843," £109,778.40 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,27/02/2024,Capital Project,Capital Project,Interclass Group,660032," £1,252,695.85 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,27/02/2024,Nihr Allocations,Crn Research Scholars,Robert Jones Agnes Hunt Orthopaedic Hosp Nhs,660047," £4,120.00 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,27/02/2024,Nihr Allocations,Lcrn Core Payments,Robert Jones Agnes Hunt Orthopaedic Hosp Nhs,660047," £21,135.00 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,27/02/2024,Drugs Purchases,Pharmacy Control,Bayer Plc,660196," £45,622.80 ",,
Department of Health,The Royal Wolverhampton NHS Trust RL4,27/02/2024,Service Agree Estate Contracts,Estates,Veolia Energy & Utility Services Uk,662300," £32,889.90 ",,
