"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Office Region","Notes","Valid?"
"DFE-2117","N/D","SCS1","Deputy Director","Deputy Director for Pupil Premium and School Food. Oversees policy on the Pupil Premium, Free School Meals and Universal Infant Free School Meals; the national school breakfast club programme, holiday activities and food programme and implementing school-related commitments in the Childhood Obesity Plan. Responsible for the Eligibility Checking System and the department's relationship with the Education Endowment Foundation.","Department for Education","Department for Education","Flexible Childcare and Supporting Families","0370 000 2288","N/D","DFE-2005","928749","1.00","N/A","N/A","","Other","Yorkshire and The Humber","nan","1"
"DFE-2357","Tessa Griffiths","SCS2","Director","COVID Mass Testing Director within COVID Response and Recovery Group","Department for Education","Department for Education","Forward Planning","0370 000 2288","N/D","DFE-2304","62540","0.66","60000","64999","","Other","London","nan","1"
"DFE-2226","N/D","SCS1","Deputy Director","Deputy Director for Central Operations and Programme Management in Free Schools Capital. I lead the finance and programme management teams, property and planning teams responsible for supporting project teams with specialist expertise, and sponsorship team for LocatED, an arms-length body of the Department. We work as part of the wider Free School Programme to provide high quality school places in areas of need","Department for Education","Department for Education","Free Schools Central Operations","0370 000 2288","N/D","DFE-2087","1352551","1.00","N/A","N/A","","Other","North East","nan","1"
"DFE-2016","N/D","SCS1","Deputy Director","Deputy Director for the capital delivery of free schools in the North and South, ‎leading a team of 5 Regional Heads and Project Directors in those areas who work with project managers and technical teams to build new free schools. The teams work closely with the trusts setting up new schools, Free Schools Directorate colleagues in the department and colleagues in the offices of the Regional School Commissioners.","Department for Education","Department for Education","Free Schools Delivery North and FE & Skills","0370 000 2288","N/D","DFE-2087","2308905","1.00","N/A","N/A","","Other","Yorkshire and The Humber","nan","1"
"DFE-2003","N/D","SCS1","Deputy Director","Deputy Director in the Free Schools Directorate with responsibility for: policy on and the performance of the University Technical Colleges programme; encouraging and delivering new maths schools; policy on studio schools and policy on the overall performance of open free schools.","Department for Education","Department for Education","Free Schools Delivery South","0370 000 2288","N/D","DFE-2087","2395056","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2346","N/D","SCS1","Deputy Director","Admissions, Academies Portfolio and School Organisation Division Deputy Director within Early Years and Schools Group","Department for Education","Department for Education","Free Schools Policy and Programme","0370 000 2288","N/D","DFE-2312","1338469","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2087","N/D","SCS1","Deputy Director","Divisional Director in the Capital Directorate of Operations Group and programme director for delivery of the Free Schools Capital programme, responsible for finding and acquiring suitable sites and for converting and building new free schools across England","Department for Education","Department for Education","Free Schools, FE and Skills","0370 000 2288","N/D","DFE-2242","1459944","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2367","N/D","SCS1","Deputy Director","Funding - Academies and Maintained Schools Division Deputy Director within Education and Skills Funding Agency","Department for Education","Education and Skills Funding Agency","Funding","0370 000 2288","N/D","DFE-2169","222627","1.00","N/A","N/A","","Other","East Of England","nan","1"
"DFE-2360","N/D","SCS1","Deputy Director","FE Funding Deputy Director","Department for Education","Department for Education","Funding and Accountability","0370 000 2288","N/D","DFE-2019","695069","0.90","N/A","N/A","","Other","London","nan","1"
"DFE-2451","N/D","SCS1","Deputy Director","Funding - Academies and Maintained Schools Division Deputy Director","Department for Education","Education and Skills Funding Agency","Funding Policy Implementation","0370 000 2288","N/D","DFE-2367","2679082","1.00","N/A","N/A","","Other","North East","nan","1"
"DFE-2009","N/D","SCS1","Deputy Director","Deputy Director in the Funding Policy Unit, which oversees revenue funding for early years (for 2-4 year olds), schools (5-16 year olds) and children and young people with high needs (0-25 year olds); and helps to support efficient use of that funding.","Department for Education","Department for Education","Funding Policy Unit","0370 000 2288","N/D","DFE-2159","1216380","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2434","N/D","SCS1","Deputy Director","Skills Policy Analysis Deputy Director","Department for Education","Department for Education","Future Skills Unit","0370 000 2288","N/D","DFE-2015","692937","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2391","N/D","SCS1","Deputy Director","Future Student Finance Policy Deputy Director within Higher and Further Education","Department for Education","Department for Education","Future Student Finance and Funding​","0370 000 2288","N/D","DFE-2307","801447","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2164","N/D","SCS1","Deputy Director","Deputy Director Teaching – Customer and Brand, leading all teacher recruitment and retention communications and marketing. My division within the Teaching Workforce Directorate is responsible for inspiring, attracting and supporting every potential teacher to successfully apply, and helping to raise the status of the teaching profession. We generate leads via integrated activities (advertising, PR, recruitment fairs, social media); drive candidates to the get-into-teaching website to register; and nudge them towards application through contact centre support, Teacher Training Advisors and Direct Marketing. The role has recently expanded to encompass retention.","Department for Education","Department for Education","Get Into Teaching","0370 000 2288","N/D","DFE-2174","1407173","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2212","N/D","SCS1","Deputy Director","Deputy Director for school improvement and system leadership in the Early Years and Schools Group. Responsible for sponsoring the Teaching Schools Council and for a range of associated funds, designations and initiatives all designed to help schools to improve the quality of their teaching. Also responsible for building the capacity of Multi-Academy Trusts to service the needs of academies that require sponsorship, and more generally for engaging M<ATs with system leadership","Department for Education","Department for Education","Governance and Trust Development","0370 000 2288","N/D","DFE-2312","1444361","1.00","N/A","N/A","","Other","North East","nan","1"
"DFE-2393","N/D","SCS1","Deputy Director","Growing Up Well Deputy Director within Early Years and Schools Group","Department for Education","Department for Education","Growing Up Well","0370 000 2288","N/D","DFE-2005","1473324","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2488","N/D","SCS1","Deputy Director","Deputy Director - HE Analysis Deputy Director","Department for Education","Department for Education","HE Analysis","0370 000 2288","N/D","DFE-2015","2386206","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2306","Hannah Sheehan","SCS2","Director","Higher Education COVID Response Director within Higher Education, Further Education Group.","Department for Education","Department for Education","HE Quality, Access and Student Experience","0370 000 2288","N/D","DFE-2137","1764635","1.00","95000","99999","","Other","London","nan","1"
"DFE-2510","N/D","SCS1","Deputy Director","HE Reform","Department for Education","Department for Education","HE Reform","0370 000 2288","N/D","DFE-2239","0","0.83","N/A","N/A","","Other","South West","nan","1"
"DFE-2239","N/D","SCS1","Deputy Director","Deputy Director in the Teaching Workforce Directorate, with responsibility for initial teacher training.  Specifically, I oversee programmes designed to increase the number of people entering and the flexibility of access to ITT, and manage policy on the ITT market, ITT content, and accreditation of ITT providers.","Department for Education","Department for Education","HE Reform","0370 000 2288","N/D","DFE-2307","1271888","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2433","N/D","SCS1","Deputy Director","Higher Education Strategy & Financial Sustainability Deputy Director","Department for Education","Department for Education","HE Reform and Funding","0370 000 2288","N/D","DFE-2306","0","1.00","N/A","N/A","","Other","Yorkshire and The Humber","nan","1"
"DFE-2307","Anne Spinali","SCS2","Director","Higher Education Strategy & Financial Sustainability Director within Higher Education & Further Education Group.","Department for Education","Department for Education","HE Reform and Funding","0370 000 2288","N/D","DFE-2137","719660","1.00","100000","104999","","Other","London","nan","1"
"DFE-2418","N/D","SCS1","Deputy Director","Curriculum Policy Deputy Director within Early Years and Schools Group","Department for Education","Department for Education","HEALD - Curriculum Policy - Strategy","0370 000 2288","N/D","DFE-2490","1854173","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2462","N/D","SCS1","Deputy Director","Higher Education Strategy & Financial Sustainability Deputy Director","Department for Education","Department for Education","Higher Education Strategy & Financial Sustainability","0370 000 2288","N/D","DFE-2307","0","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2088","N/D","SCS1","Deputy Director","Deputy Director for Technical Qualifications Development and Regulation in the ESFA, with responsibility for policy oversight for the design and format of the T Level Study Programme; arrangements to improve the quality and purpose of higher technical qualifications (Level 4/5); and arrangements for the regulation and assurance of approved technical qualifications and promoting a healthy market for approved technical qualifications.","Department for Education","Department for Education","Higher Technical Education","0370 000 2288","N/D","DFE-2068","1206600","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2038","Simon Fryer","SCS2","Director","Leading HR strategy and the delivery of HR services to the Department for Education, including Executive Agencies.","Department for Education","Department for Education","HR","0370 000 2288","N/D","DFE-2139","993833","0.83","90000","94999","","Other","London","nan","1"
"DFE-2050","N/D","SCS1","Deputy Director","Lead for HR Business Partnering and capability, learning and development for the Department.  Working in partnership with Senior Leaders and Heads of Profession to identify the capabilities and priority skills to develop in the workforce and implement a plan to meet those needs which includes leadership and management development; priority skills; mandatory training and a full range of apprenticeships.","Department for Education","Department for Education","HR Business Partnering and Diversity & Inclusion","0370 000 2288","N/D","DFE-2038","816443","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2001","N/D","SCS1","Deputy Director","Deputy Director in HR Group with specific responsibility for HR Services to the Department. These services include recruitment (from entry level to SCS), complex casework, occupational health, workplace adjustments and employee assistance.","Department for Education","Department for Education","HR Services & Specialist Advice","0370 000 2288","N/D","DFE-2038","1949150","1.00","N/A","N/A","","Other","North East","nan","1"
"DFE-2223","N/D","SCS1","Deputy Director","Deputy Director in Operational Finance - Better Financial Reporting","Department for Education","Department for Education","Improvement and Insight","0370 000 2288","N/D","DFE-2139","1943402","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2059","Sophie Langdale","SCS2","Director","Job Share - Director of Children’s Social Care, Practice and Workforce. Responsible for: the statutory framework and practice in Children’s Social Care related to child protection, Children in Need and children in care, including fostering and residential care and securing permanence for children through adoption and Special Guardianship Orders; and securing improved outcomes for Children in Need, children in care and care leavers. Oversight of the social work profession, improving its status and the quality of the workforce, including two major delivery projects, establishing a new regulator for social workers, Social Work England, and rolling out a new assessment and accreditation system for social workers.","Department for Education","Department for Education","Strategy and Care System","0370 000 2288","N/D","DFE-2101","601959","1.00","100000","104999","","Other","London","Job Share","1"
"DFE-2281","N/D","SCS1","Deputy Director","Cloud Infrastructure and Platform Services Deputy Director","Department for Education","Department for Education","Infrastructure & Platforms","0370 000 2288","N/D","DFE-2124","2091529","1.00","N/A","N/A","","Other","North East","nan","1"
"DFE-2220","N/D","SCS1","Deputy Director","Leading a division providing analytical support to DfE’s Infrastructure and Funding Directorate. This includes modelling, research, statistical and economic analysis on funding, the provision of schools and school places, school choice and admissions","Department for Education","Department for Education","Infrastructure and Funding Analysis","0370 000 2288","N/D","DFE-2312","3041870","1.00","N/A","N/A","","Other","Yorkshire and The Humber","nan","1"
"DFE-2010","N/D","SCS1","Deputy Director","Innovation, Practice and Digital Deputy Director, leading projects on the Department’s relationship with local authorities; the use of data and technology within children’s social care; and the Department’s engagement with the National Audit Office and the Public Accounts Committee’s 2019 reports on transforming children’s services.","Department for Education","Department for Education","Innovation, Practice and Digital","0370 000 2288","N/D","DFE-2320","788152","0.88","N/A","N/A","","Other","London","nan","1"
"DFE-2400","N/D","SCS1","Deputy Director","Insight and Statistics Division Deputy Director within Operations Group","Department for Education","Department for Education","Insight and Statistics","0370 000 2288","N/D","DFE-2168","3201828","1.00","N/A","N/A","","Other","Yorkshire and The Humber","nan","1"
"DFE-2469","N/D","SCS1","Deputy Director","Strategy and Evaluation Deputy Director","Department for Education","Department for Education","Intelligence and Evidence","0370 000 2288","N/D","DFE-2374","594608","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2368","N/D","SCS1","Deputy Director","News and Corporate Communications Deputy Director within Children's Services, Communications and Strategy Group.","Department for Education","Department for Education","Internal Comms and GCS Change","0370 000 2288","N/D","DFE-2098","212733","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2515","N/D","SCS1","Deputy Director","International Education Division Deputy Director","Department for Education","Department for Education","International Education","0370 000 2288","N/D","DFE-2273","0","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2273","Zamila Bunglawala","SCS2","Director","Leads the Department for Education’s international business responsibilities include EU Exit, DfE’s interests in the European Union whilst the UK remains a member state, international evidence, data, the development of bilateral education partnerships and DfE’s interests in international organisations such as the OECD.  All Departments have been asked to nominate an SRO to focus on “deal/no deal” planning and delivery over the coming period.","Department for Education","Department for Education","International Education Directorate","0370 000 2288","N/D","DFE-2304","401920","1.00","95000","99999","","Other","London","nan","1"
"DFE-2314","N/D","SCS1","Deputy Director","Higher Education COVID Response Deputy Director within Higher Education and Further Education Group.","Department for Education","Department for Education","International HE and EU Exit","0370 000 2288","N/D","DFE-2306","1062995","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2491","N/D","SCS1","Deputy Director","International and EU Exit Directorate Deputy Director","Department for Education","Department for Education","International Strategy, Partnerships, Turing","0370 000 2288","N/D","DFE-2273","843855","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2470","N/D","SCS1","Deputy Director","International and EU Exit Directorate Deputy Director","Department for Education","Department for Education","International Trade, Union, Analysis","0370 000 2288","N/D","DFE-2273","1701330","1.00","N/A","N/A","","Other","Yorkshire and The Humber","nan","1"
"DFE-2006","N/D","SCS1","Deputy Director","Deputy Director for School Infrastructure and Access Division (SIAD). SIAD is responsible for several areas of schools policy: School Organisation, which covers issues such as the establishment, closure and expansion of state-funded schools; Faith schools, including the department’s relationship with those who run faith schools; selective schools; rural schools; school intervention; the academies legal framework; home to school transport; and, school admissions, where the Division's work is to ensure that all children and young people have fair access to schools, including ensuring that barriers are not erected through school uniform or school charging policies.","Department for Education","Department for Education","Intervention, Faith and Accountability","0370 000 2288","N/D","DFE-2312","1484876","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2162","N/D","SCS1","Deputy Director","To provide a high quality dedicated Finance Business Partner service which is at the heart of decision making, supporting the Business to manage budgets effectively, develop and bring better end to end visibility across Policy and Delivery, as well as being one point of contact for finance queries, drawing upon expert services from other parts of finance as needed","Department for Education","Department for Education","Investment and Operational Efficiency Insights Deputy Director","0370 000 2288","N/D","DFE-2159","1129885","1.00","N/A","N/A","","Other","North East","nan","1"
"DFE-2477","N/D","SCS1","Deputy Director","National Tutoring Programme Deputy Director","Department for Education","Department for Education","ITT Market Reform","0370 000 2288","N/D","DFE-2174","1430793","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2019","Sinead O'Sullivan","SCS2","Director","Leads on National Retraining Scheme, sponsorship of the Student Loans Company, sales of student loans, the development of the Teaching Excellence and Student Outcomes Framework (TEF), and analysis of higher and further education.","Department for Education","Department for Education","Labour Market Skills and Funding","0370 000 2288","N/D","DFE-2137","465539","1.00","95000","99999","","Other","London","nan","1"
"DFE-2457","N/D","SCS1","Deputy Director","Skills Strategy and HR Governance Deputy Director","Department for Education","Department for Education","Learning Apprenticeships & Business Support","0370 000 2288","N/D","DFE-2038","962115","1.00","N/A","N/A","","Other","North East","nan","1"
"DFE-2207","N/D","SCS1","Deputy Director","Deputy Director leading the Legal & Transactions division in Capital Group. As well as dealing with applications for consent in relation to educational land disposal, the team consists of specialists providing legal and commercial advice and support in the following areas: construction procurement and management;  general commercial and procurement support to Capital’s activities;  legal property support for programme delivery particularly in respect of Free Schools and the PSBP Capital programmes; legal construction programme and project delivery advice and support for DfE Capital programmesLead the Legal & Transactions in EFA Capital. The team consists of specialists providing commercial advice and support in the areas set out below as well as dealing with applications for consent in relation to educational land disposal:  Construction framework procurement and management;  General commercial and procurement support  to EFA Capital activities;   Legal property support for programme delivery particularly in respect of Free Schools, UTCs, Studio Schools and the PSBP Capital programmes; Legal construction programme and project delivery advice and support for EFA capital programmes.","Department for Education","Department for Education","Legal & Transactions","0370 000 2288","N/D","DFE-2242","3012922","1.00","N/A","N/A","","Other","Unknown","nan","1"
"DFE-2456","N/D","SCS1","Deputy Director","Life Skills Deputy Director","Department for Education","Department for Education","Life Skills","0370 000 2288","N/D","DFE-2078","1080943","1.00","N/A","N/A","","Other","Yorkshire and The Humber","nan","1"
"DFE-2459","N/D","SCS1","Deputy Director","Higher Education Strategy & Financial Sustainability Deputy Director","Department for Education","Department for Education","Lifelong Learning Entitlement","0370 000 2288","N/D","DFE-2307","1644357","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2489","N/D","SCS1","Deputy Director","FE - London and South East Territory Deputy Director","Department for Education","Department for Education","London & South East Territorial Team","0370 000 2288","N/D","DFE-2317","1659966","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2443","N/D","SCS1","Deputy Director","Children’s Services, Communications and Strategy Group Deputy Director","Department for Education","Department for Education","Looked After Children Care System","0370 000 2288","N/D","DFE-2059","1136195","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2287","N/D","SCS1","Deputy Director","Programme Director for the Department for Education in the joint programme with health to improve children and young people’s wellbeing and mental health.  The programme will deliver the commitments in the government’s response to consultation on the Green Paper. These include establishing a new workforce of Mental Health Support Teams working in and near schools and colleges to provide interventions, support a holistic approach to wellbeing and improve liaison with external services. Also, Link training is helping local health and education professionals to work together to support children better and training will be available for school senior mental health leads","Department for Education","Department for Education","Mental Health Delivery","0370 000 2288","N/D","DFE-2078","951478","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2507","N/D","SCS1","Deputy Director","Midlands and East England Territorial / Large Provider Deputy Director","Department for Education","Department for Education","Midlands & East of England Territorial Team/ Large Provider Team​","0370 000 2288","N/D","DFE-2317","1823314","1.00","N/A","N/A","","Other","Unknown","nan","1"
"DFE-2249","N/D","SCS1","Deputy Director","Head of the Ministerial and Public Communications Division, Communications Directorate. The Division supports Ministers by producing replies to MPs’ letters and written Parliamentary Questions. Responsible for responding, on behalf of Ministers, to correspondence and telephone enquiries received from education and children’s service professionals; and parents and members of the public. Casework arising from complaints from parents and others about schools. The Department’s content on GOV.UK and channel shift enquiries to digital","Department for Education","Department for Education","Ministerial and Public Communications Division","0370 000 2288","N/D","DFE-2098","3387439","1.00","N/A","N/A","","Other","Yorkshire and The Humber","nan","1"
"DFE-2059","Frances Oram","SCS2","Director","Job Share - Director of Children’s Social Care, Practice and Workforce. Responsible for: the statutory framework and practice in Children’s Social Care related to child protection, Children in Need and children in care, including fostering and residential care and securing permanence for children through adoption and Special Guardianship Orders; and securing improved outcomes for Children in Need, children in care and care leavers. Oversight of the social work profession, improving its status and the quality of the workforce, including two major delivery projects, establishing a new regulator for social workers, Social Work England, and rolling out a new assessment and accreditation system for social workers.","Department for Education","Department for Education","Strategy and Care System","0370 000 2288","N/D","DFE-2101","601959","0.70","70000","74999","","Other","London","Job Share","1"
"DFE-2437","N/D","SCS1","Deputy Director","National Tutoring Programme Deputy Director","Department for Education","Department for Education","National Tutoring Programme","0370 000 2288","N/D","DFE-2174","1222122","1.00","N/A","N/A","","Other","North East","nan","1"
"DFE-2145","N/D","SCS1","Deputy Director","News and Social Media Deputy Director","Department for Education","Department for Education","News and Social Media","0370 000 2288","N/D","DFE-2098","1559245","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2332","N/D","SCS1","Deputy Director","FE - Northern Territory Deputy Director in Education and Skills Funding Agency.","Department for Education","Department for Education","Northern Territorial Team & ESF","0370 000 2288","N/D","DFE-2317","3053151","1.00","N/A","N/A","","Other","Unknown","nan","1"
"DFE-2473","N/D","SCS1","Deputy Director","Open Innovation Team Deputy Director","Department for Education","Department for Education","Open Innovation","0370 000 2288","N/D","DFE-2325","577221","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2084","N/D","SCS1","Deputy Director","Deputy Director in the Academies and Maintained School's Directorate for the Central area.  Academies and Maintained Schools Directorate is responsible for ensuring the financial health of trusts in the academies sector and that trusts meet the requirements of the Academies Financial Handbook other regulatory obligations. Central division, as part of AMSD, undertakes those responsibilities through formal intervention or preventative engagement with trusts located in the areas covered by the East Midlands & Humber and West Midlands Regional Schools Commissioner.","Department for Education","Education and Skills Funding Agency","Operational Delivery - Midlands & West","0370 000 2288","N/D","DFE-2198","1771901","1.00","N/A","N/A","","Other","West Midlands","nan","1"
"DFE-2202","N/D","SCS1","Deputy Director","Deputy Director in the Academies and Maintained School's Directorate for the North area. This covers the North and Lancashire & West Yorkshire RSC regions. Our work involves intervening with academies and trusts which are not complying with their Funding Agreement and working with them to prevent future financial difficulties","Department for Education","Education and Skills Funding Agency","Operational Delivery - North & UTC","0370 000 2288","N/D","DFE-2198","2112850","1.00","N/A","N/A","","Other","North East","nan","1"
"DFE-2085","N/D","SCS1","Deputy Director","Deputy Director in the Academies and Maintained Schools Directorate for the South Central and East area. This covers the North West London and South Central, and East of England North London, RSC regions. Our work involves intervening with academies and trusts which are not complying with their Funding Agreement and working with them to prevent future financial difficulties.","Department for Education","Education and Skills Funding Agency","Operational Delivery – South & East","0370 000 2288","N/D","DFE-2198","2015825","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2292","N/D","SCS1","Deputy Director","Deputy Director in the Funding Directorate of the ESFA, responsible for delivery of the end to end process for 16-18 funding; managing spend for delegated 16-18 budgets; setting 16-18 allocations; scheme management for Student Bursary Support Service","Department for Education","Education and Skills Funding Agency","Operational Excellence","0370 000 2288","N/D","DFE-2367","4774378","1.00","N/A","N/A","","Other","North East","nan","1"
"DFE-2309","Jonathan Clear","SCS2","Director","Planning, Performance and Risk Director within Operations Group.","Department for Education","Department for Education","Operations & Sustainability","0370 000 2288","N/D","DFE-2139","666728","1.00","115000","119999","","Other","London","nan","1"
"DFE-2139","Iain King","SCS2","Director","Interim Director General of Operations and Infrastructure","Department for Education","Department for Education","Operations and Infrastructure Group","0370 000 2288","N/D","DFE-2071","8205522","1.00","105000","109999","","Other","West Midlands","nan","1"
"DFE-2353","N/D","SCS1","Deputy Director","Opportunity Areas Deputy Director","Department for Education","Department for Education","Opportunity Areas","0370 000 2288","N/D","DFE-2298","765458","1.00","N/A","N/A","","Other","North East","nan","1"
"DFE-2423","N/D","SCS1","Deputy Director","Apprenticeships - Apprenticeships Programme Deputy Director within Education and Skills Funding Agency","Department for Education","Department for Education","People, Programme, Sponsorship and Communications","0370 000 2288","N/D","DFE-2129","1993760","1.00","N/A","N/A","","Other","West Midlands","nan","1"
"DFE-2417","N/D","SCS1","Deputy Director","Performance and Major Projects Deputy Director within Operations Group","Department for Education","Department for Education","Performance and Major Projects","0370 000 2288","N/D","DFE-2497","1151770","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2425","N/D","SCS1","Deputy Director","Provider Market Oversight - Programmes Deputy Director within Education and Skills Funding Agency","Department for Education","Education and Skills Funding Agency","Performance and Risk","0370 000 2288","N/D","DFE-2146","518171","1.00","N/A","N/A","","Other","Yorkshire and The Humber","nan","1"
"DFE-2424","N/D","SCS1","Deputy Director","Regional Delivery Directorate West Midlands Deputy Director within COVID Response and Recovery Group","Department for Education","Department for Education","Planning  and Oversight","0370 000 2288","N/D","DFE-2374","0","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2177","N/D","SCS1","Deputy Director","Planning, Risk and Governance Deputy Director","Department for Education","Department for Education","Planning, Risk and Governance","0370 000 2288","N/D","DFE-2309","861639","0.80","N/A","N/A","","Other","Yorkshire and The Humber","nan","1"
"DFE-2397","N/D","SCS1","Deputy Director","Post 16 Skills & Strategy Deputy Director within Higher and Further Education","Department for Education","Department for Education","Post 16 Skills & Strategy","0370 000 2288","N/D","DFE-2015","1947493","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2015","Keith Smith","SCS2","Director","Director Supporting improvement in and monitoring the financial health of colleges and training providers. Leading intervention in at-risk colleges and training providers. Supporting structural change to improve college sustainability. Development of provider funding policies for education of post-16 year olds. Provider readiness for introduction of T levels in 2020. Leading market entry and exit for and regulation of Apprenticeship providers. Procurement and contract management of the DfE’s ESF programme. Operational delivery of devolution of Adult Education Budget to Mayoral Combined Authorities. Leading and managing over 280 staff in 9 cities","Department for Education","Department for Education","Post 16 Skills and Strategy","0370 000 2288","N/D","DFE-2137","2304160","1.00","115000","119999","","Other","West Midlands","nan","1"
"DFE-2211","N/D","SCS1","Deputy Director","Deputy Director leading the DfE Private Finance Team within Operations Group and programme director for the PSBP Private Finance Programme, advising on issues relating to privately financed schools and academies in legacy deals as well as running the PSBP Private Finance Programme in which 46 new schools in five privately financed batches were procured during 2013-2016 and are now in the operational phase, managing the contracts on behalf of the schools for the full 25 year term. The team also provides advice/assistance to schools/LAs/academy trusts, acts as the education sector Private Finance Unit (liaising with HMT and IPA) and provides legal support to the academy converter process where converting schools sit within existing PFI contracts.","Department for Education","Department for Education","Private Finance","0370 000 2288","N/D","DFE-2242","973663","1.00","N/A","N/A","","Other","Unknown","nan","1"
"DFE-2257","N/D","SCS1","Deputy Director","Principal Private Secretary to the Education Secretary and Head of Private Office Division, including all of the Ministerial offices, the Permanent Secretary’s office, special advisers office, the Parliamentary team, and teams responsible for a range of core Department of State functions such as honours, the Board, cabinet correspondence etc.","Department for Education","Department for Education","Private Office","0370 000 2288","N/D","DFE-2304","2451998","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2068","Susan Lovelock","SCS2","Director","Director of Professional and Technical Education","Department for Education","Department for Education","Professional and Technical Education - T Level Delivery","0370 000 2288","N/D","DFE-2137","666047","1.00","95000","99999","","Other","London","nan","1"
"DFE-2387","N/D","SCS1","Deputy Director","Director of Post 16 within Higher and Further Education","Department for Education","Department for Education","Provider Transformation​","0370 000 2288","N/D","DFE-2317","2056882","1.00","N/A","N/A","","Other","Yorkshire and The Humber","nan","1"
"DFE-2078","Kate Dixon","SCS2","Director","Director of School Quality and Safeguarding – responsible for policy on inspection, accountability and intervention in schools; sponsorship of OFSTED, policy and regulation of independent schools; safeguarding in schools; faith schools and faith issues; countering extremism in schools, Higher and Further education","Department for Education","Department for Education","Pupil Wellbeing and Safety","0370 000 2288","N/D","DFE-2017","327706","1.00","95000","99999","","Other","London","nan","1"
"DFE-2398","N/D","SCS1","Deputy Director","Counter Extremism Division Deputy Director within Early Years and Schools Group","Department for Education","Department for Education","Pupil Wellbeing and Safety","0370 000 2288","N/D","DFE-2078","1448244","0.71","N/A","N/A","","Other","London","nan","1"
"DFE-2490","Stuart Miller","SCS2","Director","Director of Curriculum and General Qualifications","Department for Education","Department for Education","Qualifications Directorate","0370 000 2288","N/D","DFE-2017","443388","0.70","65000","69999","","Other","London","nan","1"
"DFE-2341","N/D","SCS1","Deputy Director","Qualifications Division Deputy Director within COVID Response and Recovery Group","Department for Education","Department for Education","Qualifications Strategy and Systems","0370 000 2288","N/D","DFE-2490","578730","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2382","N/D","SCS1","Deputy Director","Rapid Response Unit Deputy Director within COVID Response and Recovery Group","Department for Education","Department for Education","Rapid Response Co-ordination","0370 000 2288","N/D","DFE-2374","1831470","1.00","N/A","N/A","","Other","Yorkshire and The Humber","nan","1"
"DFE-2405","N/D","SCS1","Deputy Director","Future Student Finance Policy Deputy Director within Higher and Further Education","Department for Education","Department for Education","Reform Implementation","0370 000 2288","N/D","DFE-2015","214092","1.00","N/A","N/A","","Other","London","nan","1"
"DFE-2428","Ian Coates","SCS2","Director","Review of ESFA Director","Department for Education","Department for Education","Regions Group","0370 000 2288","N/D","DFE-2302","77865","1.00","95000","99999","","Other","London","nan","1"
"DFE-2435","Kate Copley","SCS2","Director","Regional Delivery Directorate East Midlands and Humber Director","Department for Education","Department for Education","Regions Group: East Midlands","0370 000 2288","N/D","DFE-2302","447161","0.60","55000","59999","","Other","Yorkshire and The Humber","nan","1"
