Merchant Category,Supplier,Service,Summary of purpose of expenditure,invoice_date,paid_date,net_amount
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1680
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,540
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-443.03
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1666.14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,3150
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1392.88
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,847.68
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,817.56
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-182.88
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,3262
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,2029.4
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-310.84
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,621.4
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,371.84
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-127.88
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,2561.68
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-26.68
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,754.48
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,3604.04
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,4332
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,2753.56
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1048.64
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,720
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,600
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-106.36
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,2860
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-42.68
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1040
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,554.76
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,720
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-22.72
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,2292
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,7734.72
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,2009.84
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1680
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-308.68
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,2240
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-127.88
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,916.88
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-54.28
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,588
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,964
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-285.88
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1905.96
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1680
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-53.08
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,2089.44
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-51.88
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1168
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,4248
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,2311.84
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-310.84
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,856.8
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-51.88
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,2329.4
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-51.88
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,752.32
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-51.76
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1686.12
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,709.8
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,880
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,15273.92
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-117.32
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,2602.32
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-10.88
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1400
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,4524.8
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1475.88
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1265.68
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,2660
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1674.16
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-128.68
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1240
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-51.88
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,2520
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-65.6
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,920
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1456
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-51.88
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1577.24
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-296
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1000
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-127.88
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1131.36
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-47.44
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1552.16
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,922.4
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-51.88
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,2361.6
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-102.68
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1670
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,795.12
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,2448
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,702.24
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-122.68
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,980
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-254.24
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1211.96
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-51.88
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,796.8
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,740
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-37.6
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,700
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1720
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-25.88
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,553.84
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,2726.8
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-51.88
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,2782.72
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-25.92
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1727.68
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,600
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,755
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,846.4
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,4480
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-73.8
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,903.2
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-53.08
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,690.56
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-256.08
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,4689.2
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,2420
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-51.88
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1559.48
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,2945.96
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-86.8
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1200
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,860
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,4058.8
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-69.68
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,2116.84
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,873.44
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1000
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,541.4
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,550.64
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-274.64
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,935
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-51.88
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1000
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1173
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1563.84
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-245.4
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1613.2
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-51.88
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,916.48
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,520
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,709.8
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,920
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-311.56
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,903.68
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1039
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1737.6
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-32.88
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1978.72
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-6.04
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1060
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,528
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-51.88
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1035.6
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,3714.88
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1193.72
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-51.88
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,560
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-247.76
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1460
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-127.88
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1680
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,2331.8
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1346.56
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-51.88
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,680
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-51.88
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1567.76
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,6450.24
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,528
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-262.68
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,2492.24
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-51.88
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1640.48
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,595.4
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-51.88
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,824
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-51.88
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,2433.6
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,929.6
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,2276.12
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,768
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,504
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-184.12
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1448.24
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-271.52
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,952
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-33.36
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,960
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-256.2
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,6000
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-51.88
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1666.44
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,840
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-56.6
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1836
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,3160
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-10.48
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,2067.36
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,572
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1053.48
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-316.36
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1520
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,926.6
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-307.28
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,2234.4
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-76.64
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1415.6
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,2181
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-12.24
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1526.4
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-38.32
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,608
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-4
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,813.72
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-4
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,539.6
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-88.68
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,904.2
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-272.2
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,2198
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,517.68
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1080
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,568.32
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1974.52
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-186.96
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,880
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-53.08
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,656
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1960
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1809
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,825
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-179.36
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1280
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,656.8
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1280
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1600
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-265.44
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1917.84
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-10.84
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,800
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,924
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-284.2
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1680.64
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-198.36
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,880
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,3004.84
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-213.76
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,813.84
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,-257.76
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,896
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,627.48
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,11/09/2019,11/09/2019,1666.92
