"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","senior executive officer","45645","47878","SDRA PSCT Technical Lead","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","senior executive officer","45645","47878","Standards Technical Lead","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","senior executive officer","45645","47878","Systems Support Manager","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","senior executive officer","45645","47878","Technical Lead","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","senior executive officer","45645","47878","Tides Technical Lead","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","People","70000027","administrative officer","24559","24559","Learning and Development Assistant","<5","Human Resources Profession","South West"
"Ministry of Defence","UK Hydrographic Office","People","70000027","grade 7","57686","60695","Hd of Secretariat & Government Relations","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","People","70000027","grade 7","57686","60695","Head of Business Change Management","<5","Human Resources Profession","South West"
"Ministry of Defence","UK Hydrographic Office","People","70000027","grade 7","57686","60695","Head of HR","<5","Human Resources Profession","South West"
"Ministry of Defence","UK Hydrographic Office","People","70000027","grade 7","57686","60695","Head of Internal Change Communications","<5","Government Communication Service","South West"
"Ministry of Defence","UK Hydrographic Office","People","70000027","grade 7","57686","60695","Head of Reward Policy","<5","Human Resources Profession","South West"
"Ministry of Defence","UK Hydrographic Office","People","70000027","grade 7","57686","60695","Head of Talent and Organisation Development","<5","Human Resources Profession","South West"
"Ministry of Defence","UK Hydrographic Office","People","70000027","higher executive officer","35744","37127","Digital Learning Advisor","<5","Human Resources Profession","South West"
"Ministry of Defence","UK Hydrographic Office","People","70000027","higher executive officer","35744","37127","Early Careers & Apprentice Lead","<5","Human Resources Profession","South West"
"Ministry of Defence","UK Hydrographic Office","People","70000027","higher executive officer","35744","37127","Executive Assistant to the Chief Executive","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","People","70000027","higher executive officer","35744","37127","Government Relations Coordinator","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","People","70000027","higher executive officer","35744","37127","HR Pay &Policy Officer","<5","Human Resources Profession","South West"
"Ministry of Defence","UK Hydrographic Office","People","70000027","higher executive officer","35744","37127","HR Recruitment Specialist","<5","Human Resources Profession","South West"
"Ministry of Defence","UK Hydrographic Office","People","70000027","higher executive officer","35744","37127","HR, Itrent System Administrator and MI","<5","Human Resources Profession","South West"
"Ministry of Defence","UK Hydrographic Office","People","70000027","higher executive officer","35744","37127","Internal Communications Executive","<5","Government Communication Service","South West"
"Ministry of Defence","UK Hydrographic Office","People","70000027","higher executive officer","35744","37127","Learning and Organisational Development Advisor","<5","Human Resources Profession","South West"
"Ministry of Defence","UK Hydrographic Office","People","70000027","senior executive officer","45645","47878","Business Partner","<5","Human Resources Profession","South West"
"Ministry of Defence","UK Hydrographic Office","People","70000027","senior executive officer","45645","47878","Internal Communications and Engagement Manager","<5","Government Communication Service","South West"
"Ministry of Defence","UK Hydrographic Office","People","70000027","senior executive officer","45645","47878","Learning & Development Manager","<5","Human Resources Profession","South West"
"Ministry of Defence","UK Hydrographic Office","People","70000027","senior executive officer","45645","47878","Marine Geospatial Policy Advisor","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","People","70000027","senior executive officer","45645","47878","Public Sector Relationship Manager","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","executive officer","29539","30774","Analyst","<5","Government Security Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","executive officer","29539","30774","Data Protection & Compliance Administrator","<5","Government Security Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","executive officer","29539","30774","Junior Data Engineer Development Role","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","executive officer","29539","30774","Junior Software Developer","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","executive officer","29539","30774","Request Management Analyst","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","grade 6","71339","76861","Deputy Chief Technology Officer","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","grade 6","71339","76861","Deputy CIO","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","grade 7","57686","60695","Business Reporting Manager","<5","Government Finance Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","grade 7","57686","60695","Dev Ops Team Manager","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","grade 7","57686","60695","Head of Information","<5","Government Security Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","grade 7","57686","60695","Head of IT Service Delivery","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","grade 7","57686","60695","Head of Software Engineering","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","grade 7","57686","60695","Head of Technical Systems","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","grade 7","57686","60695","Principal Data Analyst","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","grade 7","57686","60695","Senior Delivery Manager","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","higher executive officer","35744","37127","Configuration Manager","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","higher executive officer","35744","37127","Data Engineer","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","higher executive officer","35744","37127","Incident Manager","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","higher executive officer","35744","37127","Senior Information Risk Advisor","<5","Government Security Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","higher executive officer","35744","37127","Senior Software Developer","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","higher executive officer","35744","37127","Test Automation Engineer","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","senior executive officer","45645","47878","Change Manager","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","senior executive officer","45645","47878","End User Computing Team Manager","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","senior executive officer","45645","47878","Enterprise Architect","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","senior executive officer","45645","47878","Information Assurance Advisor","<5","Government Security Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","senior executive officer","45645","47878","Information Risk Advisor","<5","Government Security Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","senior executive officer","45645","47878","Senior Data Analyst","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","senior executive officer","45645","47878","Service Transition Manager","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","senior executive officer","45645","47878","Technical Lead","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","administrative officer","24559","24559","Project Assistant","<5","Project Delivery Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","grade 6","71339","76861","Business Architect","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","grade 6","71339","76861","Head of Portfolio Delivery","<5","Project Delivery Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","grade 6","71339","76861","Head of Transformation","<5","Project Delivery Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","grade 7","57686","60695","Senior Construction Project Manager","<5","Government Property Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","higher executive officer","35744","37127","Programme Planning & Support Manager","<5","Government Property Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","higher executive officer","35744","37127","Programme Support Manager","<5","Project Delivery Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","executive officer","29539","30774","ARCS","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","executive officer","29539","30774","Environmental Products","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Customer","70000075","higher executive officer","35744","37127","Digital Marketing Communications Executive","<5","Government Communication Service","South West"
"Ministry of Defence","UK Hydrographic Office","Finance & Corporate Services","70000031","executive officer","29539","30774","Archive Research Manager","<5","Government Knowledge and Information Management Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Customer","70000075","executive officer","29539","30774","Account Support","<5","Corporate Finance Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Customer","70000075","senior executive officer","45645","47878","Senior Marketing Communications Manager","<5","Government Communication Service","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","grade 7","57686","60695","Principal Data Scientist","<5","Government Science and Engineering Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Customer","70000075","higher executive officer","35744","37127","User Interaction Designer","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","executive officer","29539","30774","DID Operative","<5","Operational Delivery Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","higher executive officer","35744","37127","Data Analyst","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","grade 7","57686","60695","Principal Data Engineer","<5","Government Science and Engineering Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Customer","70000075","administrative officer","24559","24559","Licensing Account Executive","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Customer","70000075","executive officer","29539","30774","Channel Assistant","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Customer","70000075","grade 7","57686","60695","Senior Product Manager","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Customer","70000075","higher executive officer","35744","37127","Team Leader","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Customer","70000075","higher executive officer","35744","37127","User Researcher","<5","Government Knowledge and Information Management Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Customer","70000075","senior executive officer","45645","47878","Digital Communications Manager","<5","Government Communication Service","South West"
"Ministry of Defence","UK Hydrographic Office","Data Acquisition","70000075","grade 7","57686","60695","Head of P&E","<5","Other","Overseas"
"Ministry of Defence","UK Hydrographic Office","Data Acquisition","70000075","higher executive officer","35744","37127","Engagement Manager","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Finance & Corporate Services","70000031","administrative officer","24559","24559","Finance Assistant","<5","Government Finance Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Finance & Corporate Services","70000031","grade 7","57686","60695","Head of Business Assurance","<5","Internal Audit Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Finance & Corporate Services","70000031","senior executive officer","45645","47878","Agency & Cost Financial Controller","<5","Government Finance Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","executive officer","29539","30774","RNW Junior Watchkeeper","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","executive officer","29539","30774","Supply Service Delivery Analyst","<5","Operational Delivery Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","grade 7","57686","60695","Team Manager","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","higher executive officer","35744","37127","Remote Sensing Technical Specialist","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","higher executive officer","35744","37127","Senior Standards Specialist","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","higher executive officer","35744","37127","Senior Tactical Products Specialist","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","higher executive officer","35744","37127","Tactical Products Specialist","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","senior executive officer","45645","47878","Ocean Environment Technical Lead","<5","Government Science and Engineering Profession","South West"
"Ministry of Defence","UK Hydrographic Office","People","70000027","executive officer","29539","30774","HR Officer","<5","Human Resources Profession","South West"
"Ministry of Defence","UK Hydrographic Office","People","70000027","higher executive officer","35744","37127","Internal Communications and Engagement Executive","<5","Government Communication Service","South West"
"Ministry of Defence","UK Hydrographic Office","People","70000027","senior executive officer","45645","47878","HR Business Partner","<5","Human Resources Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","administrative officer","24559","24559","IT Support Engineer","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","administrative officer","24559","24559","Software Developer","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","grade 7","57686","60695","Lead Technical Software Engineer","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","grade 7","57686","60695","Team Manager","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","higher executive officer","35744","37127","Data Scientist","<5","Government Science and Engineering Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","higher executive officer","35744","37127","Senior End User Computing Engineer","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","higher executive officer","35744","37127","Senior Software Engineer","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","senior executive officer","45645","47878","Lead SAP Basis Administrator","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","senior executive officer","45645","47878","SAP ABAP Engineer","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","senior executive officer","45645","47878","SAP Analyst","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","senior executive officer","45645","47878","Team Leader","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","grade 6","71339","76861","Programme Manager","<5","Project Delivery Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","grade 7","57686","60695","Senior Project Manager","<5","Project Delivery Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Data Acquisition","70000075","grade 7","57686","60695","Head of P&E","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","higher executive officer","35744","37127","Senior Geospatial Product Specialist","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Finance & Corporate Services","70000031","administrative officer","24559","24559","Archives Assistant","<5","Government Knowledge and Information Management Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","grade 7","57686","60695","Enterprise Architect","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","senior executive officer","45645","47878","Senior Test Automation Engineer","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","executive officer","29539","30774","ALRS","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","senior executive officer","45645","47878","Project Manager","<5","Project Delivery Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","senior executive officer","45645","47878","Team Manager","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","higher executive officer","35744","37127","Junior Business Analyst","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","grade 7","57686","60695","Lead Business Analyst","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","senior executive officer","45645","47878","Technical Standards Lead","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Customer","70000075","higher executive officer","35744","37127","Licensing Account Executive","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Data Acquisition","70000075","senior executive officer","45645","47878","Global Partnering and Engagement","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Customer","70000075","grade 7","57686","60695","Business Development Manager","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Customer","70000075","senior executive officer","45645","47878","Account Manager","<5","Corporate Finance Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Data Acquisition","70000075","higher executive officer","35744","37127","Hydrographic Programmes Officer","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Finance & Corporate Services","70000031","executive officer","29539","30774","Advisor","<5","Government Security Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Finance & Corporate Services","70000031","executive officer","29539","30774","Procurement Buyer","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","administrative officer","24559","24559","Junior Geospatial Product Specialist","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","executive officer","29539","30774","ALRS Editor","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","executive officer","29539","30774","Junior Ocean Environment Scientist","<5","Government Science and Engineering Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","senior executive officer","45645","47878","Change Delivery Manager","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","senior executive officer","45645","47878","HMNAO Technical Lead","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","senior executive officer","45645","47878","Team  Mananagr","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","executive officer","29539","30774","IT Support Engineer","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","executive officer","29539","30774","Software Developer","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","grade 7","57686","60695","Lead Test Engineer","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","grade 7","57686","60695","Principal DevOps Engineer","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","grade 7","57686","60695","Principal System Administrator","<5","Government Security Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","higher executive officer","35744","37127","Senior Systems Administrator","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","senior executive officer","45645","47878","Lead Database Administrator","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","senior executive officer","45645","47878","Senior Data Scientist","<5","Government Science and Engineering Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","senior executive officer","45645","47878","Solutions Architect","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Data Acquisition","70000075","executive officer","29539","30774","IC-ENC Data Validator","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","senior executive officer","45645","47878","Senior Business Analyst","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Customer","70000075","higher executive officer","35744","37127","GIS Developer","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","People","70000027","administrative officer","24559","24559","HR Assistant","<5","Human Resources Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","senior executive officer","45645","47878","Lead Microsoft 365 Specialist","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","People","70000027","higher executive officer","35744","37127","Executive Staff Officer","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","People","70000027","executive officer","29539","30774","Personal Assistant","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Customer","70000075","senior executive officer","45645","47878","Service Owner","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Data Acquisition","70000075","senior executive officer","45645","47878","Hydrographic Programmes Manager","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","higher executive officer","35744","37127","HMNAO Senior Analyst","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","higher executive officer","35744","37127","Maritime Advisor","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","higher executive officer","35744","37127","Senior Hydrographic Specialist","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","higher executive officer","35744","37127","Senior Maritime Advisor","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","higher executive officer","35744","37127","Technical Training Officer","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","grade 7","57686","60695","Senior Solution Architect","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","senior executive officer","45645","47878","Lead DevOps Engineer","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","senior executive officer","45645","47878","Lead Systems Administrator","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","higher executive officer","35744","37127","Ocean Environment Scientist","<5","Government Science and Engineering Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Data Acquisition","70000075","senior executive officer","45645","47878","Product and Service Manager","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","executive officer","29539","30774","SDR Processor","<5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","executive officer","29539","30774","Incident Co-ordinator","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","executive officer","29539","30774","Test Automation Engineer","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","senior executive officer","45645","47878","Delivery Manager","<5","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Data Acquisition","70000075","higher executive officer","35744","37127","International Training Officer","5.6","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","higher executive officer","35744","37127","Software Engineer","5.66","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Data Acquisition","70000075","higher executive officer","35744","37127","Partnering & Engagement Officer","5.8","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Customer","70000075","higher executive officer","35744","37127","Technical Product Manager","6","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","executive officer","29539","30774","Geospatial Specialist","7","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","higher executive officer","35744","37127","Senior Geospatial Analyst","7.5","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","executive officer","29539","30774","Tactical Products Specialist","8","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Customer","70000075","senior executive officer","45645","47878","Product Manager","8.4","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","administrative officer","24559","24559","Geospatial Information Specialist","9","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","higher executive officer","35744","37127","RNW Watchkeeper","9","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","grade 7","57686","60695","Lead Software Engineer","9","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Technology","60007628","senior executive officer","45645","47878","Senior Software Engineer","9","Digital, Data and Technology Professions","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","executive officer","29539","30774","Maritime Advisor","10.3","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","senior executive officer","45645","47878","Team Manager","10.82","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","executive officer","29539","30774","Content Editor","12.1","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","senior executive officer","45645","47878","Geographic Technical Lead","13.43","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Customer","70000075","executive officer","29539","30774","Customer Services Analyst","13.68","Operational Delivery Profession","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","higher executive officer","35744","37127","Senior Cartographer","14.770000000000001","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","higher executive officer","35744","37127","Senior Geospatial Specialist","15.010000000000002","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","higher executive officer","35744","37127","Geospatial Product Specialist","15.76","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","executive officer","29539","30774","Team Member","18.64","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","administrative officer","24559","24559","Junior Geospatial Information Specialist","27.27","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","higher executive officer","35744","37127","Team Leader","37.519999999999996","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","higher executive officer","35744","37127","Senior Geospatial Information Specialist","43.13999999999999","Other","South West"
"Ministry of Defence","UK Hydrographic Office","Operations","60000389","executive officer","29539","30774","Geospatial Information Specialist","82.49000000000001","Other","South West"
